u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000008,0.000149,10000
0.0100,0.000026,0.000229,10000
0.0150,0.000057,0.000304,10000
0.0200,0.000100,0.000401,10000
0.0250,0.000159,0.000607,10000
0.0300,0.000232,0.000841,10000
0.0350,0.000324,0.001070,10000
0.0400,0.000439,0.001483,10000
0.0450,0.000555,0.001615,10000
0.0500,0.000684,0.001744,10000
0.0550,0.000821,0.001850,10000
0.0600,0.000974,0.001935,10000
0.0650,0.001162,0.002113,10000
0.0700,0.001356,0.002386,10000
0.0750,0.001566,0.002570,10000
0.0800,0.001801,0.002852,10000
0.0850,0.002033,0.002944,10000
0.0900,0.002311,0.003189,10000
0.0950,0.002592,0.003439,10000
0.1000,0.002883,0.003572,10000
0.1050,0.003204,0.003877,10000
0.1100,0.003528,0.004025,10000
0.1150,0.003880,0.004192,10000
0.1200,0.004255,0.004491,10000
0.1250,0.004630,0.004702,10000
0.1300,0.005051,0.005006,10000
0.1350,0.005472,0.005152,10000
0.1400,0.005934,0.005384,10000
0.1450,0.006410,0.005617,10000
0.1500,0.006904,0.005826,10000
0.1550,0.007390,0.005969,10000
0.1600,0.007907,0.006263,10000
0.1650,0.008428,0.006492,10000
0.1700,0.008975,0.006808,10000
0.1750,0.009505,0.007026,10000
0.1800,0.010040,0.007237,10000
0.1850,0.010584,0.007522,10000
0.1900,0.011112,0.007728,10000
0.1950,0.011644,0.007989,10000
0.2000,0.012191,0.008164,10000
0.2050,0.012747,0.008291,10000
0.2100,0.013304,0.008473,10000
0.2150,0.013824,0.008577,10000
0.2200,0.014348,0.008708,10000
0.2250,0.014913,0.008887,10000
0.2300,0.015505,0.009223,10000
0.2350,0.016066,0.009372,10000
0.2400,0.016630,0.009561,10000
0.2450,0.017206,0.009777,10000
0.2500,0.017797,0.009978,10000
0.2550,0.018401,0.010187,10000
0.2600,0.018993,0.010379,10000
0.2650,0.019599,0.010578,10000
0.2700,0.020278,0.010929,10000
0.2750,0.020896,0.011120,10000
0.2800,0.021562,0.011385,10000
0.2850,0.022218,0.011589,10000
0.2900,0.022875,0.011764,10000
0.2950,0.023540,0.011997,10000
0.3000,0.024252,0.012249,10000
0.3050,0.024960,0.012465,10000
0.3100,0.025657,0.012757,10000
0.3150,0.026342,0.012951,10000
0.3200,0.027021,0.013145,10000
0.3250,0.027745,0.013366,10000
0.3300,0.028464,0.013608,10000
0.3350,0.029183,0.013889,10000
0.3400,0.029865,0.014063,10000
0.3450,0.030539,0.014227,10000
0.3500,0.031288,0.014495,10000
0.3550,0.031998,0.014742,10000
0.3600,0.032707,0.014907,10000
0.3650,0.033413,0.015106,10000
0.3700,0.034053,0.015237,10000
0.3750,0.034798,0.015454,10000
0.3800,0.035456,0.015577,10000
0.3850,0.036138,0.015746,10000
0.3900,0.036803,0.015901,10000
0.3950,0.037458,0.016017,10000
0.4000,0.038125,0.016166,10000
0.4050,0.038838,0.016353,10000
0.4100,0.039521,0.016535,10000
0.4150,0.040208,0.016700,10000
0.4200,0.040879,0.016906,10000
0.4250,0.041493,0.017013,10000
0.4300,0.042167,0.017150,10000
0.4350,0.042860,0.017311,10000
0.4400,0.043565,0.017497,10000
0.4450,0.044211,0.017647,10000
0.4500,0.044867,0.017816,10000
0.4550,0.045522,0.017961,10000
0.4600,0.046194,0.018133,10000
0.4650,0.046885,0.018344,10000
0.4700,0.047555,0.018529,10000
0.4750,0.048195,0.018662,10000
0.4800,0.048838,0.018786,10000
0.4850,0.049503,0.018945,10000
0.4900,0.050186,0.019114,10000
0.4950,0.050867,0.019289,10000
0.5000,0.051603,0.019520,10000
0.5050,0.052340,0.019735,10000
0.5100,0.053020,0.019917,10000
0.5150,0.053676,0.020096,10000
0.5200,0.054408,0.020316,10000
0.5250,0.055169,0.020553,10000
0.5300,0.055826,0.020666,10000
0.5350,0.056547,0.020885,10000
0.5400,0.057251,0.021035,10000
0.5450,0.057962,0.021228,10000
0.5500,0.058692,0.021396,10000
0.5550,0.059461,0.021612,10000
0.5600,0.060182,0.021811,10000
0.5650,0.060939,0.022088,10000
0.5700,0.061682,0.022317,10000
0.5750,0.062459,0.022548,10000
0.5800,0.063197,0.022777,10000
0.5850,0.063934,0.022939,10000
0.5900,0.064742,0.023195,10000
0.5950,0.065541,0.023424,10000
0.6000,0.066348,0.023698,10000
0.6050,0.067174,0.023937,10000
0.6100,0.068021,0.024220,10000
0.6150,0.068818,0.024411,10000
0.6200,0.069634,0.024654,10000
0.6250,0.070476,0.024956,10000
0.6300,0.071293,0.025175,10000
0.6350,0.072123,0.025421,10000
0.6400,0.072961,0.025632,10000
0.6450,0.073774,0.025855,10000
