u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000718,0.000582,10000
0.0100,0.001438,0.000839,10000
0.0150,0.002162,0.001039,10000
0.0200,0.002910,0.001223,10000
0.0250,0.003644,0.001375,10000
0.0300,0.004387,0.001543,10000
0.0350,0.005137,0.001697,10000
0.0400,0.005887,0.001826,10000
0.0450,0.006644,0.001951,10000
0.0500,0.007405,0.002073,10000
0.0550,0.008163,0.002196,10000
0.0600,0.008927,0.002327,10000
0.0650,0.009696,0.002445,10000
0.0700,0.010495,0.002580,10000
0.0750,0.011277,0.002704,10000
0.0800,0.012075,0.002825,10000
0.0850,0.012886,0.002944,10000
0.0900,0.013697,0.003068,10000
0.0950,0.014502,0.003188,10000
0.1000,0.015320,0.003318,10000
0.1050,0.016148,0.003439,10000
0.1100,0.016973,0.003570,10000
0.1150,0.017810,0.003693,10000
0.1200,0.018647,0.003819,10000
0.1250,0.019500,0.003957,10000
0.1300,0.020378,0.004085,10000
0.1350,0.021248,0.004212,10000
0.1400,0.022130,0.004351,10000
0.1450,0.023001,0.004494,10000
0.1500,0.023882,0.004619,10000
0.1550,0.024776,0.004752,10000
0.1600,0.025684,0.004882,10000
0.1650,0.026582,0.005003,10000
0.1700,0.027493,0.005125,10000
0.1750,0.028406,0.005251,10000
0.1800,0.029336,0.005378,10000
0.1850,0.030244,0.005500,10000
0.1900,0.031161,0.005607,10000
0.1950,0.032064,0.005730,10000
0.2000,0.032986,0.005860,10000
0.2050,0.033909,0.005983,10000
0.2100,0.034850,0.006121,10000
0.2150,0.035779,0.006248,10000
0.2200,0.036702,0.006357,10000
0.2250,0.037630,0.006481,10000
0.2300,0.038568,0.006605,10000
0.2350,0.039508,0.006725,10000
0.2400,0.040455,0.006860,10000
0.2450,0.041399,0.006978,10000
0.2500,0.042353,0.007116,10000
0.2550,0.043302,0.007252,10000
0.2600,0.044252,0.007388,10000
0.2650,0.045224,0.007516,10000
0.2700,0.046170,0.007640,10000
0.2750,0.047134,0.007758,10000
0.2800,0.048098,0.007882,10000
0.2850,0.049066,0.008005,10000
0.2900,0.050025,0.008126,10000
0.2950,0.051002,0.008247,10000
0.3000,0.051988,0.008364,10000
0.3050,0.052958,0.008484,10000
0.3100,0.053940,0.008603,10000
0.3150,0.054915,0.008697,10000
0.3200,0.055870,0.008803,10000
0.3250,0.056826,0.008912,10000
0.3300,0.057775,0.009019,10000
0.3350,0.058729,0.009113,10000
