F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
6.2993,0.000000,0.000000,1.000000,10000
12.5985,0.000000,0.000000,1.000000,10000
18.8978,0.000000,0.000000,1.000000,10000
25.1971,0.000000,0.000000,1.000000,10000
31.4964,0.000000,0.000000,1.000000,10000
37.7956,0.000001,0.000001,1.000000,10000
44.0949,0.000002,0.000002,1.000000,10000
50.3942,0.000003,0.000003,1.000000,10000
56.6935,0.000006,0.000006,1.000000,10000
62.9927,0.000009,0.000009,1.000000,10000
69.2920,0.000014,0.000014,1.000000,10000
75.5913,0.000024,0.000024,1.000000,10000
81.8906,0.000035,0.000035,1.000000,10000
88.1898,0.000052,0.000052,1.000000,10000
94.4891,0.000073,0.000073,1.000000,10000
100.7884,0.000101,0.000101,1.000000,10000
107.0876,0.000139,0.000139,1.000000,10000
113.3869,0.000181,0.000181,1.000000,10000
119.6862,0.000238,0.000238,1.000000,10000
125.9855,0.000306,0.000306,1.000000,10000
132.2847,0.000383,0.000383,1.000000,10000
138.5840,0.000471,0.000471,1.000000,10000
144.8833,0.000578,0.000578,1.000000,10000
151.1826,0.000693,0.000693,1.000000,10000
157.4818,0.000822,0.000822,1.000000,10000
163.7811,0.000967,0.000967,1.000000,10000
170.0804,0.001118,0.001118,1.000000,10000
176.3796,0.001280,0.001280,1.000000,10000
182.6789,0.001442,0.001442,1.000000,10000
188.9782,0.001600,0.001600,1.000000,10000
195.2775,0.001740,0.001740,1.000000,10000
201.5767,0.001873,0.001873,1.000000,10000
207.8760,0.001993,0.001993,1.000000,10000
214.1753,0.002118,0.002118,1.000000,10000
220.4746,0.002255,0.002255,1.000000,10000
226.7738,0.002409,0.002409,1.000000,10000
233.0731,0.002573,0.002573,1.000000,10000
239.3724,0.002758,0.002758,1.000000,10000
245.6717,0.002961,0.002961,1.000000,10000
251.9709,0.003179,0.003179,1.000000,10000
258.2702,0.003408,0.003408,1.000000,10000
264.5695,0.003670,0.003670,1.000000,10000
270.8687,0.003950,0.003950,1.000000,10000
277.1680,0.004249,0.004249,1.000000,10000
283.4673,0.004573,0.004573,1.000000,10000
289.7666,0.004908,0.004908,1.000000,10000
296.0658,0.005283,0.005283,1.000000,10000
302.3651,0.005686,0.005686,1.000000,10000
308.6644,0.006116,0.006116,1.000000,10000
314.9637,0.006572,0.006572,1.000000,10000
321.2629,0.007065,0.007065,1.000000,10000
327.5622,0.007580,0.007580,1.000000,10000
333.8615,0.008110,0.008110,1.000000,10000
340.1608,0.008644,0.008644,1.000000,10000
346.4600,0.009148,0.009148,1.000000,10000
352.7593,0.009620,0.009620,1.000000,10000
359.0586,0.010061,0.010061,1.000000,10000
365.3578,0.010485,0.010485,1.000000,10000
371.6571,0.010917,0.010917,1.000000,10000
377.9564,0.011319,0.011319,1.000000,10000
384.2557,0.011706,0.011706,1.000000,10000
390.5549,0.012077,0.012077,1.000000,10000
396.8542,0.012434,0.012434,1.000000,10000
403.1535,0.012765,0.012765,1.000000,10000
409.4528,0.013109,0.013109,1.000000,10000
415.7520,0.013436,0.013436,1.000000,10000
422.0513,0.013793,0.013793,1.000000,10000
428.3506,0.014165,0.014165,1.000000,10000
434.6498,0.014550,0.014550,1.000000,10000
440.9491,0.014942,0.014942,1.000000,10000
447.2484,0.015332,0.015332,1.000000,10000
453.5477,0.015713,0.015713,1.000000,10000
459.8469,0.016075,0.016075,1.000000,10000
466.1462,0.016427,0.016427,1.000000,10000
472.4455,0.016775,0.016775,1.000000,10000
478.7448,0.017099,0.017099,1.000000,10000
485.0440,0.017427,0.017427,1.000000,10000
491.3433,0.017734,0.017734,1.000000,10000
497.6426,0.018014,0.018014,1.000000,10000
503.9419,0.018292,0.018292,1.000000,10000
510.2411,0.018567,0.018567,1.000000,10000
516.5404,0.018834,0.018834,1.000000,10000
522.8397,0.019095,0.019095,1.000000,10000
529.1389,0.019370,0.019370,1.000000,10000
535.4382,0.019623,0.019623,1.000000,10000
541.7375,0.019863,0.019863,1.000000,10000
548.0368,0.020107,0.020107,1.000000,10000
554.3360,0.020356,0.020356,1.000000,10000
560.6353,0.020592,0.020592,1.000000,10000
566.9346,0.020842,0.020842,1.000000,10000
573.2339,0.021100,0.021100,1.000000,10000
579.5331,0.021350,0.021350,1.000000,10000
585.8324,0.021608,0.021608,1.000000,10000
592.1317,0.021864,0.021864,1.000000,10000
598.4310,0.022114,0.022114,1.000000,10000
604.7302,0.022367,0.022367,1.000000,10000
611.0295,0.022628,0.022628,1.000000,10000
617.3288,0.022909,0.022909,1.000000,10000
623.6280,0.023186,0.023186,1.000000,10000
629.9273,0.023476,0.023476,1.000000,10000
636.2266,0.023749,0.023749,1.000000,10000
642.5259,0.024034,0.024034,1.000000,10000
648.8251,0.024323,0.024323,1.000000,10000
655.1244,0.024595,0.024595,1.000000,10000
661.4237,0.024876,0.024876,1.000000,10000
667.7230,0.025169,0.025169,1.000000,10000
674.0222,0.025477,0.025477,1.000000,10000
680.3215,0.025795,0.025795,1.000000,10000
686.6208,0.026121,0.026121,1.000000,10000
692.9201,0.026445,0.026445,1.000000,10000
699.2193,0.026776,0.026776,1.000000,10000
705.5186,0.027103,0.027103,1.000000,10000
711.8179,0.027411,0.027411,1.000000,10000
718.1171,0.027713,0.027713,1.000000,10000
724.4164,0.028014,0.028014,1.000000,10000
730.7157,0.028305,0.028305,1.000000,10000
737.0150,0.028591,0.028591,1.000000,10000
743.3142,0.028853,0.028853,1.000000,10000
749.6135,0.029132,0.029132,1.000000,10000
755.9128,0.029394,0.029394,1.000000,10000
762.2121,0.029661,0.029661,1.000000,10000
768.5113,0.029936,0.029936,1.000000,10000
774.8106,0.030207,0.030207,1.000000,10000
781.1099,0.030468,0.030468,1.000000,10000
787.4091,0.030728,0.030728,1.000000,10000
793.7084,0.030979,0.030979,1.000000,10000
800.0077,0.031231,0.031231,1.000000,10000
806.3070,0.031475,0.031475,1.000000,10000
812.6062,0.031721,0.031721,1.000000,10000
818.9055,0.031966,0.031966,1.000000,10000
825.2048,0.032205,0.032205,1.000000,10000
831.5041,0.032445,0.032445,1.000000,10000
837.8033,0.032686,0.032686,1.000000,10000
844.1026,0.032927,0.032927,1.000000,10000
850.4019,0.033180,0.033180,1.000000,10000
856.7012,0.033430,0.033430,1.000000,10000
863.0004,0.033680,0.033680,1.000000,10000
869.2997,0.033939,0.033939,1.000000,10000
875.5990,0.034192,0.034192,1.000000,10000
881.8982,0.034458,0.034458,1.000000,10000
888.1975,0.034727,0.034727,1.000000,10000
894.4968,0.035004,0.035004,1.000000,10000
900.7961,0.035277,0.035277,1.000000,10000
907.0953,0.035557,0.035557,1.000000,10000
913.3946,0.035840,0.035840,1.000000,10000
919.6939,0.036108,0.036108,1.000000,10000
925.9932,0.036379,0.036379,1.000000,10000
932.2924,0.036658,0.036658,1.000000,10000
938.5917,0.036910,0.036910,1.000000,10000
944.8910,0.037170,0.037170,1.000000,10000
951.1903,0.037420,0.037420,1.000000,10000
957.4895,0.037672,0.037672,1.000000,10000
