u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000010,10000
0.0100,0.000001,0.000023,10000
0.0150,0.000005,0.000049,10000
0.0200,0.000014,0.000082,10000
0.0250,0.000027,0.000118,10000
0.0300,0.000049,0.000159,10000
0.0350,0.000076,0.000196,10000
0.0400,0.000114,0.000242,10000
0.0450,0.000161,0.000290,10000
0.0500,0.000224,0.000344,10000
0.0550,0.000297,0.000398,10000
0.0600,0.000391,0.000465,10000
0.0650,0.000505,0.000543,10000
0.0700,0.000639,0.000624,10000
0.0750,0.000801,0.000723,10000
0.0800,0.000983,0.000829,10000
0.0850,0.001195,0.000936,10000
0.0900,0.001435,0.001048,10000
0.0950,0.001694,0.001152,10000
0.1000,0.001958,0.001254,10000
0.1050,0.002222,0.001354,10000
0.1100,0.002495,0.001454,10000
0.1150,0.002770,0.001557,10000
0.1200,0.003063,0.001675,10000
0.1250,0.003395,0.001838,10000
0.1300,0.003747,0.002006,10000
0.1350,0.004142,0.002210,10000
0.1400,0.004580,0.002423,10000
0.1450,0.005065,0.002657,10000
0.1500,0.005591,0.002894,10000
0.1550,0.006183,0.003151,10000
0.1600,0.006834,0.003422,10000
0.1650,0.007510,0.003652,10000
0.1700,0.008209,0.003843,10000
0.1750,0.008916,0.003989,10000
0.1800,0.009633,0.004100,10000
0.1850,0.010343,0.004190,10000
0.1900,0.011015,0.004242,10000
0.1950,0.011698,0.004261,10000
0.2000,0.012342,0.004276,10000
0.2050,0.012969,0.004290,10000
0.2100,0.013572,0.004284,10000
0.2150,0.014152,0.004300,10000
0.2200,0.014712,0.004316,10000
0.2250,0.015266,0.004339,10000
0.2300,0.015800,0.004360,10000
0.2350,0.016313,0.004389,10000
0.2400,0.016822,0.004395,10000
0.2450,0.017317,0.004401,10000
0.2500,0.017796,0.004404,10000
0.2550,0.018261,0.004414,10000
0.2600,0.018719,0.004428,10000
0.2650,0.019175,0.004451,10000
0.2700,0.019604,0.004487,10000
0.2750,0.020039,0.004512,10000
0.2800,0.020462,0.004556,10000
0.2850,0.020873,0.004612,10000
0.2900,0.021275,0.004679,10000
0.2950,0.021686,0.004768,10000
0.3000,0.022084,0.004868,10000
0.3050,0.022500,0.004972,10000
0.3100,0.022930,0.005074,10000
0.3150,0.023363,0.005182,10000
0.3200,0.023801,0.005296,10000
0.3250,0.024228,0.005401,10000
0.3300,0.024688,0.005505,10000
0.3350,0.025145,0.005619,10000
0.3400,0.025613,0.005725,10000
0.3450,0.026082,0.005824,10000
0.3500,0.026545,0.005898,10000
0.3550,0.027004,0.005972,10000
0.3600,0.027472,0.006047,10000
0.3650,0.027933,0.006113,10000
0.3700,0.028394,0.006176,10000
0.3750,0.028867,0.006230,10000
0.3800,0.029329,0.006281,10000
0.3850,0.029775,0.006333,10000
0.3900,0.030223,0.006373,10000
0.3950,0.030657,0.006423,10000
0.4000,0.031082,0.006456,10000
0.4050,0.031499,0.006495,10000
0.4100,0.031896,0.006536,10000
0.4150,0.032312,0.006567,10000
