u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000000,10000
0.0100,0.000000,0.000006,10000
0.0150,0.000000,0.000008,10000
0.0200,0.000000,0.000014,10000
0.0250,0.000002,0.000026,10000
0.0300,0.000005,0.000047,10000
0.0350,0.000010,0.000069,10000
0.0400,0.000021,0.000097,10000
0.0450,0.000036,0.000130,10000
0.0500,0.000061,0.000169,10000
0.0550,0.000097,0.000217,10000
0.0600,0.000151,0.000277,10000
0.0650,0.000231,0.000361,10000
0.0700,0.000340,0.000461,10000
0.0750,0.000490,0.000591,10000
0.0800,0.000672,0.000716,10000
0.0850,0.000865,0.000823,10000
0.0900,0.001049,0.000897,10000
0.0950,0.001213,0.000940,10000
0.1000,0.001363,0.000987,10000
0.1050,0.001511,0.001043,10000
0.1100,0.001669,0.001111,10000
0.1150,0.001851,0.001203,10000
0.1200,0.002075,0.001335,10000
0.1250,0.002335,0.001499,10000
0.1300,0.002688,0.001738,10000
0.1350,0.003114,0.002043,10000
0.1400,0.003625,0.002390,10000
0.1450,0.004228,0.002748,10000
0.1500,0.004904,0.003075,10000
0.1550,0.005615,0.003350,10000
0.1600,0.006361,0.003561,10000
0.1650,0.007102,0.003699,10000
0.1700,0.007847,0.003813,10000
0.1750,0.008587,0.003881,10000
0.1800,0.009274,0.003921,10000
0.1850,0.009940,0.003979,10000
0.1900,0.010584,0.004065,10000
0.1950,0.011215,0.004137,10000
0.2000,0.011839,0.004227,10000
0.2050,0.012477,0.004289,10000
0.2100,0.013102,0.004332,10000
0.2150,0.013684,0.004352,10000
0.2200,0.014256,0.004342,10000
0.2250,0.014786,0.004302,10000
0.2300,0.015309,0.004235,10000
0.2350,0.015811,0.004145,10000
0.2400,0.016283,0.004076,10000
0.2450,0.016753,0.004007,10000
0.2500,0.017193,0.003956,10000
0.2550,0.017605,0.003929,10000
0.2600,0.018007,0.003921,10000
0.2650,0.018388,0.003941,10000
0.2700,0.018746,0.003985,10000
0.2750,0.019126,0.004085,10000
0.2800,0.019503,0.004186,10000
0.2850,0.019883,0.004304,10000
0.2900,0.020253,0.004394,10000
0.2950,0.020653,0.004494,10000
0.3000,0.021059,0.004589,10000
0.3050,0.021480,0.004691,10000
0.3100,0.021899,0.004790,10000
0.3150,0.022333,0.004880,10000
0.3200,0.022769,0.004967,10000
0.3250,0.023206,0.005038,10000
0.3300,0.023636,0.005115,10000
0.3350,0.024049,0.005183,10000
0.3400,0.024467,0.005258,10000
0.3450,0.024873,0.005326,10000
0.3500,0.025276,0.005392,10000
0.3550,0.025697,0.005461,10000
0.3600,0.026101,0.005532,10000
0.3650,0.026501,0.005609,10000
0.3700,0.026910,0.005697,10000
0.3750,0.027314,0.005793,10000
0.3800,0.027740,0.005877,10000
0.3850,0.028152,0.005953,10000
0.3900,0.028561,0.006020,10000
0.3950,0.028968,0.006091,10000
0.4000,0.029377,0.006136,10000
0.4050,0.029780,0.006166,10000
0.4100,0.030179,0.006181,10000
0.4150,0.030565,0.006191,10000
0.4200,0.030937,0.006194,10000
0.4250,0.031312,0.006196,10000
0.4300,0.031679,0.006197,10000
0.4350,0.032040,0.006198,10000
0.4400,0.032377,0.006192,10000
0.4450,0.032721,0.006194,10000
0.4500,0.033056,0.006187,10000
0.4550,0.033380,0.006175,10000
0.4600,0.033704,0.006159,10000
0.4650,0.034026,0.006133,10000
0.4700,0.034323,0.006116,10000
0.4750,0.034607,0.006102,10000
0.4800,0.034888,0.006093,10000
0.4850,0.035176,0.006082,10000
0.4900,0.035435,0.006064,10000
0.4950,0.035704,0.006060,10000
0.5000,0.035961,0.006060,10000
0.5050,0.036208,0.006063,10000
0.5100,0.036461,0.006058,10000
0.5150,0.036709,0.006061,10000
0.5200,0.036953,0.006070,10000
0.5250,0.037189,0.006077,10000
0.5300,0.037434,0.006098,10000
0.5350,0.037682,0.006119,10000
0.5400,0.037933,0.006149,10000
0.5450,0.038198,0.006192,10000
0.5500,0.038453,0.006235,10000
0.5550,0.038699,0.006288,10000
0.5600,0.038975,0.006360,10000
0.5650,0.039252,0.006435,10000
0.5700,0.039521,0.006502,10000
0.5750,0.039799,0.006590,10000
0.5800,0.040089,0.006685,10000
0.5850,0.040376,0.006780,10000
0.5900,0.040669,0.006867,10000
0.5950,0.040976,0.006965,10000
0.6000,0.041290,0.007069,10000
0.6050,0.041593,0.007166,10000
0.6100,0.041918,0.007291,10000
0.6150,0.042251,0.007410,10000
0.6200,0.042600,0.007540,10000
0.6250,0.042960,0.007666,10000
0.6300,0.043319,0.007794,10000
0.6350,0.043687,0.007922,10000
0.6400,0.044038,0.008025,10000
0.6450,0.044419,0.008139,10000
0.6500,0.044808,0.008264,10000
0.6550,0.045230,0.008398,10000
0.6600,0.045640,0.008535,10000
0.6650,0.046089,0.008670,10000
0.6700,0.046519,0.008818,10000
0.6750,0.046960,0.008944,10000
0.6800,0.047390,0.009059,10000
0.6850,0.047841,0.009158,10000
0.6900,0.048315,0.009271,10000
0.6950,0.048773,0.009397,10000
0.7000,0.049255,0.009530,10000
0.7050,0.049734,0.009629,10000
0.7100,0.050237,0.009734,10000
0.7150,0.050769,0.009864,10000
0.7200,0.051284,0.009997,10000
0.7250,0.051799,0.010110,10000
0.7300,0.052327,0.010220,10000
0.7350,0.052867,0.010327,10000
0.7400,0.053431,0.010422,10000
0.7450,0.053978,0.010513,10000
0.7500,0.054538,0.010607,10000
0.7550,0.055122,0.010709,10000
0.7600,0.055690,0.010817,10000
0.7650,0.056244,0.010915,10000
0.7700,0.056828,0.011017,10000
0.7750,0.057414,0.011093,10000
0.7800,0.057992,0.011155,10000
0.7850,0.058576,0.011219,10000
0.7900,0.059171,0.011307,10000
0.7950,0.059783,0.011373,10000
0.8000,0.060380,0.011449,10000
0.8050,0.061001,0.011532,10000
0.8100,0.061616,0.011613,10000
0.8150,0.062234,0.011700,10000
0.8200,0.062844,0.011746,10000
0.8250,0.063452,0.011772,10000
0.8300,0.064071,0.011851,10000
0.8350,0.064692,0.011929,10000
0.8400,0.065307,0.011989,10000
0.8450,0.065954,0.012056,10000
0.8500,0.066598,0.012144,10000
0.8550,0.067245,0.012228,10000
0.8600,0.067873,0.012285,10000
0.8650,0.068518,0.012358,10000
0.8700,0.069159,0.012418,10000
