u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000006,0.000057,10000
0.0100,0.000025,0.000113,10000
0.0150,0.000054,0.000165,10000
0.0200,0.000098,0.000222,10000
0.0250,0.000157,0.000284,10000
0.0300,0.000223,0.000341,10000
0.0350,0.000307,0.000400,10000
0.0400,0.000404,0.000460,10000
0.0450,0.000514,0.000525,10000
0.0500,0.000643,0.000592,10000
0.0550,0.000776,0.000651,10000
0.0600,0.000930,0.000722,10000
0.0650,0.001102,0.000798,10000
0.0700,0.001287,0.000866,10000
0.0750,0.001490,0.000947,10000
0.0800,0.001706,0.001019,10000
0.0850,0.001942,0.001104,10000
0.0900,0.002195,0.001188,10000
0.0950,0.002477,0.001275,10000
0.1000,0.002774,0.001380,10000
0.1050,0.003097,0.001482,10000
0.1100,0.003437,0.001583,10000
0.1150,0.003788,0.001685,10000
0.1200,0.004160,0.001783,10000
0.1250,0.004536,0.001867,10000
0.1300,0.004926,0.001955,10000
0.1350,0.005314,0.002036,10000
0.1400,0.005705,0.002119,10000
0.1450,0.006103,0.002204,10000
0.1500,0.006509,0.002310,10000
0.1550,0.006931,0.002413,10000
0.1600,0.007370,0.002515,10000
0.1650,0.007819,0.002633,10000
0.1700,0.008283,0.002755,10000
0.1750,0.008772,0.002873,10000
0.1800,0.009305,0.003022,10000
0.1850,0.009838,0.003153,10000
0.1900,0.010395,0.003301,10000
0.1950,0.010965,0.003435,10000
0.2000,0.011570,0.003575,10000
0.2050,0.012175,0.003697,10000
0.2100,0.012807,0.003831,10000
0.2150,0.013453,0.003954,10000
0.2200,0.014099,0.004062,10000
0.2250,0.014769,0.004161,10000
0.2300,0.015439,0.004251,10000
0.2350,0.016114,0.004333,10000
0.2400,0.016748,0.004386,10000
0.2450,0.017380,0.004418,10000
0.2500,0.017998,0.004446,10000
0.2550,0.018596,0.004484,10000
0.2600,0.019165,0.004507,10000
0.2650,0.019709,0.004540,10000
0.2700,0.020248,0.004583,10000
0.2750,0.020775,0.004629,10000
0.2800,0.021302,0.004677,10000
0.2850,0.021826,0.004732,10000
0.2900,0.022353,0.004788,10000
0.2950,0.022855,0.004832,10000
0.3000,0.023356,0.004891,10000
0.3050,0.023857,0.004949,10000
0.3100,0.024356,0.005006,10000
0.3150,0.024844,0.005057,10000
0.3200,0.025340,0.005131,10000
