u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000006,0.000052,10000
0.0100,0.000026,0.000111,10000
0.0150,0.000060,0.000174,10000
0.0200,0.000103,0.000226,10000
0.0250,0.000159,0.000285,10000
0.0300,0.000230,0.000342,10000
0.0350,0.000313,0.000399,10000
0.0400,0.000408,0.000457,10000
0.0450,0.000520,0.000516,10000
0.0500,0.000652,0.000590,10000
0.0550,0.000791,0.000662,10000
0.0600,0.000951,0.000737,10000
0.0650,0.001119,0.000807,10000
0.0700,0.001307,0.000888,10000
0.0750,0.001515,0.000967,10000
0.0800,0.001737,0.001052,10000
0.0850,0.001981,0.001147,10000
0.0900,0.002247,0.001248,10000
0.0950,0.002531,0.001347,10000
0.1000,0.002850,0.001469,10000
0.1050,0.003191,0.001588,10000
0.1100,0.003551,0.001706,10000
0.1150,0.003920,0.001822,10000
0.1200,0.004300,0.001926,10000
0.1250,0.004677,0.002012,10000
0.1300,0.005070,0.002105,10000
0.1350,0.005459,0.002210,10000
0.1400,0.005861,0.002305,10000
0.1450,0.006286,0.002409,10000
0.1500,0.006735,0.002535,10000
0.1550,0.007182,0.002671,10000
0.1600,0.007650,0.002820,10000
0.1650,0.008149,0.002970,10000
0.1700,0.008681,0.003125,10000
0.1750,0.009238,0.003301,10000
0.1800,0.009823,0.003483,10000
0.1850,0.010421,0.003662,10000
0.1900,0.011059,0.003830,10000
0.1950,0.011706,0.003984,10000
0.2000,0.012366,0.004124,10000
0.2050,0.013035,0.004243,10000
0.2100,0.013707,0.004352,10000
0.2150,0.014386,0.004437,10000
0.2200,0.015053,0.004507,10000
0.2250,0.015687,0.004563,10000
0.2300,0.016320,0.004594,10000
0.2350,0.016950,0.004618,10000
0.2400,0.017546,0.004631,10000
0.2450,0.018113,0.004661,10000
0.2500,0.018686,0.004691,10000
0.2550,0.019236,0.004701,10000
0.2600,0.019785,0.004715,10000
0.2650,0.020294,0.004738,10000
0.2700,0.020827,0.004763,10000
0.2750,0.021338,0.004792,10000
0.2800,0.021846,0.004827,10000
0.2850,0.022347,0.004880,10000
0.2900,0.022849,0.004922,10000
0.2950,0.023349,0.004958,10000
0.3000,0.023838,0.004992,10000
0.3050,0.024325,0.005047,10000
0.3100,0.024804,0.005089,10000
0.3150,0.025279,0.005130,10000
0.3200,0.025758,0.005167,10000
0.3250,0.026243,0.005221,10000
0.3300,0.026732,0.005288,10000
