F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
6.5184,0.000000,0.000000,1.000000,10000
13.0368,0.000000,0.000000,1.000000,10000
19.5553,0.000002,0.000002,1.000000,10000
26.0737,0.000005,0.000005,1.000000,10000
32.5921,0.000010,0.000010,1.000000,10000
39.1105,0.000017,0.000017,1.000000,10000
45.6289,0.000026,0.000026,1.000000,10000
52.1474,0.000039,0.000039,1.000000,10000
58.6658,0.000053,0.000053,1.000000,10000
65.1842,0.000074,0.000074,1.000000,10000
71.7026,0.000100,0.000100,1.000000,10000
78.2211,0.000129,0.000129,1.000000,10000
84.7395,0.000162,0.000162,1.000000,10000
91.2579,0.000206,0.000206,1.000000,10000
97.7763,0.000256,0.000256,1.000000,10000
104.2947,0.000309,0.000309,1.000000,10000
110.8132,0.000374,0.000374,1.000000,10000
117.3316,0.000448,0.000448,1.000000,10000
123.8500,0.000533,0.000533,1.000000,10000
130.3684,0.000627,0.000627,1.000000,10000
136.8868,0.000732,0.000732,1.000000,10000
143.4053,0.000845,0.000845,1.000000,10000
149.9237,0.000973,0.000973,1.000000,10000
156.4421,0.001113,0.001113,1.000000,10000
162.9605,0.001274,0.001274,1.000000,10000
169.4789,0.001439,0.001439,1.000000,10000
175.9974,0.001609,0.001609,1.000000,10000
182.5158,0.001796,0.001796,1.000000,10000
189.0342,0.001975,0.001975,1.000000,10000
195.5526,0.002163,0.002163,1.000000,10000
202.0711,0.002354,0.002354,1.000000,10000
208.5895,0.002543,0.002543,1.000000,10000
215.1079,0.002733,0.002733,1.000000,10000
221.6263,0.002923,0.002923,1.000000,10000
228.1447,0.003121,0.003121,1.000000,10000
234.6632,0.003337,0.003337,1.000000,10000
241.1816,0.003561,0.003561,1.000000,10000
247.7000,0.003803,0.003803,1.000000,10000
254.2184,0.004070,0.004070,1.000000,10000
260.7368,0.004353,0.004353,1.000000,10000
267.2553,0.004649,0.004649,1.000000,10000
273.7737,0.004974,0.004974,1.000000,10000
280.2921,0.005333,0.005333,1.000000,10000
286.8105,0.005707,0.005707,1.000000,10000
293.3289,0.006101,0.006101,1.000000,10000
299.8474,0.006517,0.006517,1.000000,10000
306.3658,0.006953,0.006953,1.000000,10000
312.8842,0.007419,0.007419,1.000000,10000
319.4026,0.007892,0.007892,1.000000,10000
325.9211,0.008388,0.008388,1.000000,10000
332.4395,0.008907,0.008907,1.000000,10000
338.9579,0.009410,0.009410,1.000000,10000
345.4763,0.009895,0.009895,1.000000,10000
351.9947,0.010386,0.010386,1.000000,10000
358.5132,0.010868,0.010868,1.000000,10000
365.0316,0.011341,0.011341,1.000000,10000
371.5500,0.011802,0.011802,1.000000,10000
378.0684,0.012265,0.012265,1.000000,10000
384.5868,0.012718,0.012718,1.000000,10000
391.1053,0.013165,0.013165,1.000000,10000
397.6237,0.013581,0.013581,1.000000,10000
404.1421,0.014006,0.014006,1.000000,10000
410.6605,0.014399,0.014399,1.000000,10000
417.1789,0.014781,0.014781,1.000000,10000
423.6974,0.015151,0.015151,1.000000,10000
430.2158,0.015505,0.015505,1.000000,10000
436.7342,0.015861,0.015861,1.000000,10000
443.2526,0.016211,0.016211,1.000000,10000
449.7711,0.016552,0.016552,1.000000,10000
456.2895,0.016888,0.016888,1.000000,10000
462.8079,0.017229,0.017229,1.000000,10000
469.3263,0.017569,0.017569,1.000000,10000
475.8447,0.017910,0.017910,1.000000,10000
482.3632,0.018235,0.018235,1.000000,10000
488.8816,0.018573,0.018573,1.000000,10000
495.4000,0.018902,0.018902,1.000000,10000
501.9184,0.019219,0.019219,1.000000,10000
508.4368,0.019538,0.019538,1.000000,10000
514.9553,0.019859,0.019859,1.000000,10000
521.4737,0.020159,0.020159,1.000000,10000
527.9921,0.020471,0.020471,1.000000,10000
534.5105,0.020765,0.020765,1.000000,10000
541.0289,0.021059,0.021059,1.000000,10000
547.5474,0.021349,0.021349,1.000000,10000
554.0658,0.021628,0.021628,1.000000,10000
560.5842,0.021894,0.021894,1.000000,10000
567.1026,0.022162,0.022162,1.000000,10000
573.6211,0.022433,0.022433,1.000000,10000
580.1395,0.022701,0.022701,1.000000,10000
586.6579,0.022963,0.022963,1.000000,10000
593.1763,0.023236,0.023236,1.000000,10000
599.6947,0.023513,0.023513,1.000000,10000
606.2132,0.023789,0.023789,1.000000,10000
612.7316,0.024074,0.024074,1.000000,10000
619.2500,0.024360,0.024360,1.000000,10000
625.7684,0.024656,0.024656,1.000000,10000
632.2868,0.024970,0.024970,1.000000,10000
638.8053,0.025269,0.025269,1.000000,10000
645.3237,0.025578,0.025578,1.000000,10000
651.8421,0.025892,0.025892,1.000000,10000
658.3605,0.026209,0.026209,1.000000,10000
664.8789,0.026515,0.026515,1.000000,10000
671.3974,0.026832,0.026832,1.000000,10000
677.9158,0.027155,0.027155,1.000000,10000
684.4342,0.027471,0.027471,1.000000,10000
690.9526,0.027793,0.027793,1.000000,10000
697.4711,0.028112,0.028112,1.000000,10000
703.9895,0.028422,0.028422,1.000000,10000
710.5079,0.028727,0.028727,1.000000,10000
717.0263,0.029025,0.029025,1.000000,10000
723.5447,0.029311,0.029311,1.000000,10000
730.0632,0.029615,0.029615,1.000000,10000
736.5816,0.029899,0.029899,1.000000,10000
743.1000,0.030191,0.030191,1.000000,10000
749.6184,0.030470,0.030470,1.000000,10000
756.1368,0.030747,0.030747,1.000000,10000
762.6553,0.031025,0.031025,1.000000,10000
769.1737,0.031306,0.031306,1.000000,10000
775.6921,0.031596,0.031596,1.000000,10000
782.2105,0.031863,0.031863,1.000000,10000
788.7289,0.032141,0.032141,1.000000,10000
795.2474,0.032414,0.032414,1.000000,10000
801.7658,0.032680,0.032680,1.000000,10000
808.2842,0.032934,0.032934,1.000000,10000
814.8026,0.033199,0.033199,1.000000,10000
821.3211,0.033463,0.033463,1.000000,10000
827.8395,0.033730,0.033730,1.000000,10000
834.3579,0.033994,0.033994,1.000000,10000
840.8763,0.034260,0.034260,1.000000,10000
847.3947,0.034525,0.034525,1.000000,10000
853.9132,0.034787,0.034787,1.000000,10000
860.4316,0.035051,0.035051,1.000000,10000
866.9500,0.035314,0.035314,1.000000,10000
873.4684,0.035569,0.035569,1.000000,10000
879.9868,0.035824,0.035824,1.000000,10000
886.5053,0.036097,0.036097,1.000000,10000
893.0237,0.036350,0.036350,1.000000,10000
899.5421,0.036606,0.036606,1.000000,10000
906.0605,0.036869,0.036869,1.000000,10000
912.5789,0.037122,0.037122,1.000000,10000
919.0974,0.037374,0.037374,1.000000,10000
