u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000008,10000
0.0100,0.000002,0.000027,10000
0.0150,0.000006,0.000051,10000
0.0200,0.000013,0.000079,10000
0.0250,0.000024,0.000106,10000
0.0300,0.000043,0.000141,10000
0.0350,0.000067,0.000175,10000
0.0400,0.000101,0.000217,10000
0.0450,0.000144,0.000264,10000
0.0500,0.000201,0.000316,10000
0.0550,0.000269,0.000367,10000
0.0600,0.000355,0.000431,10000
0.0650,0.000459,0.000499,10000
0.0700,0.000574,0.000575,10000
0.0750,0.000721,0.000669,10000
0.0800,0.000886,0.000763,10000
0.0850,0.001085,0.000879,10000
0.0900,0.001306,0.000985,10000
0.0950,0.001549,0.001093,10000
0.1000,0.001797,0.001184,10000
0.1050,0.002052,0.001264,10000
0.1100,0.002312,0.001344,10000
0.1150,0.002581,0.001424,10000
0.1200,0.002856,0.001510,10000
0.1250,0.003146,0.001607,10000
0.1300,0.003455,0.001729,10000
0.1350,0.003801,0.001876,10000
0.1400,0.004181,0.002053,10000
0.1450,0.004595,0.002231,10000
0.1500,0.005054,0.002442,10000
0.1550,0.005579,0.002650,10000
0.1600,0.006143,0.002869,10000
0.1650,0.006744,0.003075,10000
0.1700,0.007390,0.003292,10000
0.1750,0.008072,0.003464,10000
0.1800,0.008787,0.003594,10000
0.1850,0.009502,0.003707,10000
0.1900,0.010224,0.003788,10000
0.1950,0.010954,0.003832,10000
0.2000,0.011649,0.003846,10000
0.2050,0.012322,0.003863,10000
0.2100,0.012958,0.003856,10000
0.2150,0.013572,0.003853,10000
0.2200,0.014161,0.003854,10000
0.2250,0.014725,0.003857,10000
0.2300,0.015281,0.003877,10000
0.2350,0.015819,0.003905,10000
0.2400,0.016350,0.003935,10000
0.2450,0.016858,0.003955,10000
0.2500,0.017357,0.003984,10000
0.2550,0.017844,0.004008,10000
0.2600,0.018318,0.004030,10000
0.2650,0.018773,0.004045,10000
0.2700,0.019206,0.004068,10000
0.2750,0.019643,0.004085,10000
0.2800,0.020065,0.004106,10000
0.2850,0.020475,0.004133,10000
0.2900,0.020888,0.004164,10000
0.2950,0.021290,0.004205,10000
0.3000,0.021689,0.004279,10000
0.3050,0.022094,0.004359,10000
0.3100,0.022504,0.004446,10000
0.3150,0.022917,0.004543,10000
0.3200,0.023329,0.004641,10000
0.3250,0.023747,0.004727,10000
0.3300,0.024178,0.004831,10000
0.3350,0.024615,0.004948,10000
0.3400,0.025052,0.005038,10000
0.3450,0.025493,0.005123,10000
0.3500,0.025930,0.005201,10000
0.3550,0.026381,0.005279,10000
0.3600,0.026833,0.005357,10000
0.3650,0.027286,0.005424,10000
0.3700,0.027743,0.005473,10000
0.3750,0.028180,0.005509,10000
0.3800,0.028626,0.005558,10000
0.3850,0.029076,0.005601,10000
0.3900,0.029512,0.005646,10000
0.3950,0.029942,0.005671,10000
0.4000,0.030371,0.005708,10000
0.4050,0.030796,0.005732,10000
0.4100,0.031216,0.005771,10000
0.4150,0.031643,0.005797,10000
0.4200,0.032035,0.005834,10000
0.4250,0.032452,0.005861,10000
0.4300,0.032859,0.005884,10000
0.4350,0.033280,0.005910,10000
0.4400,0.033691,0.005916,10000
0.4450,0.034106,0.005949,10000
0.4500,0.034524,0.005970,10000
0.4550,0.034925,0.006009,10000
0.4600,0.035331,0.006024,10000
0.4650,0.035720,0.006029,10000
0.4700,0.036123,0.006045,10000
0.4750,0.036517,0.006059,10000
0.4800,0.036909,0.006091,10000
0.4850,0.037310,0.006105,10000
0.4900,0.037699,0.006112,10000
0.4950,0.038079,0.006120,10000
0.5000,0.038447,0.006130,10000
0.5050,0.038824,0.006136,10000
0.5100,0.039184,0.006144,10000
0.5150,0.039545,0.006151,10000
0.5200,0.039910,0.006167,10000
0.5250,0.040270,0.006178,10000
0.5300,0.040645,0.006199,10000
0.5350,0.041001,0.006214,10000
0.5400,0.041349,0.006228,10000
0.5450,0.041698,0.006244,10000
0.5500,0.042051,0.006273,10000
0.5550,0.042412,0.006306,10000
0.5600,0.042752,0.006331,10000
0.5650,0.043103,0.006367,10000
0.5700,0.043451,0.006397,10000
0.5750,0.043795,0.006422,10000
0.5800,0.044145,0.006462,10000
0.5850,0.044491,0.006497,10000
0.5900,0.044839,0.006542,10000
0.5950,0.045189,0.006588,10000
0.6000,0.045554,0.006645,10000
0.6050,0.045919,0.006698,10000
0.6100,0.046294,0.006765,10000
0.6150,0.046653,0.006820,10000
0.6200,0.047039,0.006885,10000
0.6250,0.047432,0.006978,10000
0.6300,0.047826,0.007049,10000
0.6350,0.048233,0.007133,10000
0.6400,0.048643,0.007222,10000
0.6450,0.049054,0.007315,10000
0.6500,0.049488,0.007406,10000
0.6550,0.049927,0.007527,10000
0.6600,0.050392,0.007638,10000
0.6650,0.050861,0.007742,10000
0.6700,0.051316,0.007836,10000
0.6750,0.051781,0.007951,10000
0.6800,0.052264,0.008071,10000
0.6850,0.052756,0.008190,10000
0.6900,0.053244,0.008296,10000
0.6950,0.053754,0.008448,10000
0.7000,0.054273,0.008582,10000
0.7050,0.054789,0.008702,10000
0.7100,0.055315,0.008813,10000
0.7150,0.055858,0.008923,10000
0.7200,0.056418,0.009063,10000
0.7250,0.056996,0.009211,10000
0.7300,0.057570,0.009326,10000
0.7350,0.058142,0.009460,10000
0.7400,0.058757,0.009617,10000
0.7450,0.059366,0.009757,10000
0.7500,0.059979,0.009900,10000
0.7550,0.060607,0.010016,10000
0.7600,0.061238,0.010157,10000
0.7650,0.061893,0.010300,10000
0.7700,0.062544,0.010449,10000
0.7750,0.063216,0.010602,10000
0.7800,0.063872,0.010752,10000
0.7850,0.064574,0.010880,10000
0.7900,0.065264,0.011021,10000
0.7950,0.065957,0.011159,10000
0.8000,0.066638,0.011272,10000
0.8050,0.067345,0.011377,10000
0.8100,0.068039,0.011493,10000
0.8150,0.068776,0.011592,10000
0.8200,0.069483,0.011701,10000
0.8250,0.070245,0.011860,10000
0.8300,0.070982,0.011973,10000
0.8350,0.071732,0.012111,10000
0.8400,0.072502,0.012217,10000
0.8450,0.073279,0.012348,10000
0.8500,0.074065,0.012473,10000
0.8550,0.074819,0.012564,10000
0.8600,0.075610,0.012667,10000
0.8650,0.076417,0.012775,10000
0.8700,0.077211,0.012868,10000
0.8750,0.078005,0.012982,10000
0.8800,0.078812,0.013069,10000
0.8850,0.079623,0.013167,10000
0.8900,0.080438,0.013294,10000
0.8950,0.081266,0.013390,10000
0.9000,0.082110,0.013491,10000
0.9050,0.082996,0.013594,10000
0.9100,0.083876,0.013753,10000
0.9150,0.084748,0.013870,10000
0.9200,0.085644,0.013986,10000
0.9250,0.086589,0.014140,10000
0.9300,0.087475,0.014258,10000
0.9350,0.088439,0.014444,10000
0.9400,0.089442,0.014597,10000
0.9450,0.090418,0.014761,10000
0.9500,0.091413,0.014906,10000
0.9550,0.092469,0.015073,10000
0.9600,0.093496,0.015214,10000
0.9650,0.094566,0.015369,10000
0.9700,0.095616,0.015506,10000
0.9750,0.096811,0.015673,10000
0.9800,0.097973,0.015841,10000
0.9850,0.099174,0.015966,10000
0.9900,0.100363,0.016081,10000
0.9950,0.101600,0.016197,10000
1.0000,1.000000,0.000000,10000
