F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
4.2018,0.000003,0.000003,1.000000,10000
8.4035,0.000017,0.000017,1.000000,10000
12.6053,0.000035,0.000035,1.000000,10000
16.8070,0.000062,0.000062,1.000000,10000
21.0088,0.000095,0.000095,1.000000,10000
25.2105,0.000137,0.000137,1.000000,10000
29.4123,0.000186,0.000186,1.000000,10000
33.6140,0.000244,0.000244,1.000000,10000
37.8158,0.000311,0.000311,1.000000,10000
42.0175,0.000380,0.000380,1.000000,10000
46.2193,0.000463,0.000463,1.000000,10000
50.4211,0.000554,0.000554,1.000000,10000
54.6228,0.000650,0.000650,1.000000,10000
58.8246,0.000757,0.000757,1.000000,10000
63.0263,0.000873,0.000873,1.000000,10000
67.2281,0.000995,0.000995,1.000000,10000
71.4298,0.001127,0.001127,1.000000,10000
75.6316,0.001269,0.001269,1.000000,10000
79.8333,0.001427,0.001427,1.000000,10000
84.0351,0.001587,0.001587,1.000000,10000
88.2368,0.001757,0.001757,1.000000,10000
92.4386,0.001940,0.001940,1.000000,10000
96.6404,0.002130,0.002130,1.000000,10000
100.8421,0.002337,0.002337,1.000000,10000
105.0439,0.002558,0.002558,1.000000,10000
109.2456,0.002782,0.002782,1.000000,10000
113.4474,0.003011,0.003011,1.000000,10000
117.6491,0.003263,0.003263,1.000000,10000
121.8509,0.003525,0.003525,1.000000,10000
126.0526,0.003791,0.003791,1.000000,10000
130.2544,0.004070,0.004070,1.000000,10000
134.4561,0.004361,0.004361,1.000000,10000
138.6579,0.004661,0.004661,1.000000,10000
142.8596,0.004958,0.004958,1.000000,10000
147.0614,0.005272,0.005272,1.000000,10000
151.2632,0.005589,0.005589,1.000000,10000
155.4649,0.005900,0.005900,1.000000,10000
159.6667,0.006220,0.006220,1.000000,10000
163.8684,0.006546,0.006546,1.000000,10000
168.0702,0.006871,0.006871,1.000000,10000
172.2719,0.007209,0.007209,1.000000,10000
176.4737,0.007542,0.007542,1.000000,10000
180.6754,0.007887,0.007887,1.000000,10000
184.8772,0.008231,0.008231,1.000000,10000
189.0789,0.008590,0.008590,1.000000,10000
193.2807,0.008960,0.008960,1.000000,10000
197.4825,0.009336,0.009336,1.000000,10000
201.6842,0.009722,0.009722,1.000000,10000
205.8860,0.010115,0.010115,1.000000,10000
210.0877,0.010521,0.010521,1.000000,10000
214.2895,0.010937,0.010937,1.000000,10000
218.4912,0.011352,0.011352,1.000000,10000
222.6930,0.011775,0.011775,1.000000,10000
226.8947,0.012213,0.012213,1.000000,10000
231.0965,0.012660,0.012660,1.000000,10000
235.2982,0.013124,0.013124,1.000000,10000
239.5000,0.013584,0.013584,1.000000,10000
243.7018,0.014054,0.014054,1.000000,10000
247.9035,0.014526,0.014526,1.000000,10000
252.1053,0.015010,0.015010,1.000000,10000
256.3070,0.015507,0.015507,1.000000,10000
260.5088,0.015995,0.015995,1.000000,10000
264.7105,0.016477,0.016477,1.000000,10000
268.9123,0.016975,0.016975,1.000000,10000
273.1140,0.017453,0.017453,1.000000,10000
277.3158,0.017919,0.017919,1.000000,10000
281.5175,0.018392,0.018392,1.000000,10000
285.7193,0.018866,0.018866,1.000000,10000
289.9211,0.019326,0.019326,1.000000,10000
294.1228,0.019786,0.019786,1.000000,10000
298.3246,0.020239,0.020239,1.000000,10000
302.5263,0.020697,0.020697,1.000000,10000
306.7281,0.021137,0.021137,1.000000,10000
310.9298,0.021557,0.021557,1.000000,10000
315.1316,0.021970,0.021970,1.000000,10000
319.3333,0.022378,0.022378,1.000000,10000
323.5351,0.022768,0.022768,1.000000,10000
327.7368,0.023168,0.023168,1.000000,10000
331.9386,0.023557,0.023557,1.000000,10000
336.1404,0.023950,0.023950,1.000000,10000
340.3421,0.024327,0.024327,1.000000,10000
344.5439,0.024705,0.024705,1.000000,10000
348.7456,0.025080,0.025080,1.000000,10000
352.9474,0.025451,0.025451,1.000000,10000
357.1491,0.025816,0.025816,1.000000,10000
361.3509,0.026178,0.026178,1.000000,10000
365.5526,0.026526,0.026526,1.000000,10000
369.7544,0.026879,0.026879,1.000000,10000
373.9561,0.027233,0.027233,1.000000,10000
378.1579,0.027590,0.027590,1.000000,10000
382.3596,0.027947,0.027947,1.000000,10000
386.5614,0.028297,0.028297,1.000000,10000
390.7632,0.028659,0.028659,1.000000,10000
394.9649,0.029017,0.029017,1.000000,10000
399.1667,0.029371,0.029371,1.000000,10000
403.3684,0.029722,0.029722,1.000000,10000
407.5702,0.030079,0.030079,1.000000,10000
411.7719,0.030436,0.030436,1.000000,10000
415.9737,0.030804,0.030804,1.000000,10000
420.1754,0.031147,0.031147,1.000000,10000
424.3772,0.031506,0.031506,1.000000,10000
428.5789,0.031862,0.031862,1.000000,10000
432.7807,0.032224,0.032224,1.000000,10000
436.9825,0.032582,0.032582,1.000000,10000
441.1842,0.032950,0.032950,1.000000,10000
445.3860,0.033305,0.033305,1.000000,10000
449.5877,0.033666,0.033666,1.000000,10000
453.7895,0.034025,0.034025,1.000000,10000
457.9912,0.034407,0.034407,1.000000,10000
462.1930,0.034769,0.034769,1.000000,10000
466.3947,0.035126,0.035126,1.000000,10000
470.5965,0.035497,0.035497,1.000000,10000
474.7982,0.035854,0.035854,1.000000,10000
479.0000,0.036235,0.036235,1.000000,10000
483.2018,0.036610,0.036610,1.000000,10000
487.4035,0.036979,0.036979,1.000000,10000
491.6053,0.037346,0.037346,1.000000,10000
495.8070,0.037732,0.037732,1.000000,10000
500.0088,0.038100,0.038100,1.000000,10000
504.2105,0.038479,0.038479,1.000000,10000
508.4123,0.038858,0.038858,1.000000,10000
512.6140,0.039251,0.039251,1.000000,10000
516.8158,0.039640,0.039640,1.000000,10000
521.0175,0.040033,0.040033,1.000000,10000
525.2193,0.040425,0.040425,1.000000,10000
529.4211,0.040816,0.040816,1.000000,10000
533.6228,0.041206,0.041206,1.000000,10000
537.8246,0.041605,0.041605,1.000000,10000
542.0263,0.042015,0.042015,1.000000,10000
546.2281,0.042426,0.042426,1.000000,10000
550.4298,0.042829,0.042829,1.000000,10000
554.6316,0.043229,0.043229,1.000000,10000
558.8333,0.043629,0.043629,1.000000,10000
563.0351,0.044036,0.044036,1.000000,10000
567.2368,0.044452,0.044452,1.000000,10000
571.4386,0.044866,0.044866,1.000000,10000
575.6404,0.045279,0.045279,1.000000,10000
579.8421,0.045696,0.045696,1.000000,10000
584.0439,0.046204,0.046108,0.999900,9999
588.2456,0.046612,0.046516,0.999900,9999
592.4474,0.047042,0.046947,0.999900,9999
596.6491,0.047467,0.047372,0.999900,9999
600.8509,0.047882,0.047787,0.999900,9999
605.0526,0.048410,0.048220,0.999800,9998
609.2544,0.048838,0.048647,0.999800,9998
613.4561,0.049269,0.049079,0.999800,9998
617.6579,0.049686,0.049496,0.999800,9998
621.8596,0.050101,0.049911,0.999800,9998
626.0614,0.050796,0.050321,0.999500,9995
630.2632,0.051306,0.050736,0.999400,9994
634.4649,0.051828,0.051164,0.999300,9993
638.6667,0.052353,0.051594,0.999200,9992
642.8684,0.053059,0.052016,0.998900,9989
647.0702,0.053577,0.052440,0.998800,9988
651.2719,0.054197,0.052871,0.998600,9986
655.4737,0.054999,0.053294,0.998200,9982
659.6754,0.055710,0.053723,0.997900,9979
663.8772,0.056672,0.054118,0.997300,9973
668.0789,0.057555,0.054530,0.996800,9968
672.2807,0.058095,0.054976,0.996700,9967
676.4825,0.059529,0.055372,0.995600,9956
680.6842,0.060431,0.055804,0.995100,9951
684.8860,0.061694,0.056220,0.994200,9942
689.0877,0.062873,0.056647,0.993400,9934
693.2895,0.064065,0.057087,0.992600,9926
697.4912,0.065426,0.057509,0.991600,9916
701.6930,0.066698,0.057936,0.990700,9907
705.8947,0.067869,0.058359,0.989900,9899
710.0965,0.069062,0.058803,0.989100,9891
714.2982,0.070989,0.059229,0.987500,9875
718.5000,0.072635,0.059658,0.986200,9862
722.7018,0.074381,0.060094,0.984800,9848
726.9035,0.075679,0.060554,0.983900,9839
731.1053,0.077892,0.060990,0.982000,9820
735.3070,0.079808,0.061412,0.980400,9804
739.5088,0.081288,0.061868,0.979300,9793
743.7105,0.083205,0.062295,0.977700,9777
747.9123,0.085048,0.062741,0.976200,9762
752.1140,0.087529,0.063171,0.974000,9740
756.3158,0.089627,0.063595,0.972200,9722
760.5175,0.091717,0.064012,0.970400,9704
764.7193,0.093818,0.064441,0.968600,9686
768.9211,0.096284,0.064864,0.966400,9664
773.1228,0.098869,0.065314,0.964100,9641
777.3246,0.101723,0.065754,0.961500,9615
781.5263,0.103853,0.066221,0.959700,9597
785.7281,0.105606,0.066687,0.958300,9583
789.9298,0.107817,0.067145,0.956400,9564
794.1316,0.110494,0.067604,0.954000,9540
798.3333,0.112256,0.068083,0.952600,9526
