F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
1.8839,0.000593,0.000593,1.000000,10000
3.7679,0.001191,0.001191,1.000000,10000
5.6518,0.001800,0.001800,1.000000,10000
7.5358,0.002388,0.002388,1.000000,10000
9.4197,0.002994,0.002994,1.000000,10000
11.3037,0.003603,0.003603,1.000000,10000
13.1876,0.004223,0.004223,1.000000,10000
15.0715,0.004846,0.004846,1.000000,10000
16.9555,0.005458,0.005458,1.000000,10000
18.8394,0.006068,0.006068,1.000000,10000
20.7234,0.006683,0.006683,1.000000,10000
22.6073,0.007300,0.007300,1.000000,10000
24.4913,0.007929,0.007929,1.000000,10000
26.3752,0.008556,0.008556,1.000000,10000
28.2591,0.009183,0.009183,1.000000,10000
30.1431,0.009823,0.009823,1.000000,10000
32.0270,0.010462,0.010462,1.000000,10000
33.9110,0.011097,0.011097,1.000000,10000
35.7949,0.011734,0.011734,1.000000,10000
37.6788,0.012372,0.012372,1.000000,10000
39.5628,0.013019,0.013019,1.000000,10000
41.4467,0.013655,0.013655,1.000000,10000
43.3307,0.014307,0.014307,1.000000,10000
45.2146,0.014967,0.014967,1.000000,10000
47.0986,0.015613,0.015613,1.000000,10000
48.9825,0.016282,0.016282,1.000000,10000
50.8664,0.016939,0.016939,1.000000,10000
52.7504,0.017628,0.017628,1.000000,10000
54.6343,0.018304,0.018304,1.000000,10000
56.5183,0.018984,0.018984,1.000000,10000
58.4022,0.019657,0.019657,1.000000,10000
60.2862,0.020343,0.020343,1.000000,10000
62.1701,0.021032,0.021032,1.000000,10000
64.0540,0.021735,0.021735,1.000000,10000
65.9380,0.022440,0.022440,1.000000,10000
67.8219,0.023127,0.023127,1.000000,10000
69.7059,0.023837,0.023837,1.000000,10000
71.5898,0.024546,0.024546,1.000000,10000
73.4738,0.025241,0.025241,1.000000,10000
75.3577,0.025949,0.025949,1.000000,10000
77.2416,0.026676,0.026676,1.000000,10000
79.1256,0.027403,0.027403,1.000000,10000
81.0095,0.028135,0.028135,1.000000,10000
82.8935,0.028869,0.028869,1.000000,10000
84.7774,0.029595,0.029595,1.000000,10000
86.6613,0.030320,0.030320,1.000000,10000
88.5453,0.031033,0.031033,1.000000,10000
90.4292,0.031774,0.031774,1.000000,10000
92.3132,0.032514,0.032514,1.000000,10000
94.1971,0.033261,0.033261,1.000000,10000
96.0811,0.033994,0.033994,1.000000,10000
97.9650,0.034737,0.034737,1.000000,10000
99.8489,0.035483,0.035483,1.000000,10000
101.7329,0.036219,0.036219,1.000000,10000
103.6168,0.036962,0.036962,1.000000,10000
105.5008,0.037706,0.037706,1.000000,10000
107.3847,0.038446,0.038446,1.000000,10000
109.2687,0.039197,0.039197,1.000000,10000
111.1526,0.039945,0.039945,1.000000,10000
113.0365,0.040702,0.040702,1.000000,10000
114.9205,0.041453,0.041453,1.000000,10000
116.8044,0.042205,0.042205,1.000000,10000
118.6884,0.042959,0.042959,1.000000,10000
120.5723,0.043707,0.043707,1.000000,10000
122.4563,0.044473,0.044473,1.000000,10000
124.3402,0.045238,0.045238,1.000000,10000
126.2241,0.045992,0.045992,1.000000,10000
128.1081,0.046752,0.046752,1.000000,10000
129.9920,0.047518,0.047518,1.000000,10000
131.8760,0.048284,0.048284,1.000000,10000
133.7599,0.049063,0.049063,1.000000,10000
135.6438,0.049818,0.049818,1.000000,10000
137.5278,0.050590,0.050590,1.000000,10000
139.4117,0.051360,0.051360,1.000000,10000
141.2957,0.052128,0.052128,1.000000,10000
143.1796,0.052886,0.052886,1.000000,10000
145.0636,0.053649,0.053649,1.000000,10000
146.9475,0.054441,0.054441,1.000000,10000
148.8314,0.055236,0.055236,1.000000,10000
150.7154,0.055995,0.055995,1.000000,10000
152.5993,0.056780,0.056780,1.000000,10000
154.4833,0.057554,0.057554,1.000000,10000
156.3672,0.058337,0.058337,1.000000,10000
158.2512,0.059116,0.059116,1.000000,10000
160.1351,0.059906,0.059906,1.000000,10000
162.0190,0.060691,0.060691,1.000000,10000
163.9030,0.061474,0.061474,1.000000,10000
165.7869,0.062237,0.062237,1.000000,10000
167.6709,0.063034,0.063034,1.000000,10000
169.5548,0.063817,0.063817,1.000000,10000
171.4388,0.064592,0.064592,1.000000,10000
173.3227,0.065379,0.065379,1.000000,10000
175.2066,0.066165,0.066165,1.000000,10000
177.0906,0.066975,0.066975,1.000000,10000
178.9745,0.067779,0.067779,1.000000,10000
180.8585,0.068582,0.068582,1.000000,10000
182.7424,0.069371,0.069371,1.000000,10000
184.6264,0.070147,0.070147,1.000000,10000
186.5103,0.070926,0.070926,1.000000,10000
188.3942,0.071718,0.071718,1.000000,10000
190.2782,0.072502,0.072502,1.000000,10000
192.1621,0.073303,0.073303,1.000000,10000
194.0461,0.074105,0.074105,1.000000,10000
195.9300,0.074894,0.074894,1.000000,10000
197.8139,0.075689,0.075689,1.000000,10000
199.6979,0.076582,0.076490,0.999900,9999
201.5818,0.077369,0.077277,0.999900,9999
203.4658,0.078161,0.078069,0.999900,9999
205.3497,0.078969,0.078877,0.999900,9999
207.2337,0.079931,0.079655,0.999700,9997
209.1176,0.080721,0.080446,0.999700,9997
