u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000000,10000
0.0100,0.000000,0.000006,10000
0.0150,0.000000,0.000012,10000
0.0200,0.000001,0.000021,10000
0.0250,0.000002,0.000033,10000
0.0300,0.000004,0.000044,10000
0.0350,0.000008,0.000064,10000
0.0400,0.000016,0.000091,10000
0.0450,0.000030,0.000124,10000
0.0500,0.000049,0.000159,10000
0.0550,0.000082,0.000210,10000
0.0600,0.000125,0.000268,10000
0.0650,0.000188,0.000338,10000
0.0700,0.000278,0.000430,10000
0.0750,0.000398,0.000540,10000
0.0800,0.000552,0.000669,10000
0.0850,0.000746,0.000789,10000
0.0900,0.000971,0.000902,10000
0.0950,0.001209,0.001002,10000
0.1000,0.001446,0.001080,10000
0.1050,0.001669,0.001147,10000
0.1100,0.001866,0.001198,10000
0.1150,0.002048,0.001262,10000
0.1200,0.002234,0.001343,10000
0.1250,0.002437,0.001439,10000
0.1300,0.002664,0.001564,10000
0.1350,0.002924,0.001727,10000
0.1400,0.003231,0.001922,10000
0.1450,0.003597,0.002152,10000
0.1500,0.004034,0.002428,10000
0.1550,0.004542,0.002711,10000
0.1600,0.005102,0.002985,10000
0.1650,0.005743,0.003261,10000
0.1700,0.006425,0.003502,10000
0.1750,0.007138,0.003702,10000
0.1800,0.007869,0.003859,10000
0.1850,0.008604,0.003956,10000
0.1900,0.009321,0.004034,10000
0.1950,0.010020,0.004087,10000
0.2000,0.010666,0.004123,10000
0.2050,0.011297,0.004144,10000
0.2100,0.011887,0.004161,10000
0.2150,0.012476,0.004183,10000
0.2200,0.013045,0.004231,10000
0.2250,0.013602,0.004252,10000
0.2300,0.014157,0.004261,10000
0.2350,0.014698,0.004264,10000
0.2400,0.015237,0.004243,10000
0.2450,0.015747,0.004225,10000
0.2500,0.016235,0.004209,10000
0.2550,0.016698,0.004201,10000
0.2600,0.017138,0.004177,10000
0.2650,0.017560,0.004150,10000
0.2700,0.017959,0.004122,10000
0.2750,0.018330,0.004104,10000
0.2800,0.018687,0.004103,10000
0.2850,0.019023,0.004135,10000
0.2900,0.019366,0.004179,10000
0.2950,0.019699,0.004222,10000
0.3000,0.020063,0.004292,10000
0.3050,0.020425,0.004413,10000
0.3100,0.020792,0.004505,10000
0.3150,0.021164,0.004602,10000
0.3200,0.021555,0.004717,10000
0.3250,0.021929,0.004815,10000
0.3300,0.022324,0.004931,10000
0.3350,0.022695,0.005015,10000
0.3400,0.023073,0.005101,10000
0.3450,0.023443,0.005183,10000
0.3500,0.023828,0.005245,10000
0.3550,0.024224,0.005313,10000
0.3600,0.024608,0.005360,10000
0.3650,0.024998,0.005423,10000
0.3700,0.025393,0.005478,10000
0.3750,0.025793,0.005527,10000
0.3800,0.026184,0.005588,10000
0.3850,0.026584,0.005639,10000
0.3900,0.026972,0.005698,10000
0.3950,0.027351,0.005754,10000
0.4000,0.027723,0.005811,10000
0.4050,0.028099,0.005862,10000
0.4100,0.028472,0.005914,10000
0.4150,0.028834,0.005951,10000
0.4200,0.029198,0.005989,10000
0.4250,0.029588,0.006050,10000
0.4300,0.029959,0.006099,10000
0.4350,0.030322,0.006145,10000
0.4400,0.030699,0.006190,10000
0.4450,0.031081,0.006234,10000
0.4500,0.031453,0.006281,10000
0.4550,0.031827,0.006325,10000
0.4600,0.032199,0.006364,10000
0.4650,0.032568,0.006404,10000
0.4700,0.032937,0.006437,10000
0.4750,0.033293,0.006469,10000
0.4800,0.033645,0.006501,10000
0.4850,0.033998,0.006517,10000
0.4900,0.034364,0.006536,10000
0.4950,0.034714,0.006554,10000
0.5000,0.035059,0.006573,10000
0.5050,0.035393,0.006585,10000
0.5100,0.035715,0.006600,10000
0.5150,0.036047,0.006618,10000
0.5200,0.036371,0.006635,10000
0.5250,0.036695,0.006652,10000
0.5300,0.037005,0.006665,10000
0.5350,0.037316,0.006684,10000
0.5400,0.037629,0.006704,10000
0.5450,0.037932,0.006725,10000
0.5500,0.038222,0.006736,10000
0.5550,0.038512,0.006748,10000
0.5600,0.038811,0.006754,10000
0.5650,0.039104,0.006764,10000
0.5700,0.039417,0.006785,10000
0.5750,0.039717,0.006809,10000
0.5800,0.040026,0.006818,10000
0.5850,0.040335,0.006839,10000
0.5900,0.040626,0.006855,10000
0.5950,0.040936,0.006876,10000
0.6000,0.041259,0.006918,10000
0.6050,0.041565,0.006969,10000
0.6100,0.041879,0.007018,10000
0.6150,0.042216,0.007082,10000
0.6200,0.042550,0.007137,10000
0.6250,0.042894,0.007201,10000
0.6300,0.043230,0.007278,10000
0.6350,0.043568,0.007352,10000
0.6400,0.043920,0.007440,10000
0.6450,0.044288,0.007544,10000
0.6500,0.044667,0.007647,10000
0.6550,0.045037,0.007742,10000
0.6600,0.045451,0.007863,10000
0.6650,0.045847,0.007970,10000
0.6700,0.046248,0.008079,10000
0.6750,0.046654,0.008186,10000
0.6800,0.047071,0.008305,10000
0.6850,0.047492,0.008410,10000
0.6900,0.047921,0.008523,10000
0.6950,0.048368,0.008646,10000
0.7000,0.048798,0.008761,10000
0.7050,0.049236,0.008876,10000
0.7100,0.049715,0.008999,10000
0.7150,0.050177,0.009136,10000
0.7200,0.050676,0.009234,10000
0.7250,0.051149,0.009341,10000
0.7300,0.051639,0.009450,10000
0.7350,0.052129,0.009552,10000
0.7400,0.052630,0.009663,10000
0.7450,0.053148,0.009797,10000
0.7500,0.053667,0.009911,10000
0.7550,0.054204,0.010011,10000
0.7600,0.054747,0.010144,10000
0.7650,0.055286,0.010234,10000
0.7700,0.055839,0.010358,10000
0.7750,0.056407,0.010468,10000
0.7800,0.056950,0.010566,10000
0.7850,0.057507,0.010663,10000
0.7900,0.058059,0.010773,10000
0.7950,0.058635,0.010889,10000
0.8000,0.059230,0.011003,10000
0.8050,0.059836,0.011138,10000
0.8100,0.060416,0.011255,10000
0.8150,0.061009,0.011359,10000
0.8200,0.061611,0.011494,10000
0.8250,0.062219,0.011599,10000
0.8300,0.062841,0.011728,10000
0.8350,0.063475,0.011843,10000
0.8400,0.064111,0.011958,10000
0.8450,0.064765,0.012075,10000
0.8500,0.065424,0.012199,10000
0.8550,0.066091,0.012327,10000
0.8600,0.066791,0.012498,10000
0.8650,0.067434,0.012625,10000
0.8700,0.068113,0.012754,10000
