F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
3.2264,0.000005,0.000005,1.000000,10000
6.4528,0.000015,0.000015,1.000000,10000
9.6792,0.000035,0.000035,1.000000,10000
12.9057,0.000065,0.000065,1.000000,10000
16.1321,0.000102,0.000102,1.000000,10000
19.3585,0.000146,0.000146,1.000000,10000
22.5849,0.000201,0.000201,1.000000,10000
25.8113,0.000263,0.000263,1.000000,10000
29.0377,0.000336,0.000336,1.000000,10000
32.2642,0.000412,0.000412,1.000000,10000
35.4906,0.000495,0.000495,1.000000,10000
38.7170,0.000588,0.000588,1.000000,10000
41.9434,0.000694,0.000694,1.000000,10000
45.1698,0.000804,0.000804,1.000000,10000
48.3962,0.000927,0.000927,1.000000,10000
51.6227,0.001062,0.001062,1.000000,10000
54.8491,0.001207,0.001207,1.000000,10000
58.0755,0.001364,0.001364,1.000000,10000
61.3019,0.001530,0.001530,1.000000,10000
64.5283,0.001711,0.001711,1.000000,10000
67.7547,0.001895,0.001895,1.000000,10000
70.9812,0.002096,0.002096,1.000000,10000
74.2076,0.002302,0.002302,1.000000,10000
77.4340,0.002516,0.002516,1.000000,10000
80.6604,0.002743,0.002743,1.000000,10000
83.8868,0.002992,0.002992,1.000000,10000
87.1132,0.003247,0.003247,1.000000,10000
90.3396,0.003514,0.003514,1.000000,10000
93.5661,0.003792,0.003792,1.000000,10000
96.7925,0.004082,0.004082,1.000000,10000
100.0189,0.004376,0.004376,1.000000,10000
103.2453,0.004682,0.004682,1.000000,10000
106.4717,0.005005,0.005005,1.000000,10000
109.6981,0.005339,0.005339,1.000000,10000
112.9246,0.005685,0.005685,1.000000,10000
116.1510,0.006002,0.006002,1.000000,10000
119.3774,0.006338,0.006338,1.000000,10000
122.6038,0.006660,0.006660,1.000000,10000
125.8302,0.006989,0.006989,1.000000,10000
129.0566,0.007322,0.007322,1.000000,10000
132.2831,0.007675,0.007675,1.000000,10000
135.5095,0.008025,0.008025,1.000000,10000
138.7359,0.008377,0.008377,1.000000,10000
141.9623,0.008740,0.008740,1.000000,10000
145.1887,0.009098,0.009098,1.000000,10000
148.4151,0.009459,0.009459,1.000000,10000
151.6416,0.009827,0.009827,1.000000,10000
154.8680,0.010218,0.010218,1.000000,10000
158.0944,0.010594,0.010594,1.000000,10000
161.3208,0.010998,0.010998,1.000000,10000
164.5472,0.011400,0.011400,1.000000,10000
167.7736,0.011807,0.011807,1.000000,10000
171.0001,0.012220,0.012220,1.000000,10000
174.2265,0.012653,0.012653,1.000000,10000
177.4529,0.013087,0.013087,1.000000,10000
180.6793,0.013552,0.013552,1.000000,10000
183.9057,0.014016,0.014016,1.000000,10000
187.1321,0.014463,0.014463,1.000000,10000
190.3585,0.014930,0.014930,1.000000,10000
193.5850,0.015399,0.015399,1.000000,10000
196.8114,0.015869,0.015869,1.000000,10000
200.0378,0.016339,0.016339,1.000000,10000
203.2642,0.016815,0.016815,1.000000,10000
206.4906,0.017296,0.017296,1.000000,10000
209.7170,0.017779,0.017779,1.000000,10000
212.9435,0.018249,0.018249,1.000000,10000
216.1699,0.018722,0.018722,1.000000,10000
219.3963,0.019194,0.019194,1.000000,10000
222.6227,0.019662,0.019662,1.000000,10000
225.8491,0.020144,0.020144,1.000000,10000
229.0755,0.020601,0.020601,1.000000,10000
232.3020,0.021075,0.021075,1.000000,10000
235.5284,0.021534,0.021534,1.000000,10000
238.7548,0.022000,0.022000,1.000000,10000
241.9812,0.022453,0.022453,1.000000,10000
245.2076,0.022912,0.022912,1.000000,10000
248.4340,0.023367,0.023367,1.000000,10000
251.6605,0.023820,0.023820,1.000000,10000
254.8869,0.024271,0.024271,1.000000,10000
258.1133,0.024719,0.024719,1.000000,10000
261.3397,0.025167,0.025167,1.000000,10000
264.5661,0.025603,0.025603,1.000000,10000
267.7925,0.026035,0.026035,1.000000,10000
271.0189,0.026453,0.026453,1.000000,10000
274.2454,0.026853,0.026853,1.000000,10000
277.4718,0.027249,0.027249,1.000000,10000
280.6982,0.027657,0.027657,1.000000,10000
283.9246,0.028061,0.028061,1.000000,10000
287.1510,0.028445,0.028445,1.000000,10000
290.3774,0.028837,0.028837,1.000000,10000
293.6039,0.029223,0.029223,1.000000,10000
296.8303,0.029610,0.029610,1.000000,10000
300.0567,0.029998,0.029998,1.000000,10000
303.2831,0.030388,0.030388,1.000000,10000
306.5095,0.030782,0.030782,1.000000,10000
309.7359,0.031171,0.031171,1.000000,10000
312.9624,0.031566,0.031566,1.000000,10000
316.1888,0.031967,0.031967,1.000000,10000
319.4152,0.032357,0.032357,1.000000,10000
322.6416,0.032763,0.032763,1.000000,10000
325.8680,0.033168,0.033168,1.000000,10000
329.0944,0.033570,0.033570,1.000000,10000
332.3209,0.033983,0.033983,1.000000,10000
335.5473,0.034403,0.034403,1.000000,10000
338.7737,0.034820,0.034820,1.000000,10000
342.0001,0.035250,0.035250,1.000000,10000
345.2265,0.035671,0.035671,1.000000,10000
348.4529,0.036090,0.036090,1.000000,10000
351.6793,0.036508,0.036508,1.000000,10000
354.9058,0.036943,0.036943,1.000000,10000
358.1322,0.037464,0.037367,0.999900,9999
361.3586,0.037895,0.037799,0.999900,9999
364.5850,0.038321,0.038225,0.999900,9999
367.8114,0.038766,0.038669,0.999900,9999
371.0378,0.039192,0.039096,0.999900,9999
374.2643,0.039613,0.039517,0.999900,9999
377.4907,0.040054,0.039958,0.999900,9999
380.7171,0.040586,0.040394,0.999800,9998
383.9435,0.041001,0.040810,0.999800,9998
387.1699,0.041450,0.041258,0.999800,9998
390.3963,0.041899,0.041708,0.999800,9998
393.6228,0.042429,0.042141,0.999700,9997
396.8492,0.043041,0.042562,0.999500,9995
400.0756,0.043584,0.043010,0.999400,9994
403.3020,0.044330,0.043469,0.999100,9991
406.5284,0.044976,0.043924,0.998900,9989
409.7548,0.045643,0.044400,0.998700,9987
412.9813,0.046192,0.044855,0.998600,9986
