u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000922,0.002260,10000
0.0100,0.001844,0.003280,10000
0.0150,0.002752,0.003874,10000
0.0200,0.003686,0.004550,10000
0.0250,0.004645,0.005256,10000
0.0300,0.005567,0.005748,10000
0.0350,0.006519,0.006218,10000
0.0400,0.007488,0.006835,10000
0.0450,0.008416,0.007222,10000
0.0500,0.009378,0.007805,10000
0.0550,0.010337,0.008225,10000
0.0600,0.011286,0.008662,10000
0.0650,0.012254,0.009057,10000
0.0700,0.013235,0.009435,10000
0.0750,0.014168,0.009751,10000
0.0800,0.015150,0.010102,10000
0.0850,0.016104,0.010363,10000
0.0900,0.017100,0.010731,10000
0.0950,0.018075,0.011029,10000
0.1000,0.019051,0.011311,10000
0.1050,0.020074,0.011684,10000
0.1100,0.021066,0.012014,10000
0.1150,0.022046,0.012308,10000
0.1200,0.023033,0.012621,10000
0.1250,0.024066,0.012955,10000
0.1300,0.025089,0.013270,10000
0.1350,0.026126,0.013694,10000
0.1400,0.027157,0.013985,10000
0.1450,0.028181,0.014368,10000
0.1500,0.029176,0.014609,10000
0.1550,0.030231,0.014951,10000
0.1600,0.031287,0.015211,10000
0.1650,0.032348,0.015555,10000
0.1700,0.033363,0.015808,10000
0.1750,0.034451,0.016055,10000
0.1800,0.035560,0.016385,10000
0.1850,0.036623,0.016634,10000
0.1900,0.037729,0.016898,10000
0.1950,0.038859,0.017217,10000
0.2000,0.039915,0.017485,10000
0.2050,0.040995,0.017763,10000
0.2100,0.042140,0.018128,10000
0.2150,0.043234,0.018413,10000
0.2200,0.044336,0.018674,10000
0.2250,0.045474,0.018939,10000
0.2300,0.046595,0.019260,10000
0.2350,0.047730,0.019497,10000
0.2400,0.048803,0.019711,10000
0.2450,0.049970,0.020067,10000
0.2500,0.051059,0.020308,10000
0.2550,0.052183,0.020537,10000
0.2600,0.053286,0.020824,10000
0.2650,0.054453,0.021197,10000
0.2700,0.055610,0.021469,10000
0.2750,0.056735,0.021691,10000
0.2800,0.057916,0.021936,10000
0.2850,0.059053,0.022200,10000
0.2900,0.060180,0.022466,10000
0.2950,0.061351,0.022745,10000
0.3000,0.062478,0.022951,10000
0.3050,0.063646,0.023204,10000
0.3100,0.064818,0.023456,10000
0.3150,0.065945,0.023732,10000
0.3200,0.067101,0.023963,10000
0.3250,0.068220,0.024183,10000
0.3300,0.069415,0.024469,10000
0.3350,0.070629,0.024800,10000
0.3400,0.071794,0.025027,10000
0.3450,0.072887,0.025295,10000
0.3500,0.074074,0.025575,10000
0.3550,0.075229,0.025817,10000
0.3600,0.076411,0.026084,10000
0.3650,0.077602,0.026445,10000
0.3700,0.078804,0.026680,10000
0.3750,0.079968,0.026922,10000
0.3800,0.081155,0.027221,10000
0.3850,0.082329,0.027470,10000
0.3900,0.083482,0.027670,10000
0.3950,0.084701,0.027972,10000
0.4000,0.085900,0.028209,10000
0.4050,0.087140,0.028483,10000
0.4100,0.088363,0.028752,10000
0.4150,0.089667,0.029067,10000
0.4200,0.090883,0.029370,10000
0.4250,0.092068,0.029577,10000
0.4300,0.093329,0.029914,10000
0.4350,0.094520,0.030149,10000
0.4400,0.095760,0.030463,10000
0.4450,0.097008,0.030775,10000
0.4500,0.098207,0.030967,10000
0.4550,0.099469,0.031259,10000
0.4600,0.100737,0.031478,10000
0.4650,0.102039,0.031779,10000
0.4700,0.103343,0.032031,10000
0.4750,0.104595,0.032291,10000
0.4800,0.105958,0.032622,10000
0.4850,0.107220,0.032914,10000
0.4900,0.108498,0.033213,10000
0.4950,0.109768,0.033484,10000
0.5000,0.111110,0.033793,10000
0.5050,0.112364,0.034067,10000
0.5100,0.113674,0.034380,10000
0.5150,0.114990,0.034637,10000
0.5200,0.116299,0.034975,10000
0.5250,0.117628,0.035238,10000
0.5300,0.118971,0.035494,10000
0.5350,0.120279,0.035779,10000
0.5400,0.121651,0.036116,10000
0.5450,0.123003,0.036356,10000
0.5500,0.124278,0.036630,10000
0.5550,0.125584,0.036845,10000
0.5600,0.126962,0.037122,10000
0.5650,0.128255,0.037349,10000
0.5700,0.129596,0.037647,10000
0.5750,0.130852,0.037898,10000
0.5800,0.132269,0.038202,10000
0.5850,0.133676,0.038525,10000
0.5900,0.135025,0.038817,10000
0.5950,0.136351,0.039064,10000
0.6000,0.137779,0.039348,10000
0.6050,0.139104,0.039654,10000
0.6100,0.140539,0.039985,10000
0.6150,0.141947,0.040325,10000
0.6200,0.143372,0.040583,10000
0.6250,0.144762,0.040803,10000
0.6300,0.146128,0.041056,10000
0.6350,0.147474,0.041307,10000
0.6400,0.148876,0.041633,10000
0.6450,0.150308,0.041879,10000
0.6500,0.151741,0.042131,10000
0.6550,0.153175,0.042392,10000
0.6600,0.154589,0.042748,10000
0.6650,0.156021,0.043139,10000
0.6700,0.157475,0.043514,10000
0.6750,0.158901,0.043793,10000
0.6800,0.160342,0.044159,10000
0.6850,0.161884,0.044523,10000
0.6900,0.163418,0.044903,10000
0.6950,0.164936,0.045211,10000
0.7000,0.166387,0.045533,10000
0.7050,0.167888,0.045930,10000
0.7100,0.169411,0.046384,10000
0.7150,0.170916,0.046732,10000
0.7200,0.172486,0.047130,10000
0.7250,0.173964,0.047379,10000
0.7300,0.175513,0.047829,10000
0.7350,0.177136,0.048235,10000
0.7400,0.178745,0.048595,10000
0.7450,0.180267,0.048856,10000
0.7500,0.181854,0.049176,10000
0.7550,0.183513,0.049638,10000
0.7600,0.185146,0.049953,10000
0.7650,0.186685,0.050231,10000
0.7700,0.188344,0.050576,10000
0.7750,0.189877,0.050795,10000
0.7800,0.191561,0.051204,10000
0.7850,0.193250,0.051665,10000
0.7900,0.194956,0.052042,10000
0.7950,0.196635,0.052414,10000
0.8000,0.198322,0.052772,10000
0.8050,0.199955,0.053191,10000
0.8100,0.201685,0.053548,10000
0.8150,0.203418,0.053955,10000
0.8200,0.205191,0.054315,10000
0.8250,0.207104,0.054906,10000
0.8300,0.208836,0.055350,10000
0.8350,0.210631,0.055758,10000
0.8400,0.212525,0.056228,10000
0.8450,0.214339,0.056712,10000
0.8500,0.216139,0.057185,10000
0.8550,0.218027,0.057623,10000
0.8600,0.220064,0.058130,10000
0.8650,0.221984,0.058513,10000
0.8700,0.224036,0.059062,10000
0.8750,0.226042,0.059412,10000
0.8800,0.228070,0.060008,10000
0.8850,0.230150,0.060484,10000
0.8900,0.232141,0.061056,10000
0.8950,0.234314,0.061662,10000
0.9000,0.236478,0.062154,10000
0.9050,0.238499,0.062670,10000
0.9100,0.240684,0.063172,10000
0.9150,0.243003,0.063780,10000
0.9200,0.245275,0.064445,10000
0.9250,0.247491,0.065148,10000
0.9300,0.249591,0.065563,10000
0.9350,0.251947,0.066272,10000
0.9400,0.254385,0.067059,10000
0.9450,0.256842,0.067675,10000
0.9500,0.259123,0.068323,10000
0.9550,0.261737,0.068849,10000
0.9600,0.264036,0.069410,10000
0.9650,0.266592,0.070016,10000
0.9700,0.269227,0.070741,10000
0.9750,0.271729,0.071323,10000
0.9800,0.274360,0.071871,10000
0.9850,0.276953,0.072465,10000
0.9900,0.279661,0.073037,10000
0.9950,0.282519,0.073750,10000
1.0000,1.000000,0.000000,10000
