u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000000,10000
0.0100,0.000000,0.000000,10000
0.0150,0.000000,0.000000,10000
0.0200,0.000000,0.000000,10000
0.0250,0.000000,0.000000,10000
0.0300,0.000000,0.000000,10000
0.0350,0.000000,0.000000,10000
0.0400,0.000000,0.000000,10000
0.0450,0.000000,0.000000,10000
0.0500,0.000000,0.000019,10000
0.0550,0.000001,0.000034,10000
0.0600,0.000001,0.000034,10000
0.0650,0.000002,0.000055,10000
0.0700,0.000003,0.000068,10000
0.0750,0.000006,0.000109,10000
0.0800,0.000013,0.000156,10000
0.0850,0.000023,0.000217,10000
0.0900,0.000040,0.000297,10000
0.0950,0.000077,0.000454,10000
0.1000,0.000143,0.000765,10000
0.1050,0.000239,0.001110,10000
0.1100,0.000342,0.001350,10000
0.1150,0.000484,0.001676,10000
0.1200,0.000664,0.002052,10000
0.1250,0.000908,0.002424,10000
0.1300,0.001201,0.002822,10000
0.1350,0.001519,0.003087,10000
0.1400,0.001897,0.003383,10000
0.1450,0.002299,0.003650,10000
0.1500,0.002724,0.003888,10000
0.1550,0.003217,0.004127,10000
0.1600,0.003724,0.004367,10000
0.1650,0.004269,0.004596,10000
0.1700,0.004778,0.004839,10000
0.1750,0.005236,0.004949,10000
0.1800,0.005651,0.005037,10000
0.1850,0.006015,0.005170,10000
0.1900,0.006379,0.005199,10000
0.1950,0.006760,0.005346,10000
0.2000,0.007164,0.005535,10000
0.2050,0.007551,0.005784,10000
0.2100,0.007986,0.006075,10000
0.2150,0.008426,0.006366,10000
0.2200,0.008873,0.006636,10000
0.2250,0.009397,0.007099,10000
0.2300,0.009973,0.007618,10000
0.2350,0.010527,0.008058,10000
0.2400,0.011190,0.008672,10000
0.2450,0.011888,0.009254,10000
0.2500,0.012570,0.009665,10000
0.2550,0.013312,0.010126,10000
0.2600,0.014027,0.010503,10000
0.2650,0.014834,0.010962,10000
0.2700,0.015745,0.011544,10000
0.2750,0.016665,0.012020,10000
0.2800,0.017674,0.012642,10000
0.2850,0.018661,0.013179,10000
0.2900,0.019732,0.013692,10000
0.2950,0.020849,0.014265,10000
0.3000,0.021902,0.014740,10000
0.3050,0.022945,0.015154,10000
0.3100,0.024001,0.015629,10000
0.3150,0.025055,0.015989,10000
0.3200,0.026040,0.016267,10000
0.3250,0.027075,0.016522,10000
0.3300,0.028097,0.016787,10000
0.3350,0.029148,0.017079,10000
0.3400,0.030181,0.017352,10000
0.3450,0.031200,0.017580,10000
0.3500,0.032203,0.017815,10000
0.3550,0.033222,0.018025,10000
0.3600,0.034164,0.018246,10000
0.3650,0.035029,0.018400,10000
0.3700,0.035866,0.018626,10000
0.3750,0.036640,0.018812,10000
0.3800,0.037394,0.018982,10000
0.3850,0.038119,0.019103,10000
0.3900,0.038792,0.019173,10000
0.3950,0.039526,0.019445,10000
0.4000,0.040172,0.019584,10000
0.4050,0.040844,0.019743,10000
0.4100,0.041475,0.019906,10000
0.4150,0.042032,0.020042,10000
0.4200,0.042662,0.020149,10000
0.4250,0.043241,0.020247,10000
0.4300,0.043821,0.020315,10000
0.4350,0.044360,0.020424,10000
0.4400,0.044876,0.020525,10000
0.4450,0.045389,0.020575,10000
0.4500,0.045909,0.020675,10000
0.4550,0.046437,0.020791,10000
0.4600,0.046963,0.020919,10000
0.4650,0.047488,0.021023,10000
0.4700,0.047996,0.021169,10000
0.4750,0.048511,0.021290,10000
0.4800,0.049012,0.021464,10000
0.4850,0.049476,0.021524,10000
0.4900,0.050024,0.021783,10000
0.4950,0.050512,0.021836,10000
0.5000,0.051008,0.021976,10000
0.5050,0.051583,0.022245,10000
0.5100,0.052093,0.022467,10000
0.5150,0.052646,0.022743,10000
0.5200,0.053221,0.022996,10000
0.5250,0.053751,0.023147,10000
0.5300,0.054335,0.023398,10000
0.5350,0.054945,0.023616,10000
0.5400,0.055600,0.024015,10000
0.5450,0.056277,0.024320,10000
0.5500,0.056950,0.024661,10000
0.5550,0.057664,0.025088,10000
0.5600,0.058427,0.025471,10000
0.5650,0.059174,0.025865,10000
0.5700,0.059950,0.026276,10000
0.5750,0.060713,0.026667,10000
0.5800,0.061482,0.027054,10000
0.5850,0.062228,0.027416,10000
0.5900,0.062960,0.027806,10000
0.5950,0.063837,0.028285,10000
0.6000,0.064713,0.028817,10000
0.6050,0.065605,0.029379,10000
0.6100,0.066388,0.029748,10000
0.6150,0.067236,0.030154,10000
0.6200,0.068241,0.030832,10000
0.6250,0.069142,0.031342,10000
0.6300,0.070110,0.032005,10000
0.6350,0.071044,0.032562,10000
0.6400,0.072067,0.033222,10000
0.6450,0.073033,0.033704,10000
0.6500,0.074131,0.034462,10000
0.6550,0.074970,0.034841,10000
0.6600,0.075918,0.035358,10000
0.6650,0.076948,0.035881,10000
0.6700,0.077911,0.036221,10000
0.6750,0.078866,0.036621,10000
0.6800,0.079848,0.037137,10000
0.6850,0.080933,0.037705,10000
0.6900,0.082054,0.038367,10000
0.6950,0.083173,0.038862,10000
0.7000,0.084307,0.039315,10000
0.7050,0.085456,0.039733,10000
0.7100,0.086649,0.040336,10000
0.7150,0.087771,0.040820,10000
0.7200,0.089016,0.041266,10000
0.7250,0.090203,0.041692,10000
0.7300,0.091500,0.042217,10000
0.7350,0.092697,0.042664,10000
0.7400,0.093830,0.043210,10000
0.7450,0.095077,0.043690,10000
0.7500,0.096281,0.044107,10000
0.7550,0.097446,0.044553,10000
0.7600,0.098821,0.045012,10000
0.7650,0.100232,0.045515,10000
0.7700,0.101580,0.045954,10000
0.7750,0.102810,0.046290,10000
0.7800,0.104179,0.046680,10000
0.7850,0.105467,0.047176,10000
0.7900,0.106836,0.047624,10000
0.7950,0.108268,0.048233,10000
0.8000,0.109586,0.048653,10000
0.8050,0.111025,0.049073,10000
0.8100,0.112361,0.049497,10000
0.8150,0.113734,0.049932,10000
0.8200,0.115138,0.050366,10000
0.8250,0.116599,0.050745,10000
0.8300,0.117979,0.051189,10000
0.8350,0.119494,0.051689,10000
0.8400,0.120824,0.052091,10000
0.8450,0.122281,0.052556,10000
0.8500,0.123728,0.052999,10000
0.8550,0.125043,0.053348,10000
0.8600,0.126532,0.053871,10000
0.8650,0.128050,0.054453,10000
0.8700,0.129432,0.054894,10000
