F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
4.5578,0.000003,0.000003,1.000000,10000
9.1157,0.000012,0.000012,1.000000,10000
13.6735,0.000028,0.000028,1.000000,10000
18.2314,0.000048,0.000048,1.000000,10000
22.7892,0.000077,0.000077,1.000000,10000
27.3471,0.000113,0.000113,1.000000,10000
31.9049,0.000155,0.000155,1.000000,10000
36.4628,0.000201,0.000201,1.000000,10000
41.0206,0.000255,0.000255,1.000000,10000
45.5784,0.000316,0.000316,1.000000,10000
50.1363,0.000386,0.000386,1.000000,10000
54.6941,0.000460,0.000460,1.000000,10000
59.2520,0.000545,0.000545,1.000000,10000
63.8098,0.000638,0.000638,1.000000,10000
68.3677,0.000734,0.000734,1.000000,10000
72.9255,0.000838,0.000838,1.000000,10000
77.4834,0.000951,0.000951,1.000000,10000
82.0412,0.001070,0.001070,1.000000,10000
86.5990,0.001199,0.001199,1.000000,10000
91.1569,0.001331,0.001331,1.000000,10000
95.7147,0.001477,0.001477,1.000000,10000
100.2726,0.001635,0.001635,1.000000,10000
104.8304,0.001797,0.001797,1.000000,10000
109.3883,0.001966,0.001966,1.000000,10000
113.9461,0.002145,0.002145,1.000000,10000
118.5040,0.002333,0.002333,1.000000,10000
123.0618,0.002534,0.002534,1.000000,10000
127.6196,0.002741,0.002741,1.000000,10000
132.1775,0.002969,0.002969,1.000000,10000
136.7353,0.003201,0.003201,1.000000,10000
141.2932,0.003441,0.003441,1.000000,10000
145.8510,0.003690,0.003690,1.000000,10000
150.4089,0.003941,0.003941,1.000000,10000
154.9667,0.004197,0.004197,1.000000,10000
159.5246,0.004468,0.004468,1.000000,10000
164.0824,0.004740,0.004740,1.000000,10000
168.6403,0.005023,0.005023,1.000000,10000
173.1981,0.005312,0.005312,1.000000,10000
177.7559,0.005594,0.005594,1.000000,10000
182.3138,0.005886,0.005886,1.000000,10000
186.8716,0.006177,0.006177,1.000000,10000
191.4295,0.006465,0.006465,1.000000,10000
195.9873,0.006757,0.006757,1.000000,10000
200.5452,0.007046,0.007046,1.000000,10000
205.1030,0.007356,0.007356,1.000000,10000
209.6609,0.007669,0.007669,1.000000,10000
214.2187,0.007985,0.007985,1.000000,10000
218.7765,0.008316,0.008316,1.000000,10000
