F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
2.2330,0.000000,0.000000,1.000000,10000
4.4661,0.000000,0.000000,1.000000,10000
6.6991,0.000000,0.000000,1.000000,10000
8.9321,0.000000,0.000000,1.000000,10000
11.1652,0.000000,0.000000,1.000000,10000
13.3982,0.000000,0.000000,1.000000,10000
15.6312,0.000000,0.000000,1.000000,10000
17.8643,0.000000,0.000000,1.000000,10000
20.0973,0.000000,0.000000,1.000000,10000
22.3303,0.000000,0.000000,1.000000,10000
24.5634,0.000001,0.000001,1.000000,10000
26.7964,0.000003,0.000003,1.000000,10000
29.0294,0.000008,0.000008,1.000000,10000
31.2625,0.000014,0.000014,1.000000,10000
33.4955,0.000026,0.000026,1.000000,10000
35.7285,0.000039,0.000039,1.000000,10000
37.9616,0.000066,0.000066,1.000000,10000
40.1946,0.000109,0.000109,1.000000,10000
42.4276,0.000160,0.000160,1.000000,10000
44.6607,0.000225,0.000225,1.000000,10000
46.8937,0.000336,0.000336,1.000000,10000
49.1267,0.000494,0.000494,1.000000,10000
51.3597,0.000666,0.000666,1.000000,10000
53.5928,0.000866,0.000866,1.000000,10000
55.8258,0.001116,0.001116,1.000000,10000
58.0588,0.001411,0.001411,1.000000,10000
60.2919,0.001728,0.001728,1.000000,10000
62.5249,0.002108,0.002108,1.000000,10000
64.7579,0.002499,0.002499,1.000000,10000
66.9910,0.002868,0.002868,1.000000,10000
69.2240,0.003185,0.003185,1.000000,10000
71.4570,0.003514,0.003514,1.000000,10000
73.6901,0.003826,0.003826,1.000000,10000
75.9231,0.004103,0.004103,1.000000,10000
78.1561,0.004387,0.004387,1.000000,10000
80.3892,0.004693,0.004693,1.000000,10000
82.6222,0.004958,0.004958,1.000000,10000
84.8552,0.005220,0.005220,1.000000,10000
87.0883,0.005486,0.005486,1.000000,10000
89.3213,0.005744,0.005744,1.000000,10000
91.5543,0.005975,0.005975,1.000000,10000
93.7874,0.006231,0.006231,1.000000,10000
96.0204,0.006501,0.006501,1.000000,10000
98.2534,0.006822,0.006822,1.000000,10000
100.4865,0.007160,0.007160,1.000000,10000
102.7195,0.007526,0.007526,1.000000,10000
104.9525,0.007890,0.007890,1.000000,10000
107.1856,0.008270,0.008270,1.000000,10000
109.4186,0.008720,0.008720,1.000000,10000
111.6516,0.009223,0.009223,1.000000,10000
113.8847,0.009751,0.009751,1.000000,10000
116.1177,0.010310,0.010310,1.000000,10000
118.3507,0.010859,0.010859,1.000000,10000
120.5838,0.011449,0.011449,1.000000,10000
122.8168,0.012008,0.012008,1.000000,10000
125.0498,0.012579,0.012579,1.000000,10000
127.2829,0.013159,0.013159,1.000000,10000
129.5159,0.013692,0.013692,1.000000,10000
131.7489,0.014225,0.014225,1.000000,10000
133.9820,0.014814,0.014814,1.000000,10000
136.2150,0.015415,0.015415,1.000000,10000
138.4480,0.016033,0.016033,1.000000,10000
140.6811,0.016638,0.016638,1.000000,10000
142.9141,0.017265,0.017265,1.000000,10000
145.1471,0.017838,0.017838,1.000000,10000
147.3802,0.018382,0.018382,1.000000,10000
149.6132,0.018945,0.018945,1.000000,10000
151.8462,0.019480,0.019480,1.000000,10000
154.0792,0.019982,0.019982,1.000000,10000
156.3123,0.020471,0.020471,1.000000,10000
158.5453,0.020972,0.020972,1.000000,10000
160.7783,0.021459,0.021459,1.000000,10000
163.0114,0.021904,0.021904,1.000000,10000
165.2444,0.022373,0.022373,1.000000,10000
167.4774,0.022795,0.022795,1.000000,10000
169.7105,0.023160,0.023160,1.000000,10000
171.9435,0.023495,0.023495,1.000000,10000
174.1765,0.023858,0.023858,1.000000,10000
176.4096,0.024160,0.024160,1.000000,10000
178.6426,0.024486,0.024486,1.000000,10000
180.8756,0.024768,0.024768,1.000000,10000
183.1087,0.025572,0.025085,0.999500,9995
185.3417,0.026069,0.025387,0.999300,9993
187.5747,0.026486,0.025706,0.999200,9992
189.8078,0.027111,0.026039,0.998900,9989
192.0408,0.028096,0.026344,0.998200,9982
194.2738,0.029088,0.026655,0.997500,9975
196.5069,0.030737,0.026942,0.996100,9961
198.7399,0.031207,0.027219,0.995900,9959
200.9729,0.032261,0.027495,0.995100,9951
203.2060,0.032620,0.027759,0.995000,9950
205.4390,0.032865,0.028005,0.995000,9950
207.6720,0.033141,0.028282,0.995000,9950
209.9051,0.033417,0.028559,0.995000,9950
212.1381,0.033710,0.028855,0.995000,9950
214.3711,0.034010,0.029156,0.995000,9950
216.6042,0.034322,0.029469,0.995000,9950
218.8372,0.034663,0.029812,0.995000,9950
221.0702,0.035003,0.030154,0.995000,9950
223.3033,0.035608,0.030470,0.994700,9947
225.5363,0.036049,0.030815,0.994600,9946
227.7693,0.036492,0.031163,0.994500,9945
230.0024,0.036869,0.031543,0.994500,9945
232.2354,0.037507,0.031892,0.994200,9942
234.4684,0.038271,0.032271,0.993800,9938
236.7015,0.039178,0.032599,0.993200,9932
238.9345,0.040196,0.032943,0.992500,9925
241.1675,0.040917,0.033280,0.992100,9921
243.4006,0.041550,0.033626,0.991800,9918
245.6336,0.042840,0.033952,0.990800,9908
247.8666,0.043644,0.034277,0.990300,9903
250.0996,0.044937,0.034608,0.989300,9893
252.3327,0.045679,0.034967,0.988900,9889
254.5657,0.046266,0.035365,0.988700,9887
256.7987,0.047164,0.035786,0.988200,9882
259.0318,0.048880,0.036157,0.986800,9868
261.2648,0.049524,0.036614,0.986600,9866
263.4978,0.050435,0.037050,0.986100,9861
265.7309,0.051254,0.037490,0.985700,9857
267.9639,0.051763,0.037909,0.985600,9856
270.1969,0.052328,0.038384,0.985500,9855
272.4300,0.052859,0.038826,0.985400,9854
274.6630,0.053443,0.039321,0.985300,9853
276.8960,0.053979,0.039767,0.985200,9852
279.1291,0.054585,0.040285,0.985100,9851
281.3621,0.055060,0.040767,0.985100,9851
283.5951,0.055625,0.041244,0.985000,9850
285.8282,0.056206,0.041736,0.984900,9849
288.0612,0.056950,0.042200,0.984600,9846
290.2942,0.057426,0.042683,0.984600,9846
292.5273,0.057997,0.043263,0.984600,9846
294.7603,0.058601,0.043780,0.984500,9845
296.9933,0.059299,0.044392,0.984400,9844
299.2264,0.060041,0.044952,0.984200,9842
301.4594,0.060716,0.045443,0.984000,9840
303.6924,0.061801,0.045964,0.983400,9834
305.9255,0.063049,0.046457,0.982600,9826
308.1585,0.064511,0.046976,0.981600,9816
310.3915,0.065911,0.047529,0.980700,9807
312.6246,0.067382,0.048057,0.979700,9797
314.8576,0.068570,0.048591,0.979000,9790
317.0906,0.070053,0.049134,0.978000,9780
319.3237,0.071400,0.049637,0.977100,9771
321.5567,0.073204,0.050122,0.975700,9757
323.7897,0.074123,0.050675,0.975300,9753
326.0228,0.075309,0.051209,0.974600,9746
328.2558,0.076705,0.051669,0.973600,9736
330.4888,0.078757,0.052121,0.971900,9719
332.7219,0.080209,0.052641,0.970900,9709
334.9549,0.082331,0.053168,0.969200,9692
337.1879,0.084129,0.053657,0.967800,9678
339.4210,0.086164,0.054098,0.966100,9661
341.6540,0.088051,0.054583,0.964600,9646
