u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000720,0.000596,10000
0.0100,0.001437,0.000849,10000
0.0150,0.002169,0.001055,10000
0.0200,0.002899,0.001229,10000
0.0250,0.003632,0.001392,10000
0.0300,0.004370,0.001525,10000
0.0350,0.005118,0.001663,10000
0.0400,0.005873,0.001805,10000
0.0450,0.006632,0.001947,10000
0.0500,0.007393,0.002077,10000
0.0550,0.008145,0.002207,10000
0.0600,0.008916,0.002348,10000
0.0650,0.009685,0.002471,10000
0.0700,0.010468,0.002588,10000
0.0750,0.011246,0.002719,10000
0.0800,0.012031,0.002827,10000
0.0850,0.012825,0.002953,10000
0.0900,0.013625,0.003087,10000
0.0950,0.014431,0.003202,10000
0.1000,0.015254,0.003323,10000
0.1050,0.016073,0.003449,10000
0.1100,0.016891,0.003558,10000
0.1150,0.017715,0.003679,10000
0.1200,0.018570,0.003813,10000
0.1250,0.019425,0.003943,10000
0.1300,0.020275,0.004073,10000
0.1350,0.021153,0.004195,10000
0.1400,0.022018,0.004333,10000
0.1450,0.022895,0.004466,10000
0.1500,0.023786,0.004595,10000
0.1550,0.024684,0.004737,10000
0.1600,0.025580,0.004882,10000
0.1650,0.026480,0.005015,10000
0.1700,0.027393,0.005147,10000
0.1750,0.028321,0.005272,10000
0.1800,0.029236,0.005388,10000
0.1850,0.030165,0.005513,10000
0.1900,0.031079,0.005631,10000
0.1950,0.031985,0.005745,10000
0.2000,0.032909,0.005866,10000
0.2050,0.033811,0.005973,10000
0.2100,0.034719,0.006076,10000
0.2150,0.035640,0.006193,10000
0.2200,0.036549,0.006302,10000
0.2250,0.037463,0.006441,10000
0.2300,0.038390,0.006567,10000
0.2350,0.039329,0.006698,10000
0.2400,0.040268,0.006826,10000
0.2450,0.041203,0.006956,10000
0.2500,0.042144,0.007085,10000
0.2550,0.043086,0.007213,10000
0.2600,0.044020,0.007337,10000
0.2650,0.044960,0.007458,10000
0.2700,0.045910,0.007579,10000
0.2750,0.046868,0.007706,10000
0.2800,0.047833,0.007865,10000
0.2850,0.048796,0.007977,10000
0.2900,0.049762,0.008103,10000
0.2950,0.050731,0.008228,10000
0.3000,0.051688,0.008349,10000
0.3050,0.052653,0.008454,10000
0.3100,0.053612,0.008566,10000
0.3150,0.054582,0.008666,10000
0.3200,0.055543,0.008771,10000
0.3250,0.056504,0.008880,10000
0.3300,0.057456,0.008971,10000
0.3350,0.058419,0.009076,10000
0.3400,0.059353,0.009176,10000
0.3450,0.060298,0.009264,10000
0.3500,0.061229,0.009354,10000
0.3550,0.062162,0.009448,10000
0.3600,0.063085,0.009535,10000
0.3650,0.064009,0.009616,10000
0.3700,0.064917,0.009706,10000
0.3750,0.065834,0.009783,10000
0.3800,0.066733,0.009859,10000
0.3850,0.067640,0.009953,10000
0.3900,0.068548,0.010028,10000
0.3950,0.069452,0.010121,10000
0.4000,0.070343,0.010214,10000
0.4050,0.071229,0.010289,10000
