u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000000,10000
0.0100,0.000000,0.000010,10000
0.0150,0.000000,0.000010,10000
0.0200,0.000000,0.000010,10000
0.0250,0.000001,0.000030,10000
0.0300,0.000002,0.000053,10000
0.0350,0.000005,0.000073,10000
0.0400,0.000009,0.000100,10000
0.0450,0.000016,0.000134,10000
0.0500,0.000026,0.000177,10000
0.0550,0.000039,0.000219,10000
0.0600,0.000062,0.000285,10000
0.0650,0.000099,0.000364,10000
0.0700,0.000144,0.000447,10000
0.0750,0.000206,0.000547,10000
0.0800,0.000287,0.000666,10000
0.0850,0.000391,0.000816,10000
0.0900,0.000540,0.001025,10000
0.0950,0.000726,0.001306,10000
0.1000,0.000957,0.001589,10000
0.1050,0.001246,0.001872,10000
0.1100,0.001570,0.002150,10000
0.1150,0.001938,0.002394,10000
0.1200,0.002329,0.002738,10000
0.1250,0.002715,0.002927,10000
0.1300,0.003097,0.003072,10000
0.1350,0.003487,0.003310,10000
0.1400,0.003897,0.003640,10000
0.1450,0.004284,0.003854,10000
0.1500,0.004647,0.003933,10000
0.1550,0.004986,0.004090,10000
0.1600,0.005315,0.004236,10000
0.1650,0.005665,0.004490,10000
0.1700,0.005994,0.004637,10000
0.1750,0.006339,0.004735,10000
0.1800,0.006705,0.005008,10000
0.1850,0.007111,0.005351,10000
0.1900,0.007558,0.005752,10000
0.1950,0.007982,0.005880,10000
0.2000,0.008449,0.006041,10000
0.2050,0.008935,0.006213,10000
0.2100,0.009504,0.006665,10000
0.2150,0.010054,0.006877,10000
0.2200,0.010657,0.007258,10000
0.2250,0.011330,0.007899,10000
0.2300,0.012031,0.008342,10000
0.2350,0.012702,0.008711,10000
0.2400,0.013389,0.009069,10000
0.2450,0.014072,0.009364,10000
0.2500,0.014736,0.009508,10000
0.2550,0.015445,0.009753,10000
0.2600,0.016143,0.010001,10000
0.2650,0.016817,0.010114,10000
0.2700,0.017477,0.010243,10000
0.2750,0.018109,0.010306,10000
0.2800,0.018717,0.010364,10000
0.2850,0.019300,0.010416,10000
0.2900,0.019865,0.010496,10000
0.2950,0.020397,0.010552,10000
0.3000,0.020907,0.010601,10000
0.3050,0.021420,0.010634,10000
0.3100,0.021908,0.010646,10000
0.3150,0.022381,0.010720,10000
0.3200,0.022876,0.010833,10000
0.3250,0.023330,0.010917,10000
0.3300,0.023765,0.010996,10000
0.3350,0.024202,0.011055,10000
0.3400,0.024597,0.011111,10000
0.3450,0.024993,0.011148,10000
0.3500,0.025417,0.011261,10000
0.3550,0.025809,0.011272,10000
0.3600,0.026208,0.011364,10000
0.3650,0.026598,0.011463,10000
0.3700,0.026980,0.011550,10000
0.3750,0.027378,0.011680,10000
0.3800,0.027752,0.011782,10000
0.3850,0.028187,0.011932,10000
0.3900,0.028608,0.012073,10000
0.3950,0.029011,0.012213,10000
0.4000,0.029407,0.012366,10000
0.4050,0.029829,0.012489,10000
0.4100,0.030249,0.012650,10000
0.4150,0.030685,0.012838,10000
0.4200,0.031107,0.013006,10000
0.4250,0.031510,0.013130,10000
0.4300,0.031932,0.013298,10000
0.4350,0.032388,0.013387,10000
0.4400,0.032826,0.013542,10000
0.4450,0.033285,0.013757,10000
0.4500,0.033733,0.013910,10000
0.4550,0.034183,0.014061,10000
0.4600,0.034617,0.014181,10000
0.4650,0.035049,0.014283,10000
0.4700,0.035489,0.014438,10000
0.4750,0.035906,0.014525,10000
0.4800,0.036381,0.014667,10000
0.4850,0.036848,0.014789,10000
0.4900,0.037302,0.014930,10000
0.4950,0.037796,0.015050,10000
0.5000,0.038305,0.015240,10000
0.5050,0.038785,0.015349,10000
0.5100,0.039264,0.015484,10000
0.5150,0.039751,0.015623,10000
0.5200,0.040271,0.015794,10000
0.5250,0.040799,0.015942,10000
0.5300,0.041318,0.016112,10000
0.5350,0.041827,0.016254,10000
0.5400,0.042349,0.016439,10000
0.5450,0.042909,0.016588,10000
0.5500,0.043411,0.016739,10000
0.5550,0.043902,0.016860,10000
0.5600,0.044449,0.017034,10000
0.5650,0.044970,0.017170,10000
0.5700,0.045500,0.017289,10000
0.5750,0.046113,0.017509,10000
0.5800,0.046636,0.017641,10000
0.5850,0.047194,0.017785,10000
0.5900,0.047777,0.017958,10000
0.5950,0.048370,0.018102,10000
0.6000,0.048939,0.018221,10000
0.6050,0.049558,0.018363,10000
0.6100,0.050164,0.018462,10000
0.6150,0.050807,0.018605,10000
0.6200,0.051447,0.018780,10000
0.6250,0.052108,0.018926,10000
0.6300,0.052734,0.019073,10000
0.6350,0.053412,0.019295,10000
0.6400,0.054041,0.019438,10000
0.6450,0.054705,0.019588,10000
0.6500,0.055387,0.019783,10000
0.6550,0.056072,0.019968,10000
0.6600,0.056725,0.020124,10000
0.6650,0.057423,0.020323,10000
0.6700,0.058102,0.020495,10000
0.6750,0.058783,0.020648,10000
0.6800,0.059485,0.020778,10000
0.6850,0.060161,0.020965,10000
0.6900,0.060770,0.021074,10000
0.6950,0.061454,0.021233,10000
0.7000,0.062094,0.021394,10000
0.7050,0.062787,0.021564,10000
0.7100,0.063479,0.021725,10000
0.7150,0.064175,0.021901,10000
0.7200,0.064859,0.022108,10000
0.7250,0.065547,0.022230,10000
0.7300,0.066244,0.022402,10000
0.7350,0.066931,0.022577,10000
0.7400,0.067657,0.022741,10000
0.7450,0.068344,0.022857,10000
0.7500,0.069077,0.023013,10000
0.7550,0.069761,0.023152,10000
0.7600,0.070470,0.023346,10000
0.7650,0.071234,0.023529,10000
0.7700,0.071961,0.023708,10000
0.7750,0.072742,0.023957,10000
0.7800,0.073542,0.024182,10000
0.7850,0.074259,0.024326,10000
0.7900,0.075064,0.024552,10000
0.7950,0.075861,0.024743,10000
0.8000,0.076668,0.024924,10000
0.8050,0.077458,0.025091,10000
0.8100,0.078317,0.025376,10000
0.8150,0.079131,0.025663,10000
0.8200,0.079942,0.025899,10000
0.8250,0.080764,0.026111,10000
0.8300,0.081640,0.026432,10000
0.8350,0.082547,0.026685,10000
0.8400,0.083477,0.027014,10000
0.8450,0.084360,0.027236,10000
0.8500,0.085282,0.027524,10000
0.8550,0.086220,0.027778,10000
0.8600,0.087145,0.028039,10000
0.8650,0.088191,0.028386,10000
0.8700,0.089135,0.028716,10000
