F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
5.0416,0.000000,0.000000,1.000000,10000
10.0831,0.000001,0.000001,1.000000,10000
15.1247,0.000003,0.000003,1.000000,10000
20.1662,0.000006,0.000006,1.000000,10000
25.2078,0.000011,0.000011,1.000000,10000
30.2493,0.000020,0.000020,1.000000,10000
35.2909,0.000032,0.000032,1.000000,10000
40.3324,0.000046,0.000046,1.000000,10000
45.3740,0.000063,0.000063,1.000000,10000
50.4155,0.000088,0.000088,1.000000,10000
55.4571,0.000118,0.000118,1.000000,10000
60.4986,0.000153,0.000153,1.000000,10000
65.5402,0.000193,0.000193,1.000000,10000
70.5818,0.000241,0.000241,1.000000,10000
75.6233,0.000299,0.000299,1.000000,10000
80.6649,0.000364,0.000364,1.000000,10000
85.7064,0.000445,0.000445,1.000000,10000
90.7480,0.000531,0.000531,1.000000,10000
95.7895,0.000628,0.000628,1.000000,10000
100.8311,0.000736,0.000736,1.000000,10000
105.8726,0.000862,0.000862,1.000000,10000
110.9142,0.000995,0.000995,1.000000,10000
115.9557,0.001142,0.001142,1.000000,10000
120.9973,0.001311,0.001311,1.000000,10000
126.0388,0.001491,0.001491,1.000000,10000
131.0804,0.001672,0.001672,1.000000,10000
136.1220,0.001866,0.001866,1.000000,10000
141.1635,0.002074,0.002074,1.000000,10000
146.2051,0.002291,0.002291,1.000000,10000
151.2466,0.002515,0.002515,1.000000,10000
156.2882,0.002744,0.002744,1.000000,10000
161.3297,0.002979,0.002979,1.000000,10000
166.3713,0.003207,0.003207,1.000000,10000
171.4128,0.003451,0.003451,1.000000,10000
176.4544,0.003692,0.003692,1.000000,10000
181.4959,0.003930,0.003930,1.000000,10000
186.5375,0.004169,0.004169,1.000000,10000
191.5790,0.004424,0.004424,1.000000,10000
196.6206,0.004690,0.004690,1.000000,10000
201.6622,0.004976,0.004976,1.000000,10000
206.7037,0.005267,0.005267,1.000000,10000
211.7453,0.005583,0.005583,1.000000,10000
216.7868,0.005916,0.005916,1.000000,10000
221.8284,0.006263,0.006263,1.000000,10000
226.8699,0.006630,0.006630,1.000000,10000
231.9115,0.007020,0.007020,1.000000,10000
236.9530,0.007427,0.007427,1.000000,10000
241.9946,0.007843,0.007843,1.000000,10000
247.0361,0.008285,0.008285,1.000000,10000
252.0777,0.008738,0.008738,1.000000,10000
257.1192,0.009225,0.009225,1.000000,10000
262.1608,0.009705,0.009705,1.000000,10000
