u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000007,0.000060,10000
0.0100,0.000028,0.000127,10000
0.0150,0.000058,0.000180,10000
0.0200,0.000103,0.000244,10000
0.0250,0.000162,0.000307,10000
0.0300,0.000231,0.000369,10000
0.0350,0.000315,0.000435,10000
0.0400,0.000411,0.000497,10000
0.0450,0.000523,0.000568,10000
0.0500,0.000652,0.000639,10000
0.0550,0.000788,0.000704,10000
0.0600,0.000940,0.000773,10000
0.0650,0.001114,0.000850,10000
0.0700,0.001293,0.000923,10000
0.0750,0.001497,0.001006,10000
0.0800,0.001720,0.001101,10000
0.0850,0.001952,0.001188,10000
0.0900,0.002199,0.001278,10000
0.0950,0.002471,0.001375,10000
0.1000,0.002762,0.001485,10000
0.1050,0.003077,0.001599,10000
0.1100,0.003415,0.001714,10000
0.1150,0.003774,0.001835,10000
0.1200,0.004144,0.001946,10000
0.1250,0.004526,0.002057,10000
0.1300,0.004929,0.002174,10000
0.1350,0.005321,0.002265,10000
0.1400,0.005736,0.002360,10000
0.1450,0.006136,0.002442,10000
0.1500,0.006539,0.002526,10000
0.1550,0.006956,0.002622,10000
0.1600,0.007376,0.002724,10000
0.1650,0.007820,0.002829,10000
0.1700,0.008273,0.002948,10000
0.1750,0.008739,0.003073,10000
0.1800,0.009221,0.003206,10000
0.1850,0.009721,0.003349,10000
0.1900,0.010254,0.003491,10000
0.1950,0.010813,0.003653,10000
0.2000,0.011373,0.003789,10000
0.2050,0.011945,0.003926,10000
0.2100,0.012548,0.004073,10000
0.2150,0.013170,0.004222,10000
0.2200,0.013799,0.004343,10000
0.2250,0.014440,0.004445,10000
0.2300,0.015081,0.004560,10000
0.2350,0.015736,0.004648,10000
0.2400,0.016387,0.004721,10000
0.2450,0.017007,0.004772,10000
0.2500,0.017623,0.004826,10000
0.2550,0.018232,0.004870,10000
0.2600,0.018836,0.004901,10000
0.2650,0.019419,0.004929,10000
0.2700,0.019986,0.004946,10000
0.2750,0.020529,0.004971,10000
0.2800,0.021078,0.004997,10000
0.2850,0.021608,0.005014,10000
0.2900,0.022125,0.005035,10000
0.2950,0.022643,0.005059,10000
0.3000,0.023142,0.005105,10000
0.3050,0.023643,0.005142,10000
0.3100,0.024132,0.005188,10000
0.3150,0.024619,0.005230,10000
0.3200,0.025096,0.005272,10000
0.3250,0.025569,0.005323,10000
0.3300,0.026054,0.005364,10000
0.3350,0.026525,0.005408,10000
0.3400,0.026987,0.005455,10000
0.3450,0.027452,0.005502,10000
0.3500,0.027918,0.005572,10000
0.3550,0.028379,0.005625,10000
0.3600,0.028830,0.005692,10000
0.3650,0.029286,0.005770,10000
0.3700,0.029745,0.005841,10000
0.3750,0.030197,0.005929,10000
0.3800,0.030669,0.006013,10000
0.3850,0.031134,0.006095,10000
0.3900,0.031591,0.006175,10000
0.3950,0.032054,0.006251,10000
0.4000,0.032517,0.006327,10000
0.4050,0.033000,0.006403,10000
0.4100,0.033492,0.006492,10000
0.4150,0.033966,0.006580,10000
0.4200,0.034443,0.006662,10000
0.4250,0.034931,0.006766,10000
0.4300,0.035400,0.006843,10000
0.4350,0.035897,0.006942,10000
0.4400,0.036401,0.007030,10000
0.4450,0.036905,0.007106,10000
0.4500,0.037401,0.007186,10000
0.4550,0.037906,0.007258,10000
0.4600,0.038405,0.007343,10000
0.4650,0.038898,0.007415,10000
0.4700,0.039404,0.007478,10000
0.4750,0.039902,0.007551,10000
0.4800,0.040409,0.007632,10000
0.4850,0.040920,0.007713,10000
0.4900,0.041421,0.007779,10000
0.4950,0.041926,0.007855,10000
0.5000,0.042440,0.007925,10000
0.5050,0.042948,0.007996,10000
0.5100,0.043453,0.008066,10000
0.5150,0.043969,0.008135,10000
0.5200,0.044490,0.008192,10000
0.5250,0.044990,0.008258,10000
0.5300,0.045501,0.008327,10000
0.5350,0.046013,0.008400,10000
0.5400,0.046534,0.008477,10000
0.5450,0.047047,0.008549,10000
0.5500,0.047564,0.008627,10000
0.5550,0.048092,0.008691,10000
0.5600,0.048601,0.008761,10000
0.5650,0.049132,0.008856,10000
0.5700,0.049655,0.008931,10000
0.5750,0.050182,0.008994,10000
0.5800,0.050726,0.009069,10000
0.5850,0.051266,0.009146,10000
0.5900,0.051803,0.009227,10000
0.5950,0.052341,0.009304,10000
0.6000,0.052876,0.009376,10000
0.6050,0.053416,0.009462,10000
0.6100,0.053953,0.009534,10000
0.6150,0.054487,0.009630,10000
0.6200,0.055037,0.009714,10000
0.6250,0.055576,0.009795,10000
0.6300,0.056139,0.009887,10000
0.6350,0.056712,0.009977,10000
0.6400,0.057270,0.010074,10000
0.6450,0.057829,0.010167,10000
0.6500,0.058407,0.010271,10000
0.6550,0.058966,0.010361,10000
0.6600,0.059529,0.010446,10000
0.6650,0.060107,0.010549,10000
0.6700,0.060699,0.010650,10000
0.6750,0.061296,0.010765,10000
0.6800,0.061876,0.010855,10000
0.6850,0.062497,0.010962,10000
0.6900,0.063102,0.011055,10000
0.6950,0.063674,0.011158,10000
0.7000,0.064289,0.011264,10000
0.7050,0.064913,0.011394,10000
0.7100,0.065534,0.011508,10000
0.7150,0.066164,0.011629,10000
0.7200,0.066786,0.011725,10000
0.7250,0.067450,0.011855,10000
0.7300,0.068097,0.011970,10000
0.7350,0.068766,0.012083,10000
0.7400,0.069415,0.012201,10000
0.7450,0.070095,0.012332,10000
0.7500,0.070777,0.012479,10000
0.7550,0.071483,0.012620,10000
0.7600,0.072170,0.012764,10000
0.7650,0.072866,0.012900,10000
0.7700,0.073592,0.013069,10000
0.7750,0.074298,0.013216,10000
0.7800,0.075013,0.013380,10000
0.7850,0.075786,0.013563,10000
0.7900,0.076540,0.013733,10000
0.7950,0.077294,0.013891,10000
0.8000,0.078083,0.014084,10000
0.8050,0.078876,0.014257,10000
0.8100,0.079660,0.014433,10000
0.8150,0.080487,0.014605,10000
0.8200,0.081297,0.014777,10000
0.8250,0.082122,0.014961,10000
0.8300,0.082971,0.015142,10000
0.8350,0.083829,0.015309,10000
0.8400,0.084676,0.015465,10000
0.8450,0.085544,0.015629,10000
0.8500,0.086430,0.015827,10000
0.8550,0.087306,0.016017,10000
0.8600,0.088241,0.016242,10000
0.8650,0.089172,0.016439,10000
0.8700,0.090100,0.016626,10000
0.8750,0.091070,0.016830,10000
0.8800,0.092034,0.017020,10000
0.8850,0.092976,0.017226,10000
0.8900,0.093948,0.017424,10000
0.8950,0.094966,0.017603,10000
0.9000,0.095954,0.017806,10000
0.9050,0.096972,0.018040,10000
0.9100,0.098059,0.018242,10000
0.9150,0.099130,0.018422,10000
0.9200,0.100233,0.018660,10000
0.9250,0.101360,0.018887,10000
0.9300,0.102490,0.019086,10000
0.9350,0.103668,0.019288,10000
0.9400,0.104848,0.019517,10000
0.9450,0.106043,0.019768,10000
0.9500,0.107250,0.019985,10000
0.9550,0.108472,0.020204,10000
0.9600,0.109715,0.020441,10000
0.9650,0.110980,0.020660,10000
0.9700,0.112247,0.020846,10000
0.9750,0.113558,0.021041,10000
0.9800,0.114892,0.021282,10000
0.9850,0.116252,0.021514,10000
0.9900,0.117682,0.021747,10000
0.9950,0.119097,0.021947,10000
1.0000,1.000000,0.000000,10000
