u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000000,10000
0.0100,0.000000,0.000000,10000
0.0150,0.000000,0.000009,10000
0.0200,0.000001,0.000016,10000
0.0250,0.000002,0.000028,10000
0.0300,0.000004,0.000042,10000
0.0350,0.000009,0.000063,10000
0.0400,0.000018,0.000092,10000
0.0450,0.000034,0.000126,10000
0.0500,0.000057,0.000164,10000
0.0550,0.000094,0.000218,10000
0.0600,0.000147,0.000281,10000
0.0650,0.000224,0.000359,10000
0.0700,0.000336,0.000469,10000
0.0750,0.000481,0.000591,10000
0.0800,0.000646,0.000694,10000
0.0850,0.000824,0.000785,10000
0.0900,0.001007,0.000853,10000
0.0950,0.001168,0.000905,10000
0.1000,0.001324,0.000956,10000
0.1050,0.001478,0.001011,10000
0.1100,0.001638,0.001084,10000
0.1150,0.001821,0.001189,10000
0.1200,0.002038,0.001327,10000
0.1250,0.002306,0.001501,10000
0.1300,0.002629,0.001745,10000
0.1350,0.003034,0.002034,10000
0.1400,0.003511,0.002351,10000
0.1450,0.004063,0.002648,10000
0.1500,0.004683,0.002923,10000
0.1550,0.005376,0.003174,10000
0.1600,0.006095,0.003365,10000
0.1650,0.006846,0.003485,10000
0.1700,0.007597,0.003582,10000
0.1750,0.008346,0.003629,10000
0.1800,0.009092,0.003674,10000
0.1850,0.009801,0.003697,10000
0.1900,0.010493,0.003694,10000
0.1950,0.011176,0.003716,10000
0.2000,0.011839,0.003756,10000
0.2050,0.012463,0.003815,10000
0.2100,0.013105,0.003880,10000
0.2150,0.013728,0.003946,10000
0.2200,0.014330,0.003971,10000
0.2250,0.014904,0.003969,10000
0.2300,0.015442,0.003947,10000
0.2350,0.015948,0.003923,10000
0.2400,0.016442,0.003898,10000
0.2450,0.016928,0.003862,10000
0.2500,0.017377,0.003823,10000
0.2550,0.017801,0.003797,10000
0.2600,0.018206,0.003784,10000
0.2650,0.018598,0.003784,10000
0.2700,0.018985,0.003833,10000
0.2750,0.019380,0.003898,10000
0.2800,0.019766,0.003986,10000
0.2850,0.020154,0.004079,10000
0.2900,0.020560,0.004201,10000
0.2950,0.020982,0.004340,10000
0.3000,0.021400,0.004471,10000
0.3050,0.021828,0.004596,10000
0.3100,0.022250,0.004686,10000
0.3150,0.022679,0.004769,10000
0.3200,0.023107,0.004844,10000
0.3250,0.023540,0.004923,10000
0.3300,0.023965,0.004976,10000
0.3350,0.024393,0.005035,10000
0.3400,0.024812,0.005072,10000
0.3450,0.025243,0.005121,10000
0.3500,0.025661,0.005166,10000
0.3550,0.026084,0.005213,10000
0.3600,0.026494,0.005268,10000
0.3650,0.026912,0.005339,10000
0.3700,0.027336,0.005393,10000
0.3750,0.027754,0.005444,10000
0.3800,0.028173,0.005508,10000
0.3850,0.028588,0.005560,10000
0.3900,0.029004,0.005623,10000
0.3950,0.029419,0.005670,10000
0.4000,0.029837,0.005737,10000
0.4050,0.030266,0.005776,10000
0.4100,0.030674,0.005836,10000
0.4150,0.031092,0.005875,10000
0.4200,0.031497,0.005921,10000
0.4250,0.031906,0.005946,10000
0.4300,0.032322,0.005963,10000
0.4350,0.032727,0.005962,10000
0.4400,0.033113,0.005967,10000
0.4450,0.033500,0.005956,10000
0.4500,0.033887,0.005929,10000
0.4550,0.034254,0.005904,10000
0.4600,0.034610,0.005882,10000
0.4650,0.034957,0.005850,10000
0.4700,0.035291,0.005810,10000
0.4750,0.035619,0.005779,10000
0.4800,0.035935,0.005753,10000
0.4850,0.036235,0.005715,10000
0.4900,0.036536,0.005685,10000
0.4950,0.036828,0.005663,10000
0.5000,0.037110,0.005648,10000
0.5050,0.037404,0.005642,10000
0.5100,0.037675,0.005639,10000
0.5150,0.037947,0.005631,10000
0.5200,0.038214,0.005626,10000
0.5250,0.038483,0.005621,10000
0.5300,0.038730,0.005634,10000
0.5350,0.038984,0.005641,10000
0.5400,0.039237,0.005658,10000
0.5450,0.039498,0.005672,10000
0.5500,0.039752,0.005690,10000
0.5550,0.040015,0.005715,10000
0.5600,0.040282,0.005730,10000
0.5650,0.040546,0.005768,10000
0.5700,0.040814,0.005807,10000
0.5750,0.041093,0.005850,10000
0.5800,0.041381,0.005891,10000
0.5850,0.041666,0.005948,10000
0.5900,0.041963,0.006017,10000
0.5950,0.042263,0.006084,10000
0.6000,0.042568,0.006156,10000
0.6050,0.042886,0.006228,10000
0.6100,0.043202,0.006311,10000
0.6150,0.043542,0.006416,10000
0.6200,0.043874,0.006506,10000
0.6250,0.044227,0.006614,10000
0.6300,0.044590,0.006711,10000
0.6350,0.044950,0.006814,10000
0.6400,0.045342,0.006924,10000
0.6450,0.045736,0.007034,10000
0.6500,0.046142,0.007142,10000
0.6550,0.046556,0.007257,10000
0.6600,0.046987,0.007375,10000
0.6650,0.047412,0.007486,10000
0.6700,0.047851,0.007604,10000
0.6750,0.048307,0.007718,10000
0.6800,0.048779,0.007829,10000
0.6850,0.049238,0.007955,10000
0.6900,0.049724,0.008073,10000
0.6950,0.050211,0.008214,10000
0.7000,0.050711,0.008340,10000
0.7050,0.051233,0.008451,10000
0.7100,0.051754,0.008563,10000
0.7150,0.052310,0.008689,10000
0.7200,0.052839,0.008783,10000
0.7250,0.053385,0.008926,10000
0.7300,0.053936,0.009015,10000
0.7350,0.054484,0.009133,10000
0.7400,0.055087,0.009292,10000
0.7450,0.055621,0.009392,10000
0.7500,0.056195,0.009494,10000
0.7550,0.056784,0.009583,10000
0.7600,0.057370,0.009665,10000
0.7650,0.057977,0.009774,10000
0.7700,0.058584,0.009861,10000
0.7750,0.059177,0.009959,10000
0.7800,0.059799,0.010052,10000
0.7850,0.060435,0.010145,10000
0.7900,0.061055,0.010260,10000
0.7950,0.061655,0.010333,10000
0.8000,0.062279,0.010393,10000
0.8050,0.062913,0.010468,10000
0.8100,0.063548,0.010516,10000
0.8150,0.064213,0.010608,10000
0.8200,0.064831,0.010718,10000
0.8250,0.065493,0.010799,10000
0.8300,0.066159,0.010875,10000
0.8350,0.066806,0.010939,10000
0.8400,0.067483,0.011048,10000
0.8450,0.068145,0.011137,10000
0.8500,0.068800,0.011206,10000
0.8550,0.069489,0.011310,10000
0.8600,0.070131,0.011401,10000
0.8650,0.070795,0.011498,10000
0.8700,0.071499,0.011619,10000
