u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000000,10000
0.0100,0.000000,0.000000,10000
0.0150,0.000000,0.000000,10000
0.0200,0.000000,0.000000,10000
0.0250,0.000000,0.000000,10000
0.0300,0.000000,0.000000,10000
0.0350,0.000000,0.000010,10000
0.0400,0.000001,0.000024,10000
0.0450,0.000005,0.000049,10000
0.0500,0.000015,0.000084,10000
0.0550,0.000042,0.000149,10000
0.0600,0.000097,0.000248,10000
0.0650,0.000199,0.000376,10000
0.0700,0.000387,0.000590,10000
0.0750,0.000582,0.000697,10000
0.0800,0.000750,0.000737,10000
0.0850,0.000879,0.000774,10000
0.0900,0.000967,0.000791,10000
0.0950,0.001029,0.000797,10000
0.1000,0.001092,0.000823,10000
0.1050,0.001171,0.000882,10000
0.1100,0.001298,0.001010,10000
0.1150,0.001486,0.001210,10000
0.1200,0.001762,0.001540,10000
0.1250,0.002162,0.001988,10000
0.1300,0.002706,0.002457,10000
0.1350,0.003367,0.002913,10000
0.1400,0.004115,0.003275,10000
0.1450,0.004827,0.003469,10000
0.1500,0.005536,0.003577,10000
0.1550,0.006189,0.003647,10000
0.1600,0.006793,0.003739,10000
0.1650,0.007389,0.003854,10000
0.1700,0.007974,0.003975,10000
0.1750,0.008586,0.004155,10000
0.1800,0.009230,0.004307,10000
0.1850,0.009905,0.004471,10000
0.1900,0.010583,0.004614,10000
0.1950,0.011281,0.004728,10000
0.2000,0.011954,0.004757,10000
0.2050,0.012627,0.004755,10000
0.2100,0.013331,0.004752,10000
0.2150,0.013963,0.004721,10000
0.2200,0.014551,0.004659,10000
0.2250,0.015091,0.004566,10000
0.2300,0.015547,0.004510,10000
0.2350,0.016007,0.004442,10000
0.2400,0.016460,0.004379,10000
0.2450,0.016882,0.004356,10000
0.2500,0.017297,0.004410,10000
0.2550,0.017699,0.004532,10000
0.2600,0.018094,0.004664,10000
0.2650,0.018474,0.004786,10000
0.2700,0.018887,0.004935,10000
0.2750,0.019308,0.005077,10000
0.2800,0.019722,0.005205,10000
0.2850,0.020138,0.005301,10000
0.2900,0.020585,0.005370,10000
0.2950,0.021016,0.005408,10000
0.3000,0.021463,0.005425,10000
0.3050,0.021914,0.005431,10000
0.3100,0.022347,0.005418,10000
0.3150,0.022772,0.005403,10000
0.3200,0.023180,0.005406,10000
0.3250,0.023578,0.005427,10000
0.3300,0.023988,0.005456,10000
0.3350,0.024387,0.005506,10000
0.3400,0.024764,0.005582,10000
0.3450,0.025160,0.005673,10000
0.3500,0.025564,0.005792,10000
0.3550,0.025972,0.005903,10000
0.3600,0.026404,0.006031,10000
0.3650,0.026837,0.006148,10000
0.3700,0.027270,0.006254,10000
0.3750,0.027710,0.006363,10000
0.3800,0.028147,0.006443,10000
0.3850,0.028583,0.006511,10000
0.3900,0.029009,0.006549,10000
0.3950,0.029419,0.006571,10000
0.4000,0.029818,0.006574,10000
0.4050,0.030243,0.006569,10000
0.4100,0.030647,0.006555,10000
0.4150,0.031042,0.006511,10000
0.4200,0.031417,0.006468,10000
0.4250,0.031756,0.006424,10000
0.4300,0.032112,0.006361,10000
0.4350,0.032444,0.006307,10000
0.4400,0.032765,0.006250,10000
0.4450,0.033065,0.006194,10000
0.4500,0.033344,0.006146,10000
0.4550,0.033620,0.006087,10000
0.4600,0.033859,0.006048,10000
0.4650,0.034100,0.006007,10000
0.4700,0.034347,0.005966,10000
0.4750,0.034589,0.005931,10000
0.4800,0.034838,0.005910,10000
0.4850,0.035066,0.005887,10000
0.4900,0.035312,0.005870,10000
0.4950,0.035530,0.005853,10000
0.5000,0.035763,0.005831,10000
0.5050,0.035990,0.005823,10000
0.5100,0.036222,0.005830,10000
0.5150,0.036447,0.005826,10000
0.5200,0.036684,0.005835,10000
0.5250,0.036919,0.005840,10000
0.5300,0.037165,0.005856,10000
0.5350,0.037411,0.005888,10000
0.5400,0.037660,0.005918,10000
0.5450,0.037902,0.005952,10000
0.5500,0.038150,0.006010,10000
0.5550,0.038404,0.006066,10000
0.5600,0.038677,0.006130,10000
0.5650,0.038940,0.006197,10000
0.5700,0.039226,0.006274,10000
0.5750,0.039515,0.006343,10000
0.5800,0.039842,0.006450,10000
0.5850,0.040183,0.006548,10000
0.5900,0.040523,0.006654,10000
0.5950,0.040872,0.006759,10000
0.6000,0.041240,0.006848,10000
0.6050,0.041623,0.006967,10000
0.6100,0.042018,0.007078,10000
0.6150,0.042397,0.007172,10000
0.6200,0.042801,0.007288,10000
0.6250,0.043218,0.007418,10000
0.6300,0.043640,0.007529,10000
0.6350,0.044082,0.007666,10000
0.6400,0.044529,0.007781,10000
0.6450,0.044956,0.007890,10000
0.6500,0.045400,0.008021,10000
0.6550,0.045809,0.008120,10000
0.6600,0.046257,0.008238,10000
0.6650,0.046720,0.008365,10000
0.6700,0.047177,0.008476,10000
0.6750,0.047614,0.008587,10000
0.6800,0.048070,0.008701,10000
0.6850,0.048526,0.008831,10000
0.6900,0.049003,0.008964,10000
0.6950,0.049492,0.009118,10000
0.7000,0.049986,0.009270,10000
0.7050,0.050491,0.009404,10000
0.7100,0.051001,0.009537,10000
0.7150,0.051540,0.009684,10000
0.7200,0.052087,0.009826,10000
0.7250,0.052625,0.009968,10000
0.7300,0.053162,0.010085,10000
0.7350,0.053755,0.010242,10000
0.7400,0.054305,0.010356,10000
0.7450,0.054902,0.010465,10000
0.7500,0.055463,0.010589,10000
0.7550,0.056037,0.010690,10000
0.7600,0.056602,0.010795,10000
0.7650,0.057172,0.010886,10000
0.7700,0.057753,0.010988,10000
0.7750,0.058324,0.011107,10000
0.7800,0.058896,0.011221,10000
0.7850,0.059473,0.011323,10000
0.7900,0.060074,0.011470,10000
0.7950,0.060690,0.011581,10000
0.8000,0.061270,0.011672,10000
0.8050,0.061869,0.011798,10000
0.8100,0.062474,0.011922,10000
0.8150,0.063056,0.012020,10000
0.8200,0.063671,0.012136,10000
0.8250,0.064267,0.012230,10000
0.8300,0.064890,0.012320,10000
0.8350,0.065515,0.012437,10000
0.8400,0.066128,0.012538,10000
0.8450,0.066763,0.012655,10000
0.8500,0.067414,0.012760,10000
0.8550,0.068059,0.012893,10000
0.8600,0.068717,0.013004,10000
0.8650,0.069394,0.013126,10000
0.8700,0.070066,0.013239,10000
