F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
5.4760,0.000000,0.000000,1.000000,10000
10.9520,0.000001,0.000001,1.000000,10000
16.4280,0.000002,0.000002,1.000000,10000
21.9041,0.000004,0.000004,1.000000,10000
27.3801,0.000009,0.000009,1.000000,10000
32.8561,0.000014,0.000014,1.000000,10000
38.3321,0.000022,0.000022,1.000000,10000
43.8081,0.000034,0.000034,1.000000,10000
49.2841,0.000048,0.000048,1.000000,10000
54.7602,0.000067,0.000067,1.000000,10000
60.2362,0.000090,0.000090,1.000000,10000
65.7122,0.000119,0.000119,1.000000,10000
71.1882,0.000153,0.000153,1.000000,10000
76.6642,0.000192,0.000192,1.000000,10000
82.1402,0.000237,0.000237,1.000000,10000
87.6162,0.000291,0.000291,1.000000,10000
93.0923,0.000354,0.000354,1.000000,10000
98.5683,0.000422,0.000422,1.000000,10000
104.0443,0.000502,0.000502,1.000000,10000
109.5203,0.000586,0.000586,1.000000,10000
114.9963,0.000681,0.000681,1.000000,10000
120.4723,0.000791,0.000791,1.000000,10000
125.9483,0.000907,0.000907,1.000000,10000
131.4244,0.001033,0.001033,1.000000,10000
136.9004,0.001177,0.001177,1.000000,10000
142.3764,0.001327,0.001327,1.000000,10000
147.8524,0.001491,0.001491,1.000000,10000
153.3284,0.001667,0.001667,1.000000,10000
158.8044,0.001848,0.001848,1.000000,10000
164.2805,0.002041,0.002041,1.000000,10000
169.7565,0.002245,0.002245,1.000000,10000
175.2325,0.002451,0.002451,1.000000,10000
180.7085,0.002657,0.002657,1.000000,10000
186.1845,0.002865,0.002865,1.000000,10000
191.6605,0.003072,0.003072,1.000000,10000
197.1365,0.003270,0.003270,1.000000,10000
202.6126,0.003470,0.003470,1.000000,10000
208.0886,0.003671,0.003671,1.000000,10000
213.5646,0.003885,0.003885,1.000000,10000
219.0406,0.004116,0.004116,1.000000,10000
224.5166,0.004353,0.004353,1.000000,10000
229.9926,0.004605,0.004605,1.000000,10000
235.4686,0.004870,0.004870,1.000000,10000
240.9447,0.005149,0.005149,1.000000,10000
246.4207,0.005448,0.005448,1.000000,10000
251.8967,0.005759,0.005759,1.000000,10000
257.3727,0.006085,0.006085,1.000000,10000
262.8487,0.006427,0.006427,1.000000,10000
268.3247,0.006788,0.006788,1.000000,10000
273.8008,0.007163,0.007163,1.000000,10000
279.2768,0.007540,0.007540,1.000000,10000
