F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
5.5247,0.000004,0.000004,1.000000,10000
11.0495,0.000015,0.000015,1.000000,10000
16.5742,0.000033,0.000033,1.000000,10000
22.0989,0.000058,0.000058,1.000000,10000
27.6237,0.000086,0.000086,1.000000,10000
33.1484,0.000123,0.000123,1.000000,10000
38.6732,0.000170,0.000170,1.000000,10000
44.1979,0.000221,0.000221,1.000000,10000
49.7226,0.000283,0.000283,1.000000,10000
55.2474,0.000348,0.000348,1.000000,10000
60.7721,0.000422,0.000422,1.000000,10000
66.2968,0.000505,0.000505,1.000000,10000
71.8216,0.000597,0.000597,1.000000,10000
77.3463,0.000693,0.000693,1.000000,10000
82.8711,0.000797,0.000797,1.000000,10000
88.3958,0.000908,0.000908,1.000000,10000
93.9205,0.001028,0.001028,1.000000,10000
99.4453,0.001156,0.001156,1.000000,10000
104.9700,0.001289,0.001289,1.000000,10000
110.4947,0.001445,0.001445,1.000000,10000
116.0195,0.001603,0.001603,1.000000,10000
121.5442,0.001774,0.001774,1.000000,10000
127.0689,0.001954,0.001954,1.000000,10000
132.5937,0.002145,0.002145,1.000000,10000
138.1184,0.002349,0.002349,1.000000,10000
143.6432,0.002558,0.002558,1.000000,10000
149.1679,0.002786,0.002786,1.000000,10000
154.6926,0.003029,0.003029,1.000000,10000
160.2174,0.003279,0.003279,1.000000,10000
165.7421,0.003540,0.003540,1.000000,10000
171.2668,0.003809,0.003809,1.000000,10000
176.7916,0.004090,0.004090,1.000000,10000
182.3163,0.004369,0.004369,1.000000,10000
187.8411,0.004653,0.004653,1.000000,10000
193.3658,0.004939,0.004939,1.000000,10000
198.8905,0.005231,0.005231,1.000000,10000
204.4153,0.005522,0.005522,1.000000,10000
209.9400,0.005819,0.005819,1.000000,10000
215.4647,0.006122,0.006122,1.000000,10000
220.9895,0.006430,0.006430,1.000000,10000
226.5142,0.006747,0.006747,1.000000,10000
232.0389,0.007083,0.007083,1.000000,10000
237.5637,0.007414,0.007414,1.000000,10000
243.0884,0.007775,0.007775,1.000000,10000
248.6132,0.008144,0.008144,1.000000,10000
254.1379,0.008526,0.008526,1.000000,10000
259.6626,0.008915,0.008915,1.000000,10000
265.1874,0.009320,0.009320,1.000000,10000
270.7121,0.009739,0.009739,1.000000,10000
276.2368,0.010167,0.010167,1.000000,10000
281.7616,0.010596,0.010596,1.000000,10000
287.2863,0.011050,0.011050,1.000000,10000
292.8111,0.011513,0.011513,1.000000,10000
298.3358,0.011989,0.011989,1.000000,10000
303.8605,0.012491,0.012491,1.000000,10000
309.3853,0.012976,0.012976,1.000000,10000
314.9100,0.013483,0.013483,1.000000,10000
320.4347,0.013993,0.013993,1.000000,10000
325.9595,0.014498,0.014498,1.000000,10000
331.4842,0.014995,0.014995,1.000000,10000
337.0089,0.015477,0.015477,1.000000,10000
342.5337,0.015963,0.015963,1.000000,10000
348.0584,0.016441,0.016441,1.000000,10000
353.5832,0.016902,0.016902,1.000000,10000
359.1079,0.017367,0.017367,1.000000,10000
364.6326,0.017819,0.017819,1.000000,10000
370.1574,0.018259,0.018259,1.000000,10000
375.6821,0.018683,0.018683,1.000000,10000
381.2068,0.019109,0.019109,1.000000,10000
386.7316,0.019539,0.019539,1.000000,10000
392.2563,0.019944,0.019944,1.000000,10000
397.7811,0.020336,0.020336,1.000000,10000
403.3058,0.020713,0.020713,1.000000,10000
408.8305,0.021086,0.021086,1.000000,10000
414.3553,0.021450,0.021450,1.000000,10000
419.8800,0.021825,0.021825,1.000000,10000
425.4047,0.022185,0.022185,1.000000,10000
430.9295,0.022539,0.022539,1.000000,10000
436.4542,0.022898,0.022898,1.000000,10000
441.9789,0.023260,0.023260,1.000000,10000
447.5037,0.023625,0.023625,1.000000,10000
453.0284,0.023990,0.023990,1.000000,10000
458.5532,0.024346,0.024346,1.000000,10000
464.0779,0.024704,0.024704,1.000000,10000
469.6026,0.025068,0.025068,1.000000,10000
475.1274,0.025425,0.025425,1.000000,10000
480.6521,0.025790,0.025790,1.000000,10000
486.1768,0.026136,0.026136,1.000000,10000
491.7016,0.026492,0.026492,1.000000,10000
497.2263,0.026840,0.026840,1.000000,10000
502.7511,0.027199,0.027199,1.000000,10000
508.2758,0.027551,0.027551,1.000000,10000
513.8005,0.027902,0.027902,1.000000,10000
519.3253,0.028259,0.028259,1.000000,10000
524.8500,0.028611,0.028611,1.000000,10000
530.3747,0.028967,0.028967,1.000000,10000
535.8995,0.029306,0.029306,1.000000,10000
541.4242,0.029648,0.029648,1.000000,10000
546.9489,0.029991,0.029991,1.000000,10000
552.4737,0.030330,0.030330,1.000000,10000
557.9984,0.030678,0.030678,1.000000,10000
563.5232,0.031024,0.031024,1.000000,10000
569.0479,0.031370,0.031370,1.000000,10000
574.5726,0.031720,0.031720,1.000000,10000
580.0974,0.032072,0.032072,1.000000,10000
585.6221,0.032432,0.032432,1.000000,10000
591.1468,0.032784,0.032784,1.000000,10000
596.6716,0.033148,0.033148,1.000000,10000
602.1963,0.033513,0.033513,1.000000,10000
607.7211,0.033877,0.033877,1.000000,10000
613.2458,0.034254,0.034254,1.000000,10000
618.7705,0.034627,0.034627,1.000000,10000
624.2953,0.035003,0.035003,1.000000,10000
629.8200,0.035377,0.035377,1.000000,10000
635.3447,0.035757,0.035757,1.000000,10000
640.8695,0.036126,0.036126,1.000000,10000
646.3942,0.036497,0.036497,1.000000,10000
651.9189,0.036873,0.036873,1.000000,10000
657.4437,0.037245,0.037245,1.000000,10000
662.9684,0.037615,0.037615,1.000000,10000
668.4932,0.037981,0.037981,1.000000,10000
674.0179,0.038342,0.038342,1.000000,10000
679.5426,0.038718,0.038718,1.000000,10000
685.0674,0.039081,0.039081,1.000000,10000
690.5921,0.039439,0.039439,1.000000,10000
696.1168,0.039802,0.039802,1.000000,10000
701.6416,0.040166,0.040166,1.000000,10000
707.1663,0.040526,0.040526,1.000000,10000
712.6911,0.040881,0.040881,1.000000,10000
718.2158,0.041242,0.041242,1.000000,10000
723.7405,0.041592,0.041592,1.000000,10000
729.2653,0.041949,0.041949,1.000000,10000
734.7900,0.042309,0.042309,1.000000,10000
740.3147,0.042662,0.042662,1.000000,10000
745.8395,0.043004,0.043004,1.000000,10000
751.3642,0.043364,0.043364,1.000000,10000
756.8889,0.043721,0.043721,1.000000,10000
762.4137,0.044078,0.044078,1.000000,10000
767.9384,0.044434,0.044434,1.000000,10000
773.4632,0.044802,0.044802,1.000000,10000
778.9879,0.045165,0.045165,1.000000,10000
784.5126,0.045523,0.045523,1.000000,10000
790.0374,0.045876,0.045876,1.000000,10000
795.5621,0.046227,0.046227,1.000000,10000
801.0868,0.046598,0.046598,1.000000,10000
806.6116,0.047051,0.046955,0.999900,9999
812.1363,0.047409,0.047314,0.999900,9999
817.6611,0.047773,0.047677,0.999900,9999
823.1858,0.048134,0.048039,0.999900,9999
828.7105,0.048494,0.048398,0.999900,9999
834.2353,0.048851,0.048756,0.999900,9999
839.7600,0.049215,0.049120,0.999900,9999
845.2847,0.049582,0.049487,0.999900,9999
850.8095,0.050328,0.049853,0.999500,9995
856.3342,0.050797,0.050227,0.999400,9994
861.8589,0.051169,0.050600,0.999400,9994
867.3837,0.051822,0.050968,0.999100,9991
872.9084,0.052387,0.051343,0.998900,9989
878.4332,0.052957,0.051724,0.998700,9987
883.9579,0.053516,0.052094,0.998500,9985
889.4826,0.053982,0.052466,0.998400,9984
895.0074,0.054741,0.052847,0.998000,9980
900.5321,0.055309,0.053226,0.997800,9978
906.0568,0.055895,0.053624,0.997600,9976
911.5816,0.056560,0.054006,0.997300,9973
917.1063,0.057137,0.054395,0.997100,9971
922.6311,0.057625,0.054790,0.997000,9970
928.1558,0.058197,0.055173,0.996800,9968
933.6805,0.058587,0.055565,0.996800,9968
939.2053,0.059080,0.055965,0.996700,9967
944.7300,0.059742,0.056345,0.996400,9964
950.2547,0.060510,0.056737,0.996000,9960
955.7795,0.061001,0.057136,0.995900,9959
961.3042,0.061413,0.057549,0.995900,9959
966.8289,0.061913,0.057956,0.995800,9958
972.3537,0.062410,0.058361,0.995700,9957
977.8784,0.063389,0.058777,0.995100,9951
983.4032,0.064069,0.059177,0.994800,9948
988.9279,0.064757,0.059584,0.994500,9945
994.4526,0.065536,0.059990,0.994100,9941
999.9774,0.066335,0.060416,0.993700,9937
1005.5021,0.067238,0.060852,0.993200,9932
1011.0268,0.067780,0.061303,0.993100,9931
1016.5516,0.068501,0.061746,0.992800,9928
1022.0763,0.069493,0.062178,0.992200,9922
1027.6011,0.070288,0.062602,0.991800,9918
1033.1258,0.071010,0.063046,0.991500,9915
1038.6505,0.072460,0.063470,0.990400,9904
1044.1753,0.073726,0.063897,0.989500,9895
1049.7000,0.074994,0.064328,0.988600,9886
1055.2247,0.075745,0.064803,0.988300,9883
1060.7495,0.076475,0.065258,0.988000,9880
1066.2742,0.078127,0.065700,0.986700,9867
1071.7989,0.079150,0.066169,0.986100,9861
1077.3237,0.080555,0.066648,0.985100,9851
1082.8484,0.081958,0.067125,0.984100,9841
1088.3732,0.083622,0.067585,0.982800,9828
1093.8979,0.085120,0.068066,0.981700,9817
1099.4226,0.086345,0.068554,0.980900,9809
1104.9474,0.088680,0.069037,0.978900,9789
1110.4721,0.090276,0.069527,0.977700,9777
1115.9968,0.092262,0.070036,0.976100,9761
1121.5216,0.093580,0.070529,0.975200,9752
1127.0463,0.096102,0.071020,0.973000,9730
1132.5711,0.098263,0.071523,0.971200,9712
1138.0958,0.100795,0.072028,0.969000,9690
1143.6205,0.102609,0.072560,0.967600,9676
1149.1453,0.105502,0.073059,0.965000,9650
1154.6700,0.108200,0.073551,0.962600,9626
1160.1947,0.111018,0.074074,0.960100,9601
1165.7195,0.113901,0.074571,0.957500,9575
1171.2442,0.115726,0.075124,0.956100,9561
1176.7689,0.118803,0.075635,0.953300,9533
1182.2937,0.121426,0.076157,0.951000,9510
1187.8184,0.124791,0.076686,0.947900,9479
1193.3432,0.129310,0.077170,0.943500,9435
1198.8679,0.132658,0.077688,0.940400,9404
1204.3926,0.136110,0.078223,0.937200,9372
1209.9174,0.139116,0.078776,0.934500,9345
1215.4421,0.142941,0.079322,0.930900,9309
1220.9668,0.147348,0.079806,0.926600,9266
1226.4916,0.150589,0.080326,0.923600,9236
1232.0163,0.155202,0.080843,0.919100,9191
1237.5411,0.158706,0.081357,0.915800,9158
1243.0658,0.163484,0.081861,0.911100,9111
1248.5905,0.166969,0.082464,0.907900,9079
1254.1153,0.171710,0.083040,0.903300,9033
1259.6400,0.177007,0.083629,0.898100,8981
1265.1647,0.181558,0.084209,0.893700,8937
1270.6895,0.186708,0.084749,0.888600,8886
1276.2142,0.191871,0.085310,0.883500,8835
