F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
7.8057,0.000000,0.000000,1.000000,10000
15.6115,0.000000,0.000000,1.000000,10000
23.4172,0.000000,0.000000,1.000000,10000
31.2230,0.000000,0.000000,1.000000,10000
39.0287,0.000000,0.000000,1.000000,10000
46.8344,0.000001,0.000001,1.000000,10000
54.6402,0.000002,0.000002,1.000000,10000
62.4459,0.000004,0.000004,1.000000,10000
70.2517,0.000007,0.000007,1.000000,10000
78.0574,0.000012,0.000012,1.000000,10000
85.8631,0.000019,0.000019,1.000000,10000
93.6689,0.000030,0.000030,1.000000,10000
101.4746,0.000047,0.000047,1.000000,10000
109.2804,0.000069,0.000069,1.000000,10000
117.0861,0.000097,0.000097,1.000000,10000
124.8918,0.000134,0.000134,1.000000,10000
132.6976,0.000182,0.000182,1.000000,10000
140.5033,0.000246,0.000246,1.000000,10000
148.3090,0.000323,0.000323,1.000000,10000
156.1148,0.000415,0.000415,1.000000,10000
163.9205,0.000531,0.000531,1.000000,10000
171.7263,0.000658,0.000658,1.000000,10000
179.5320,0.000788,0.000788,1.000000,10000
187.3377,0.000932,0.000932,1.000000,10000
195.1435,0.001071,0.001071,1.000000,10000
202.9492,0.001207,0.001207,1.000000,10000
210.7550,0.001323,0.001323,1.000000,10000
218.5607,0.001433,0.001433,1.000000,10000
226.3664,0.001531,0.001531,1.000000,10000
234.1722,0.001634,0.001634,1.000000,10000
241.9779,0.001754,0.001754,1.000000,10000
249.7837,0.001892,0.001892,1.000000,10000
257.5894,0.002049,0.002049,1.000000,10000
265.3951,0.002231,0.002231,1.000000,10000
273.2009,0.002449,0.002449,1.000000,10000
281.0066,0.002691,0.002691,1.000000,10000
288.8124,0.002976,0.002976,1.000000,10000
296.6181,0.003290,0.003290,1.000000,10000
304.4238,0.003644,0.003644,1.000000,10000
312.2296,0.004040,0.004040,1.000000,10000
320.0353,0.004460,0.004460,1.000000,10000
327.8411,0.004928,0.004928,1.000000,10000
335.6468,0.005468,0.005468,1.000000,10000
343.4525,0.006019,0.006019,1.000000,10000
351.2583,0.006573,0.006573,1.000000,10000
359.0640,0.007095,0.007095,1.000000,10000
366.8697,0.007637,0.007637,1.000000,10000
374.6755,0.008155,0.008155,1.000000,10000
382.4812,0.008656,0.008656,1.000000,10000
390.2870,0.009165,0.009165,1.000000,10000
398.0927,0.009647,0.009647,1.000000,10000
405.8984,0.010128,0.010128,1.000000,10000
413.7042,0.010607,0.010607,1.000000,10000
421.5099,0.011033,0.011033,1.000000,10000
429.3157,0.011461,0.011461,1.000000,10000
437.1214,0.011886,0.011886,1.000000,10000
444.9271,0.012310,0.012310,1.000000,10000
452.7329,0.012733,0.012733,1.000000,10000
460.5386,0.013154,0.013154,1.000000,10000
468.3444,0.013583,0.013583,1.000000,10000
476.1501,0.013994,0.013994,1.000000,10000
483.9558,0.014396,0.014396,1.000000,10000
491.7616,0.014792,0.014792,1.000000,10000
499.5673,0.015194,0.015194,1.000000,10000
507.3731,0.015603,0.015603,1.000000,10000
515.1788,0.016001,0.016001,1.000000,10000
522.9845,0.016395,0.016395,1.000000,10000
530.7903,0.016766,0.016766,1.000000,10000
538.5960,0.017133,0.017133,1.000000,10000
546.4018,0.017482,0.017482,1.000000,10000
554.2075,0.017821,0.017821,1.000000,10000
562.0132,0.018133,0.018133,1.000000,10000
569.8190,0.018422,0.018422,1.000000,10000
577.6247,0.018692,0.018692,1.000000,10000
585.4305,0.018938,0.018938,1.000000,10000
593.2362,0.019172,0.019172,1.000000,10000
601.0419,0.019419,0.019419,1.000000,10000
608.8477,0.019669,0.019669,1.000000,10000
616.6534,0.019909,0.019909,1.000000,10000
624.4591,0.020163,0.020163,1.000000,10000
632.2649,0.020421,0.020421,1.000000,10000
640.0706,0.020685,0.020685,1.000000,10000
647.8764,0.020966,0.020966,1.000000,10000
655.6821,0.021257,0.021257,1.000000,10000
663.4878,0.021555,0.021555,1.000000,10000
671.2936,0.021871,0.021871,1.000000,10000
679.0993,0.022184,0.022184,1.000000,10000
686.9051,0.022508,0.022508,1.000000,10000
694.7108,0.022834,0.022834,1.000000,10000
702.5165,0.023168,0.023168,1.000000,10000
710.3223,0.023512,0.023512,1.000000,10000
718.1280,0.023859,0.023859,1.000000,10000
725.9338,0.024190,0.024190,1.000000,10000
733.7395,0.024509,0.024509,1.000000,10000
741.5452,0.024816,0.024816,1.000000,10000
749.3510,0.025112,0.025112,1.000000,10000
757.1567,0.025404,0.025404,1.000000,10000
764.9625,0.025703,0.025703,1.000000,10000
772.7682,0.025986,0.025986,1.000000,10000
780.5739,0.026256,0.026256,1.000000,10000
788.3797,0.026530,0.026530,1.000000,10000
796.1854,0.026812,0.026812,1.000000,10000
803.9912,0.027079,0.027079,1.000000,10000
811.7969,0.027352,0.027352,1.000000,10000
819.6026,0.027616,0.027616,1.000000,10000
827.4084,0.027894,0.027894,1.000000,10000
835.2141,0.028159,0.028159,1.000000,10000
843.0198,0.028423,0.028423,1.000000,10000
850.8256,0.028687,0.028687,1.000000,10000
858.6313,0.028949,0.028949,1.000000,10000
866.4371,0.029205,0.029205,1.000000,10000
874.2428,0.029470,0.029470,1.000000,10000
882.0485,0.029730,0.029730,1.000000,10000
889.8543,0.030003,0.030003,1.000000,10000
897.6600,0.030274,0.030274,1.000000,10000
905.4658,0.030551,0.030551,1.000000,10000
913.2715,0.030812,0.030812,1.000000,10000
921.0772,0.031081,0.031081,1.000000,10000
928.8830,0.031342,0.031342,1.000000,10000
936.6887,0.031595,0.031595,1.000000,10000
944.4945,0.031844,0.031844,1.000000,10000
952.3002,0.032108,0.032108,1.000000,10000
960.1059,0.032367,0.032367,1.000000,10000
967.9117,0.032630,0.032630,1.000000,10000
975.7174,0.032898,0.032898,1.000000,10000
983.5232,0.033145,0.033145,1.000000,10000
991.3289,0.033393,0.033393,1.000000,10000
999.1346,0.033645,0.033645,1.000000,10000
1006.9404,0.033894,0.033894,1.000000,10000
1014.7461,0.034136,0.034136,1.000000,10000
1022.5519,0.034384,0.034384,1.000000,10000
1030.3576,0.034625,0.034625,1.000000,10000
1038.1633,0.034878,0.034878,1.000000,10000
1045.9691,0.035114,0.035114,1.000000,10000
1053.7748,0.035338,0.035338,1.000000,10000
1061.5806,0.035580,0.035580,1.000000,10000
1069.3863,0.035800,0.035800,1.000000,10000
1077.1920,0.036024,0.036024,1.000000,10000
1084.9978,0.036236,0.036236,1.000000,10000
1092.8035,0.036442,0.036442,1.000000,10000
1100.6092,0.036644,0.036644,1.000000,10000
1108.4150,0.036852,0.036852,1.000000,10000
1116.2207,0.037056,0.037056,1.000000,10000
1124.0265,0.037256,0.037256,1.000000,10000
1131.8322,0.037442,0.037442,1.000000,10000
1139.6379,0.037635,0.037635,1.000000,10000
1147.4437,0.037830,0.037830,1.000000,10000
1155.2494,0.038027,0.038027,1.000000,10000
1163.0552,0.038221,0.038221,1.000000,10000
1170.8609,0.038410,0.038410,1.000000,10000
1178.6666,0.038613,0.038613,1.000000,10000
1186.4724,0.038807,0.038807,1.000000,10000
1194.2781,0.039007,0.039007,1.000000,10000
1202.0839,0.039196,0.039196,1.000000,10000
1209.8896,0.039386,0.039386,1.000000,10000
1217.6953,0.039588,0.039588,1.000000,10000
1225.5011,0.039883,0.039787,0.999900,9999
1233.3068,0.040270,0.039982,0.999700,9997
1241.1126,0.040670,0.040190,0.999500,9995
1248.9183,0.041066,0.040394,0.999300,9993
1256.7240,0.041371,0.040604,0.999200,9992
1264.5298,0.041675,0.040812,0.999100,9991
1272.3355,0.042174,0.041023,0.998800,9988
1280.1413,0.042576,0.041234,0.998600,9986
1287.9470,0.042997,0.041464,0.998400,9984
1295.7527,0.043418,0.041693,0.998200,9982
1303.5585,0.044132,0.041928,0.997700,9977
