u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000000,10000
0.0100,0.000000,0.000000,10000
0.0150,0.000000,0.000006,10000
0.0200,0.000000,0.000015,10000
0.0250,0.000001,0.000030,10000
0.0300,0.000003,0.000045,10000
0.0350,0.000008,0.000072,10000
0.0400,0.000015,0.000098,10000
0.0450,0.000027,0.000131,10000
0.0500,0.000047,0.000177,10000
0.0550,0.000076,0.000231,10000
0.0600,0.000116,0.000289,10000
0.0650,0.000175,0.000366,10000
0.0700,0.000253,0.000460,10000
0.0750,0.000364,0.000582,10000
0.0800,0.000518,0.000756,10000
0.0850,0.000721,0.000936,10000
0.0900,0.000964,0.001127,10000
0.0950,0.001235,0.001302,10000
0.1000,0.001520,0.001435,10000
0.1050,0.001810,0.001549,10000
0.1100,0.002080,0.001635,10000
0.1150,0.002309,0.001690,10000
0.1200,0.002524,0.001748,10000
0.1250,0.002734,0.001815,10000
0.1300,0.002949,0.001893,10000
0.1350,0.003182,0.001993,10000
0.1400,0.003433,0.002134,10000
0.1450,0.003725,0.002317,10000
0.1500,0.004056,0.002532,10000
0.1550,0.004428,0.002765,10000
0.1600,0.004865,0.003039,10000
0.1650,0.005359,0.003331,10000
0.1700,0.005899,0.003600,10000
0.1750,0.006452,0.003822,10000
0.1800,0.007045,0.004017,10000
0.1850,0.007673,0.004194,10000
0.1900,0.008339,0.004342,10000
0.1950,0.009001,0.004451,10000
0.2000,0.009661,0.004545,10000
0.2050,0.010291,0.004616,10000
0.2100,0.010889,0.004670,10000
0.2150,0.011477,0.004721,10000
0.2200,0.012049,0.004781,10000
0.2250,0.012576,0.004834,10000
0.2300,0.013106,0.004886,10000
0.2350,0.013627,0.004936,10000
0.2400,0.014124,0.004981,10000
0.2450,0.014621,0.005003,10000
0.2500,0.015120,0.005039,10000
0.2550,0.015598,0.005062,10000
0.2600,0.016070,0.005083,10000
0.2650,0.016528,0.005105,10000
0.2700,0.016999,0.005152,10000
0.2750,0.017426,0.005180,10000
0.2800,0.017850,0.005250,10000
0.2850,0.018260,0.005319,10000
0.2900,0.018648,0.005402,10000
0.2950,0.019029,0.005476,10000
0.3000,0.019405,0.005581,10000
0.3050,0.019774,0.005674,10000
0.3100,0.020176,0.005805,10000
0.3150,0.020573,0.005967,10000
0.3200,0.020962,0.006088,10000
0.3250,0.021359,0.006229,10000
0.3300,0.021743,0.006322,10000
0.3350,0.022140,0.006452,10000
0.3400,0.022530,0.006535,10000
0.3450,0.022918,0.006629,10000
0.3500,0.023319,0.006722,10000
0.3550,0.023715,0.006801,10000
0.3600,0.024116,0.006895,10000
0.3650,0.024512,0.006975,10000
0.3700,0.024922,0.007047,10000
0.3750,0.025318,0.007113,10000
0.3800,0.025715,0.007181,10000
0.3850,0.026115,0.007249,10000
0.3900,0.026521,0.007293,10000
0.3950,0.026916,0.007342,10000
0.4000,0.027294,0.007393,10000
0.4050,0.027688,0.007448,10000
0.4100,0.028067,0.007486,10000
0.4150,0.028456,0.007520,10000
0.4200,0.028863,0.007568,10000
0.4250,0.029256,0.007614,10000
0.4300,0.029654,0.007650,10000
0.4350,0.030055,0.007692,10000
0.4400,0.030450,0.007741,10000
0.4450,0.030845,0.007782,10000
0.4500,0.031234,0.007831,10000
0.4550,0.031636,0.007890,10000
0.4600,0.032020,0.007937,10000
0.4650,0.032416,0.007975,10000
0.4700,0.032809,0.008024,10000
0.4750,0.033220,0.008100,10000
0.4800,0.033624,0.008150,10000
0.4850,0.034003,0.008199,10000
0.4900,0.034418,0.008250,10000
0.4950,0.034808,0.008292,10000
0.5000,0.035201,0.008335,10000
0.5050,0.035603,0.008378,10000
0.5100,0.035986,0.008425,10000
0.5150,0.036379,0.008463,10000
0.5200,0.036782,0.008499,10000
0.5250,0.037151,0.008532,10000
0.5300,0.037527,0.008560,10000
0.5350,0.037890,0.008578,10000
0.5400,0.038271,0.008604,10000
0.5450,0.038641,0.008649,10000
0.5500,0.039006,0.008674,10000
0.5550,0.039376,0.008691,10000
0.5600,0.039724,0.008700,10000
0.5650,0.040080,0.008710,10000
0.5700,0.040428,0.008722,10000
0.5750,0.040808,0.008769,10000
0.5800,0.041175,0.008812,10000
0.5850,0.041519,0.008850,10000
0.5900,0.041876,0.008892,10000
0.5950,0.042224,0.008917,10000
0.6000,0.042583,0.008937,10000
0.6050,0.042937,0.008969,10000
0.6100,0.043301,0.009030,10000
0.6150,0.043662,0.009085,10000
0.6200,0.044007,0.009128,10000
0.6250,0.044377,0.009191,10000
0.6300,0.044737,0.009244,10000
0.6350,0.045112,0.009319,10000
0.6400,0.045493,0.009373,10000
0.6450,0.045879,0.009461,10000
0.6500,0.046249,0.009518,10000
0.6550,0.046656,0.009597,10000
0.6600,0.047063,0.009709,10000
0.6650,0.047457,0.009789,10000
0.6700,0.047862,0.009863,10000
0.6750,0.048279,0.009949,10000
0.6800,0.048705,0.010062,10000
0.6850,0.049146,0.010165,10000
0.6900,0.049572,0.010261,10000
0.6950,0.050035,0.010394,10000
0.7000,0.050489,0.010492,10000
0.7050,0.050927,0.010616,10000
0.7100,0.051374,0.010707,10000
0.7150,0.051840,0.010819,10000
0.7200,0.052330,0.010951,10000
0.7250,0.052839,0.011094,10000
0.7300,0.053356,0.011224,10000
0.7350,0.053891,0.011361,10000
0.7400,0.054432,0.011512,10000
0.7450,0.054959,0.011646,10000
0.7500,0.055495,0.011784,10000
0.7550,0.056063,0.011950,10000
0.7600,0.056630,0.012086,10000
0.7650,0.057196,0.012233,10000
0.7700,0.057753,0.012353,10000
0.7750,0.058340,0.012467,10000
0.7800,0.058954,0.012590,10000
0.7850,0.059551,0.012706,10000
0.7900,0.060160,0.012837,10000
0.7950,0.060800,0.013000,10000
0.8000,0.061427,0.013116,10000
0.8050,0.062055,0.013269,10000
0.8100,0.062727,0.013443,10000
0.8150,0.063371,0.013580,10000
0.8200,0.064051,0.013731,10000
0.8250,0.064716,0.013883,10000
0.8300,0.065357,0.014000,10000
0.8350,0.066062,0.014152,10000
0.8400,0.066740,0.014310,10000
0.8450,0.067470,0.014446,10000
0.8500,0.068169,0.014587,10000
0.8550,0.068859,0.014698,10000
0.8600,0.069575,0.014844,10000
0.8650,0.070307,0.014979,10000
0.8700,0.071072,0.015107,10000
