u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000747,0.000876,10000
0.0100,0.001513,0.001284,10000
0.0150,0.002276,0.001584,10000
0.0200,0.003039,0.001848,10000
0.0250,0.003803,0.002043,10000
0.0300,0.004577,0.002278,10000
0.0350,0.005374,0.002494,10000
0.0400,0.006157,0.002707,10000
0.0450,0.006933,0.002856,10000
0.0500,0.007729,0.003100,10000
0.0550,0.008525,0.003265,10000
0.0600,0.009322,0.003445,10000
0.0650,0.010103,0.003590,10000
0.0700,0.010903,0.003738,10000
0.0750,0.011723,0.003921,10000
0.0800,0.012533,0.004088,10000
0.0850,0.013356,0.004249,10000
0.0900,0.014196,0.004426,10000
0.0950,0.015023,0.004586,10000
0.1000,0.015863,0.004727,10000
0.1050,0.016697,0.004868,10000
0.1100,0.017555,0.005017,10000
0.1150,0.018393,0.005166,10000
0.1200,0.019251,0.005328,10000
0.1250,0.020123,0.005473,10000
0.1300,0.020993,0.005622,10000
0.1350,0.021865,0.005783,10000
0.1400,0.022729,0.005908,10000
0.1450,0.023603,0.006066,10000
0.1500,0.024505,0.006223,10000
0.1550,0.025396,0.006378,10000
0.1600,0.026292,0.006519,10000
0.1650,0.027203,0.006665,10000
0.1700,0.028120,0.006816,10000
0.1750,0.029039,0.007008,10000
0.1800,0.029969,0.007162,10000
0.1850,0.030932,0.007348,10000
0.1900,0.031866,0.007499,10000
0.1950,0.032802,0.007641,10000
0.2000,0.033741,0.007795,10000
0.2050,0.034698,0.007957,10000
0.2100,0.035635,0.008114,10000
0.2150,0.036583,0.008254,10000
0.2200,0.037511,0.008397,10000
0.2250,0.038459,0.008538,10000
0.2300,0.039414,0.008680,10000
0.2350,0.040362,0.008802,10000
0.2400,0.041320,0.008941,10000
0.2450,0.042249,0.009087,10000
0.2500,0.043212,0.009224,10000
0.2550,0.044165,0.009394,10000
0.2600,0.045108,0.009536,10000
0.2650,0.046057,0.009701,10000
0.2700,0.047043,0.009847,10000
0.2750,0.048011,0.009993,10000
0.2800,0.048976,0.010144,10000
0.2850,0.049926,0.010278,10000
0.2900,0.050877,0.010430,10000
0.2950,0.051851,0.010599,10000
0.3000,0.052823,0.010756,10000
0.3050,0.053801,0.010911,10000
0.3100,0.054792,0.011109,10000
0.3150,0.055778,0.011251,10000
0.3200,0.056763,0.011402,10000
0.3250,0.057749,0.011537,10000
0.3300,0.058740,0.011702,10000
0.3350,0.059727,0.011847,10000
0.3400,0.060740,0.012016,10000
0.3450,0.061764,0.012190,10000
0.3500,0.062767,0.012341,10000
0.3550,0.063762,0.012503,10000
0.3600,0.064786,0.012666,10000
0.3650,0.065796,0.012833,10000
0.3700,0.066795,0.012997,10000
0.3750,0.067809,0.013138,10000
0.3800,0.068826,0.013296,10000
0.3850,0.069840,0.013447,10000
0.3900,0.070838,0.013607,10000
0.3950,0.071843,0.013734,10000
0.4000,0.072816,0.013860,10000
0.4050,0.073803,0.014010,10000
0.4100,0.074772,0.014139,10000
0.4150,0.075789,0.014276,10000
0.4200,0.076775,0.014411,10000
0.4250,0.077754,0.014525,10000
0.4300,0.078740,0.014663,10000
0.4350,0.079728,0.014785,10000
0.4400,0.080700,0.014883,10000
0.4450,0.081682,0.015013,10000
0.4500,0.082662,0.015154,10000
0.4550,0.083636,0.015282,10000
0.4600,0.084642,0.015424,10000
0.4650,0.085616,0.015547,10000
0.4700,0.086595,0.015700,10000
0.4750,0.087582,0.015808,10000
0.4800,0.088569,0.015944,10000
0.4850,0.089554,0.016052,10000
0.4900,0.090544,0.016204,10000
0.4950,0.091555,0.016357,10000
0.5000,0.092527,0.016494,10000
0.5050,0.093516,0.016675,10000
0.5100,0.094502,0.016836,10000
0.5150,0.095488,0.016978,10000
0.5200,0.096458,0.017130,10000
0.5250,0.097445,0.017280,10000
0.5300,0.098469,0.017410,10000
0.5350,0.099450,0.017577,10000
0.5400,0.100452,0.017720,10000
0.5450,0.101440,0.017847,10000
0.5500,0.102424,0.018001,10000
0.5550,0.103396,0.018156,10000
0.5600,0.104383,0.018311,10000
0.5650,0.105397,0.018447,10000
0.5700,0.106399,0.018593,10000
0.5750,0.107429,0.018780,10000
0.5800,0.108442,0.018954,10000
0.5850,0.109478,0.019170,10000
0.5900,0.110506,0.019321,10000
0.5950,0.111545,0.019475,10000
0.6000,0.112570,0.019658,10000
0.6050,0.113636,0.019844,10000
0.6100,0.114686,0.020004,10000
0.6150,0.115731,0.020181,10000
0.6200,0.116778,0.020382,10000
0.6250,0.117841,0.020557,10000
0.6300,0.118894,0.020751,10000
0.6350,0.119966,0.020949,10000
0.6400,0.121031,0.021122,10000
0.6450,0.122122,0.021325,10000
0.6500,0.123222,0.021519,10000
0.6550,0.124299,0.021698,10000
0.6600,0.125381,0.021938,10000
0.6650,0.126480,0.022129,10000
0.6700,0.127593,0.022292,10000
0.6750,0.128704,0.022466,10000
0.6800,0.129785,0.022662,10000
0.6850,0.130912,0.022876,10000
0.6900,0.132048,0.023085,10000
0.6950,0.133174,0.023281,10000
0.7000,0.134291,0.023474,10000
0.7050,0.135450,0.023655,10000
0.7100,0.136616,0.023843,10000
0.7150,0.137758,0.024045,10000
0.7200,0.138920,0.024246,10000
0.7250,0.140138,0.024463,10000
0.7300,0.141310,0.024694,10000
0.7350,0.142496,0.024909,10000
0.7400,0.143701,0.025098,10000
0.7450,0.144892,0.025345,10000
0.7500,0.146116,0.025595,10000
0.7550,0.147344,0.025893,10000
0.7600,0.148599,0.026141,10000
0.7650,0.149863,0.026424,10000
0.7700,0.151106,0.026677,10000
0.7750,0.152370,0.026886,10000
0.7800,0.153588,0.027113,10000
0.7850,0.154849,0.027333,10000
0.7900,0.156155,0.027572,10000
0.7950,0.157391,0.027792,10000
0.8000,0.158650,0.028029,10000
0.8050,0.159968,0.028331,10000
0.8100,0.161286,0.028582,10000
0.8150,0.162648,0.028858,10000
0.8200,0.163990,0.029123,10000
0.8250,0.165368,0.029392,10000
0.8300,0.166760,0.029673,10000
0.8350,0.168158,0.030042,10000
0.8400,0.169551,0.030329,10000
0.8450,0.170992,0.030671,10000
0.8500,0.172376,0.030935,10000
0.8550,0.173796,0.031234,10000
0.8600,0.175231,0.031519,10000
0.8650,0.176712,0.031804,10000
0.8700,0.178173,0.032167,10000
0.8750,0.179648,0.032491,10000
0.8800,0.181156,0.032797,10000
0.8850,0.182661,0.033123,10000
0.8900,0.184194,0.033438,10000
0.8950,0.185733,0.033772,10000
0.9000,0.187322,0.034190,10000
0.9050,0.188951,0.034564,10000
0.9100,0.190544,0.034910,10000
0.9150,0.192185,0.035264,10000
0.9200,0.193807,0.035605,10000
0.9250,0.195426,0.035975,10000
0.9300,0.197100,0.036325,10000
0.9350,0.198849,0.036696,10000
0.9400,0.200564,0.037044,10000
0.9450,0.202389,0.037494,10000
0.9500,0.204246,0.037899,10000
0.9550,0.206010,0.038318,10000
0.9600,0.207853,0.038777,10000
0.9650,0.209722,0.039168,10000
0.9700,0.211586,0.039575,10000
0.9750,0.213524,0.040022,10000
0.9800,0.215564,0.040500,10000
0.9850,0.217672,0.041019,10000
0.9900,0.219723,0.041542,10000
0.9950,0.221912,0.042075,10000
1.0000,1.000000,0.000000,10000
