F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
0.4041,0.001585,0.001585,1.000000,10000
0.8081,0.003139,0.003139,1.000000,10000
1.2122,0.004694,0.004694,1.000000,10000
1.6163,0.006072,0.006072,1.000000,10000
2.0203,0.007606,0.007606,1.000000,10000
2.4244,0.009074,0.009074,1.000000,10000
2.8285,0.010515,0.010515,1.000000,10000
3.2325,0.012033,0.012033,1.000000,10000
3.6366,0.013458,0.013458,1.000000,10000
4.0407,0.015028,0.015028,1.000000,10000
4.4447,0.016530,0.016530,1.000000,10000
4.8488,0.018015,0.018015,1.000000,10000
5.2529,0.019585,0.019585,1.000000,10000
5.6569,0.021065,0.021065,1.000000,10000
6.0610,0.022646,0.022451,0.999800,9998
6.4651,0.024234,0.024038,0.999800,9998
6.8692,0.025863,0.025669,0.999800,9998
7.2732,0.027255,0.027060,0.999800,9998
7.6773,0.028929,0.028735,0.999800,9998
8.0814,0.030470,0.030276,0.999800,9998
8.4854,0.032058,0.031865,0.999800,9998
8.8895,0.033622,0.033429,0.999800,9998
9.2936,0.035289,0.035096,0.999800,9998
9.6976,0.036893,0.036701,0.999800,9998
10.1017,0.038839,0.038454,0.999600,9996
10.5058,0.040460,0.040076,0.999600,9996
10.9098,0.042031,0.041648,0.999600,9996
11.3139,0.043693,0.043310,0.999600,9996
11.7180,0.045224,0.044842,0.999600,9996
12.1220,0.046853,0.046472,0.999600,9996
12.5261,0.048407,0.048026,0.999600,9996
12.9302,0.050102,0.049627,0.999500,9995
13.3342,0.051776,0.051302,0.999500,9995
13.7383,0.053301,0.052827,0.999500,9995
14.1424,0.054967,0.054494,0.999500,9995
14.5464,0.056756,0.056189,0.999400,9994
14.9505,0.058299,0.057733,0.999400,9994
15.3546,0.060164,0.059600,0.999400,9994
15.7586,0.061888,0.061324,0.999400,9994
16.1627,0.063494,0.062931,0.999400,9994
16.5668,0.065204,0.064643,0.999400,9994
16.9708,0.066845,0.066285,0.999400,9994
17.3749,0.068453,0.067801,0.999300,9993
17.7790,0.070418,0.069674,0.999200,9992
18.1830,0.072291,0.071455,0.999100,9991
18.5871,0.074213,0.073286,0.999000,9990
18.9912,0.075928,0.074911,0.998900,9989
19.3952,0.077745,0.076637,0.998800,9988
19.7993,0.079585,0.078386,0.998700,9987
20.2034,0.081627,0.080155,0.998400,9984
20.6075,0.083549,0.081896,0.998200,9982
21.0115,0.085683,0.083758,0.997900,9979
21.4156,0.087913,0.085810,0.997700,9977
21.8197,0.090288,0.087916,0.997400,9974
22.2237,0.092144,0.089778,0.997400,9974
22.6278,0.094281,0.091738,0.997200,9972
23.0319,0.096451,0.093641,0.996900,9969
23.4359,0.098758,0.095502,0.996400,9964
23.8400,0.100791,0.097361,0.996200,9962
24.2441,0.102997,0.099123,0.995700,9957
24.6481,0.105352,0.100766,0.994900,9949
25.0522,0.107660,0.102454,0.994200,9942
25.4563,0.110152,0.104330,0.993500,9935
25.8603,0.112395,0.106138,0.993000,9930
26.2644,0.114770,0.108081,0.992500,9925
26.6685,0.117093,0.110062,0.992100,9921
27.0725,0.119663,0.112027,0.991400,9914
27.4766,0.121995,0.113842,0.990800,9908
27.8807,0.124522,0.115679,0.990000,9900
28.2847,0.127104,0.117574,0.989200,9892
28.6888,0.129858,0.119557,0.988300,9883
29.0929,0.132520,0.121540,0.987500,9875
29.4969,0.135478,0.123558,0.986400,9864
29.9010,0.138628,0.125510,0.985000,9850
30.3051,0.141462,0.127236,0.983700,9837
30.7091,0.144168,0.129278,0.982900,9829
31.1132,0.147440,0.131105,0.981200,9812
31.5173,0.150455,0.133206,0.980100,9801
31.9213,0.153622,0.135113,0.978600,9786
32.3254,0.156995,0.137149,0.977000,9770
32.7295,0.160036,0.139028,0.975600,9756
33.1335,0.163692,0.140926,0.973500,9735
33.5376,0.166758,0.142844,0.972100,9721
33.9417,0.170319,0.144747,0.970100,9701
34.3458,0.173175,0.146723,0.969000,9690
34.7498,0.176503,0.148752,0.967400,9674
35.1539,0.179890,0.150409,0.965300,9653
35.5580,0.183555,0.152362,0.963200,9632
35.9620,0.186701,0.154135,0.961500,9615
