u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000013,10000
0.0100,0.000001,0.000025,10000
0.0150,0.000006,0.000051,10000
0.0200,0.000013,0.000076,10000
0.0250,0.000027,0.000110,10000
0.0300,0.000045,0.000144,10000
0.0350,0.000071,0.000183,10000
0.0400,0.000105,0.000227,10000
0.0450,0.000151,0.000277,10000
0.0500,0.000206,0.000326,10000
0.0550,0.000273,0.000376,10000
0.0600,0.000358,0.000437,10000
0.0650,0.000465,0.000511,10000
0.0700,0.000586,0.000587,10000
0.0750,0.000730,0.000677,10000
0.0800,0.000900,0.000778,10000
0.0850,0.001097,0.000885,10000
0.0900,0.001326,0.001008,10000
0.0950,0.001575,0.001121,10000
0.1000,0.001830,0.001216,10000
0.1050,0.002084,0.001297,10000
0.1100,0.002344,0.001371,10000
0.1150,0.002604,0.001457,10000
0.1200,0.002877,0.001546,10000
0.1250,0.003167,0.001650,10000
0.1300,0.003475,0.001766,10000
0.1350,0.003820,0.001915,10000
0.1400,0.004213,0.002097,10000
0.1450,0.004644,0.002305,10000
0.1500,0.005124,0.002527,10000
0.1550,0.005663,0.002785,10000
0.1600,0.006243,0.003040,10000
0.1650,0.006876,0.003292,10000
0.1700,0.007562,0.003535,10000
0.1750,0.008258,0.003743,10000
0.1800,0.008936,0.003887,10000
0.1850,0.009656,0.004004,10000
0.1900,0.010324,0.004076,10000
0.1950,0.010996,0.004119,10000
0.2000,0.011641,0.004154,10000
0.2050,0.012266,0.004167,10000
0.2100,0.012867,0.004164,10000
0.2150,0.013460,0.004172,10000
0.2200,0.014020,0.004198,10000
0.2250,0.014576,0.004201,10000
0.2300,0.015107,0.004216,10000
0.2350,0.015636,0.004239,10000
0.2400,0.016153,0.004253,10000
0.2450,0.016646,0.004263,10000
0.2500,0.017126,0.004269,10000
0.2550,0.017594,0.004250,10000
0.2600,0.018051,0.004245,10000
0.2650,0.018484,0.004231,10000
0.2700,0.018911,0.004230,10000
0.2750,0.019330,0.004236,10000
0.2800,0.019753,0.004249,10000
0.2850,0.020161,0.004285,10000
0.2900,0.020568,0.004324,10000
0.2950,0.020964,0.004373,10000
0.3000,0.021355,0.004434,10000
0.3050,0.021746,0.004510,10000
0.3100,0.022151,0.004611,10000
0.3150,0.022545,0.004692,10000
0.3200,0.022941,0.004794,10000
0.3250,0.023363,0.004897,10000
0.3300,0.023773,0.004989,10000
0.3350,0.024197,0.005090,10000
0.3400,0.024639,0.005203,10000
0.3450,0.025076,0.005288,10000
0.3500,0.025522,0.005380,10000
0.3550,0.025959,0.005459,10000
0.3600,0.026391,0.005535,10000
0.3650,0.026821,0.005609,10000
0.3700,0.027247,0.005683,10000
0.3750,0.027674,0.005743,10000
0.3800,0.028101,0.005792,10000
0.3850,0.028524,0.005827,10000
0.3900,0.028936,0.005863,10000
0.3950,0.029345,0.005912,10000
0.4000,0.029754,0.005957,10000
0.4050,0.030175,0.006002,10000
0.4100,0.030554,0.006049,10000
0.4150,0.030948,0.006089,10000
0.4200,0.031342,0.006125,10000
0.4250,0.031737,0.006158,10000
0.4300,0.032120,0.006194,10000
0.4350,0.032505,0.006231,10000
0.4400,0.032888,0.006277,10000
0.4450,0.033263,0.006294,10000
0.4500,0.033638,0.006316,10000
0.4550,0.034028,0.006337,10000
0.4600,0.034411,0.006367,10000
0.4650,0.034781,0.006385,10000
0.4700,0.035152,0.006403,10000
0.4750,0.035521,0.006420,10000
0.4800,0.035891,0.006445,10000
0.4850,0.036242,0.006455,10000
0.4900,0.036593,0.006466,10000
0.4950,0.036946,0.006480,10000
0.5000,0.037299,0.006500,10000
0.5050,0.037646,0.006522,10000
0.5100,0.037989,0.006535,10000
0.5150,0.038344,0.006558,10000
0.5200,0.038692,0.006583,10000
0.5250,0.039032,0.006607,10000
0.5300,0.039361,0.006631,10000
0.5350,0.039689,0.006655,10000
0.5400,0.040003,0.006689,10000
0.5450,0.040337,0.006725,10000
0.5500,0.040664,0.006766,10000
0.5550,0.040984,0.006797,10000
0.5600,0.041312,0.006844,10000
0.5650,0.041645,0.006889,10000
0.5700,0.041986,0.006925,10000
0.5750,0.042327,0.006977,10000
0.5800,0.042673,0.007047,10000
0.5850,0.043012,0.007114,10000
0.5900,0.043351,0.007183,10000
0.5950,0.043699,0.007256,10000
0.6000,0.044057,0.007332,10000
0.6050,0.044423,0.007419,10000
0.6100,0.044793,0.007501,10000
0.6150,0.045181,0.007608,10000
0.6200,0.045552,0.007708,10000
0.6250,0.045937,0.007822,10000
0.6300,0.046320,0.007919,10000
0.6350,0.046732,0.008028,10000
0.6400,0.047140,0.008139,10000
0.6450,0.047551,0.008233,10000
0.6500,0.047970,0.008368,10000
0.6550,0.048410,0.008512,10000
0.6600,0.048853,0.008651,10000
0.6650,0.049283,0.008758,10000
0.6700,0.049727,0.008877,10000
0.6750,0.050192,0.009009,10000
0.6800,0.050661,0.009152,10000
0.6850,0.051133,0.009276,10000
0.6900,0.051621,0.009411,10000
0.6950,0.052099,0.009534,10000
0.7000,0.052600,0.009659,10000
0.7050,0.053126,0.009808,10000
0.7100,0.053645,0.009940,10000
0.7150,0.054174,0.010074,10000
0.7200,0.054724,0.010207,10000
0.7250,0.055293,0.010361,10000
0.7300,0.055861,0.010496,10000
0.7350,0.056443,0.010624,10000
0.7400,0.057022,0.010755,10000
0.7450,0.057603,0.010884,10000
0.7500,0.058191,0.011001,10000
0.7550,0.058806,0.011121,10000
0.7600,0.059411,0.011238,10000
0.7650,0.060032,0.011378,10000
0.7700,0.060655,0.011503,10000
0.7750,0.061275,0.011614,10000
0.7800,0.061919,0.011720,10000
0.7850,0.062594,0.011838,10000
0.7900,0.063236,0.011940,10000
0.7950,0.063917,0.012027,10000
0.8000,0.064596,0.012150,10000
0.8050,0.065276,0.012276,10000
0.8100,0.065964,0.012380,10000
0.8150,0.066657,0.012466,10000
0.8200,0.067353,0.012534,10000
0.8250,0.068071,0.012633,10000
0.8300,0.068798,0.012764,10000
0.8350,0.069521,0.012859,10000
0.8400,0.070246,0.012940,10000
0.8450,0.071025,0.013043,10000
0.8500,0.071740,0.013142,10000
0.8550,0.072490,0.013249,10000
0.8600,0.073249,0.013360,10000
0.8650,0.074023,0.013468,10000
0.8700,0.074775,0.013566,10000
0.8750,0.075551,0.013669,10000
0.8800,0.076348,0.013779,10000
0.8850,0.077139,0.013871,10000
0.8900,0.077946,0.013985,10000
