u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000000,10000
0.0100,0.000000,0.000000,10000
0.0150,0.000000,0.000000,10000
0.0200,0.000000,0.000000,10000
0.0250,0.000000,0.000000,10000
0.0300,0.000000,0.000004,10000
0.0350,0.000000,0.000010,10000
0.0400,0.000001,0.000021,10000
0.0450,0.000004,0.000041,10000
0.0500,0.000011,0.000071,10000
0.0550,0.000029,0.000119,10000
0.0600,0.000071,0.000201,10000
0.0650,0.000165,0.000349,10000
0.0700,0.000326,0.000517,10000
0.0750,0.000531,0.000676,10000
0.0800,0.000725,0.000769,10000
0.0850,0.000874,0.000804,10000
0.0900,0.000971,0.000808,10000
0.0950,0.001039,0.000819,10000
0.1000,0.001093,0.000841,10000
0.1050,0.001156,0.000874,10000
0.1100,0.001243,0.000922,10000
0.1150,0.001377,0.001041,10000
0.1200,0.001603,0.001286,10000
0.1250,0.001956,0.001684,10000
0.1300,0.002407,0.002076,10000
0.1350,0.002985,0.002532,10000
0.1400,0.003656,0.002903,10000
0.1450,0.004398,0.003198,10000
0.1500,0.005160,0.003393,10000
0.1550,0.005925,0.003506,10000
0.1600,0.006661,0.003552,10000
0.1650,0.007337,0.003615,10000
0.1700,0.007988,0.003721,10000
0.1750,0.008623,0.003879,10000
0.1800,0.009260,0.004085,10000
0.1850,0.009902,0.004287,10000
0.1900,0.010574,0.004482,10000
0.1950,0.011270,0.004621,10000
0.2000,0.011961,0.004709,10000
0.2050,0.012622,0.004708,10000
0.2100,0.013278,0.004640,10000
0.2150,0.013881,0.004528,10000
0.2200,0.014439,0.004396,10000
0.2250,0.015016,0.004231,10000
0.2300,0.015545,0.004069,10000
0.2350,0.016032,0.003948,10000
0.2400,0.016474,0.003872,10000
0.2450,0.016876,0.003843,10000
0.2500,0.017250,0.003868,10000
0.2550,0.017594,0.003923,10000
0.2600,0.017963,0.004007,10000
0.2650,0.018343,0.004097,10000
0.2700,0.018735,0.004190,10000
0.2750,0.019148,0.004283,10000
0.2800,0.019571,0.004372,10000
0.2850,0.020010,0.004434,10000
0.2900,0.020435,0.004504,10000
0.2950,0.020875,0.004598,10000
0.3000,0.021292,0.004658,10000
0.3050,0.021696,0.004691,10000
0.3100,0.022089,0.004734,10000
0.3150,0.022473,0.004774,10000
0.3200,0.022864,0.004836,10000
0.3250,0.023242,0.004895,10000
0.3300,0.023613,0.004993,10000
0.3350,0.023988,0.005082,10000
0.3400,0.024389,0.005168,10000
0.3450,0.024799,0.005282,10000
0.3500,0.025213,0.005413,10000
0.3550,0.025632,0.005544,10000
0.3600,0.026097,0.005743,10000
0.3650,0.026570,0.005945,10000
0.3700,0.027035,0.006082,10000
0.3750,0.027497,0.006188,10000
0.3800,0.027943,0.006262,10000
0.3850,0.028357,0.006325,10000
0.3900,0.028779,0.006363,10000
0.3950,0.029198,0.006388,10000
0.4000,0.029632,0.006418,10000
0.4050,0.030042,0.006430,10000
0.4100,0.030470,0.006438,10000
0.4150,0.030868,0.006434,10000
0.4200,0.031252,0.006425,10000
0.4250,0.031612,0.006394,10000
0.4300,0.031968,0.006371,10000
0.4350,0.032306,0.006333,10000
0.4400,0.032630,0.006292,10000
0.4450,0.032959,0.006241,10000
0.4500,0.033263,0.006191,10000
0.4550,0.033567,0.006133,10000
0.4600,0.033848,0.006082,10000
0.4650,0.034113,0.006040,10000
0.4700,0.034381,0.005999,10000
0.4750,0.034621,0.005951,10000
0.4800,0.034865,0.005912,10000
0.4850,0.035082,0.005873,10000
0.4900,0.035317,0.005839,10000
0.4950,0.035532,0.005804,10000
0.5000,0.035730,0.005793,10000
0.5050,0.035943,0.005776,10000
0.5100,0.036146,0.005772,10000
0.5150,0.036360,0.005769,10000
0.5200,0.036564,0.005785,10000
0.5250,0.036776,0.005812,10000
0.5300,0.036984,0.005847,10000
0.5350,0.037218,0.005916,10000
0.5400,0.037446,0.005977,10000
0.5450,0.037668,0.006038,10000
0.5500,0.037912,0.006112,10000
0.5550,0.038168,0.006209,10000
0.5600,0.038417,0.006294,10000
0.5650,0.038678,0.006399,10000
0.5700,0.038940,0.006492,10000
0.5750,0.039219,0.006609,10000
0.5800,0.039497,0.006715,10000
0.5850,0.039795,0.006848,10000
0.5900,0.040103,0.006999,10000
0.5950,0.040411,0.007128,10000
0.6000,0.040725,0.007255,10000
0.6050,0.041043,0.007381,10000
0.6100,0.041372,0.007515,10000
0.6150,0.041689,0.007612,10000
0.6200,0.042017,0.007709,10000
0.6250,0.042371,0.007830,10000
0.6300,0.042705,0.007924,10000
0.6350,0.043076,0.008030,10000
0.6400,0.043466,0.008148,10000
0.6450,0.043851,0.008256,10000
0.6500,0.044248,0.008356,10000
0.6550,0.044651,0.008467,10000
0.6600,0.045064,0.008558,10000
0.6650,0.045514,0.008692,10000
0.6700,0.045963,0.008817,10000
0.6750,0.046425,0.008940,10000
0.6800,0.046895,0.009069,10000
0.6850,0.047373,0.009194,10000
0.6900,0.047880,0.009321,10000
0.6950,0.048370,0.009428,10000
0.7000,0.048879,0.009523,10000
0.7050,0.049377,0.009632,10000
0.7100,0.049892,0.009751,10000
0.7150,0.050431,0.009887,10000
0.7200,0.050962,0.010032,10000
0.7250,0.051476,0.010145,10000
0.7300,0.051983,0.010250,10000
0.7350,0.052487,0.010358,10000
0.7400,0.053021,0.010456,10000
0.7450,0.053564,0.010564,10000
0.7500,0.054081,0.010669,10000
0.7550,0.054619,0.010767,10000
0.7600,0.055170,0.010842,10000
0.7650,0.055715,0.010923,10000
0.7700,0.056252,0.011000,10000
0.7750,0.056787,0.011068,10000
0.7800,0.057313,0.011119,10000
0.7850,0.057855,0.011196,10000
0.7900,0.058396,0.011253,10000
0.7950,0.058955,0.011306,10000
0.8000,0.059516,0.011361,10000
0.8050,0.060090,0.011390,10000
0.8100,0.060659,0.011448,10000
0.8150,0.061244,0.011495,10000
0.8200,0.061836,0.011532,10000
0.8250,0.062407,0.011578,10000
0.8300,0.062996,0.011637,10000
0.8350,0.063586,0.011670,10000
0.8400,0.064177,0.011716,10000
0.8450,0.064786,0.011746,10000
0.8500,0.065397,0.011778,10000
0.8550,0.066014,0.011831,10000
0.8600,0.066681,0.011884,10000
0.8650,0.067283,0.011946,10000
0.8700,0.067930,0.011970,10000
