F,phi_mean_all,phi_mean_intact,survival,n_intact
0.0000,0.000000,0.000000,1.000000,10000
3.0830,0.000520,0.000520,1.000000,10000
6.1661,0.001034,0.001034,1.000000,10000
9.2491,0.001550,0.001550,1.000000,10000
12.3321,0.002075,0.002075,1.000000,10000
15.4152,0.002604,0.002604,1.000000,10000
18.4982,0.003127,0.003127,1.000000,10000
21.5812,0.003661,0.003661,1.000000,10000
24.6643,0.004189,0.004189,1.000000,10000
27.7473,0.004726,0.004726,1.000000,10000
30.8303,0.005258,0.005258,1.000000,10000
33.9134,0.005792,0.005792,1.000000,10000
36.9964,0.006338,0.006338,1.000000,10000
40.0794,0.006881,0.006881,1.000000,10000
43.1625,0.007428,0.007428,1.000000,10000
46.2455,0.007979,0.007979,1.000000,10000
49.3285,0.008529,0.008529,1.000000,10000
52.4116,0.009080,0.009080,1.000000,10000
55.4946,0.009640,0.009640,1.000000,10000
58.5776,0.010192,0.010192,1.000000,10000
61.6607,0.010752,0.010752,1.000000,10000
64.7437,0.011317,0.011317,1.000000,10000
67.8267,0.011876,0.011876,1.000000,10000
70.9097,0.012445,0.012445,1.000000,10000
73.9928,0.013014,0.013014,1.000000,10000
77.0758,0.013594,0.013594,1.000000,10000
80.1588,0.014172,0.014172,1.000000,10000
83.2419,0.014754,0.014754,1.000000,10000
86.3249,0.015344,0.015344,1.000000,10000
89.4079,0.015939,0.015939,1.000000,10000
92.4910,0.016528,0.016528,1.000000,10000
95.5740,0.017120,0.017120,1.000000,10000
98.6570,0.017726,0.017726,1.000000,10000
101.7401,0.018334,0.018334,1.000000,10000
104.8231,0.018953,0.018953,1.000000,10000
107.9061,0.019557,0.019557,1.000000,10000
110.9892,0.020172,0.020172,1.000000,10000
114.0722,0.020785,0.020785,1.000000,10000
117.1552,0.021404,0.021404,1.000000,10000
120.2383,0.022023,0.022023,1.000000,10000
123.3213,0.022654,0.022654,1.000000,10000
126.4043,0.023283,0.023283,1.000000,10000
129.4874,0.023915,0.023915,1.000000,10000
132.5704,0.024560,0.024560,1.000000,10000
135.6534,0.025200,0.025200,1.000000,10000
138.7365,0.025857,0.025857,1.000000,10000
141.8195,0.026500,0.026500,1.000000,10000
144.9025,0.027145,0.027145,1.000000,10000
147.9856,0.027794,0.027794,1.000000,10000
151.0686,0.028445,0.028445,1.000000,10000
154.1516,0.029107,0.029107,1.000000,10000
157.2347,0.029778,0.029778,1.000000,10000
