u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000000,10000
0.0100,0.000000,0.000000,10000
0.0150,0.000000,0.000000,10000
0.0200,0.000000,0.000000,10000
0.0250,0.000000,0.000000,10000
0.0300,0.000000,0.000004,10000
0.0350,0.000000,0.000012,10000
0.0400,0.000001,0.000025,10000
0.0450,0.000006,0.000051,10000
0.0500,0.000017,0.000093,10000
0.0550,0.000048,0.000164,10000
0.0600,0.000107,0.000272,10000
0.0650,0.000223,0.000422,10000
0.0700,0.000392,0.000573,10000
0.0750,0.000583,0.000671,10000
0.0800,0.000748,0.000716,10000
0.0850,0.000888,0.000757,10000
0.0900,0.000989,0.000773,10000
0.0950,0.001068,0.000813,10000
0.1000,0.001161,0.000952,10000
0.1050,0.001276,0.001108,10000
0.1100,0.001425,0.001301,10000
0.1150,0.001623,0.001511,10000
0.1200,0.001929,0.001819,10000
0.1250,0.002348,0.002208,10000
0.1300,0.002915,0.002667,10000
0.1350,0.003575,0.003050,10000
0.1400,0.004308,0.003351,10000
0.1450,0.005086,0.003571,10000
0.1500,0.005851,0.003697,10000
0.1550,0.006592,0.003743,10000
0.1600,0.007305,0.003790,10000
0.1650,0.008009,0.003909,10000
0.1700,0.008724,0.004100,10000
0.1750,0.009382,0.004279,10000
0.1800,0.010019,0.004431,10000
0.1850,0.010700,0.004594,10000
0.1900,0.011339,0.004691,10000
0.1950,0.012035,0.004763,10000
0.2000,0.012688,0.004764,10000
0.2050,0.013330,0.004699,10000
0.2100,0.013944,0.004614,10000
0.2150,0.014546,0.004506,10000
0.2200,0.015111,0.004385,10000
0.2250,0.015612,0.004283,10000
0.2300,0.016082,0.004180,10000
0.2350,0.016527,0.004129,10000
0.2400,0.016926,0.004107,10000
0.2450,0.017335,0.004116,10000
0.2500,0.017725,0.004173,10000
0.2550,0.018123,0.004270,10000
0.2600,0.018538,0.004388,10000
0.2650,0.018969,0.004509,10000
0.2700,0.019392,0.004608,10000
0.2750,0.019845,0.004740,10000
0.2800,0.020300,0.004859,10000
0.2850,0.020774,0.004972,10000
0.2900,0.021253,0.005090,10000
0.2950,0.021719,0.005183,10000
0.3000,0.022189,0.005273,10000
0.3050,0.022639,0.005344,10000
0.3100,0.023050,0.005403,10000
0.3150,0.023451,0.005482,10000
0.3200,0.023867,0.005547,10000
0.3250,0.024271,0.005617,10000
0.3300,0.024678,0.005718,10000
0.3350,0.025062,0.005806,10000
0.3400,0.025450,0.005887,10000
0.3450,0.025839,0.005973,10000
0.3500,0.026216,0.006044,10000
0.3550,0.026601,0.006139,10000
0.3600,0.027014,0.006264,10000
0.3650,0.027449,0.006379,10000
0.3700,0.027914,0.006483,10000
0.3750,0.028422,0.006619,10000
0.3800,0.028945,0.006738,10000
0.3850,0.029460,0.006862,10000
0.3900,0.029970,0.006946,10000
0.3950,0.030476,0.007027,10000
0.4000,0.030962,0.007077,10000
0.4050,0.031439,0.007080,10000
0.4100,0.031882,0.007093,10000
0.4150,0.032292,0.007089,10000
0.4200,0.032686,0.007052,10000
0.4250,0.033064,0.007013,10000
0.4300,0.033435,0.006960,10000
0.4350,0.033793,0.006898,10000
0.4400,0.034123,0.006849,10000
0.4450,0.034450,0.006777,10000
0.4500,0.034768,0.006707,10000
0.4550,0.035062,0.006632,10000
0.4600,0.035355,0.006553,10000
0.4650,0.035611,0.006486,10000
0.4700,0.035857,0.006430,10000
0.4750,0.036106,0.006372,10000
0.4800,0.036348,0.006322,10000
0.4850,0.036592,0.006282,10000
0.4900,0.036828,0.006268,10000
0.4950,0.037069,0.006237,10000
0.5000,0.037306,0.006235,10000
0.5050,0.037539,0.006237,10000
0.5100,0.037770,0.006247,10000
0.5150,0.038009,0.006263,10000
0.5200,0.038249,0.006283,10000
0.5250,0.038505,0.006309,10000
0.5300,0.038752,0.006347,10000
0.5350,0.039008,0.006383,10000
0.5400,0.039275,0.006448,10000
0.5450,0.039541,0.006486,10000
0.5500,0.039815,0.006542,10000
0.5550,0.040098,0.006612,10000
0.5600,0.040369,0.006680,10000
0.5650,0.040643,0.006741,10000
0.5700,0.040905,0.006796,10000
0.5750,0.041201,0.006870,10000
0.5800,0.041507,0.006971,10000
0.5850,0.041810,0.007043,10000
0.5900,0.042134,0.007135,10000
0.5950,0.042459,0.007242,10000
0.6000,0.042789,0.007353,10000
0.6050,0.043119,0.007487,10000
0.6100,0.043478,0.007609,10000
0.6150,0.043829,0.007738,10000
0.6200,0.044187,0.007857,10000
0.6250,0.044549,0.007967,10000
0.6300,0.044925,0.008084,10000
0.6350,0.045300,0.008206,10000
0.6400,0.045697,0.008329,10000
0.6450,0.046095,0.008451,10000
0.6500,0.046527,0.008590,10000
0.6550,0.046979,0.008710,10000
0.6600,0.047420,0.008826,10000
0.6650,0.047878,0.008943,10000
0.6700,0.048327,0.009063,10000
0.6750,0.048794,0.009167,10000
0.6800,0.049262,0.009261,10000
0.6850,0.049762,0.009400,10000
0.6900,0.050259,0.009513,10000
0.6950,0.050760,0.009617,10000
0.7000,0.051259,0.009725,10000
0.7050,0.051787,0.009843,10000
0.7100,0.052314,0.009965,10000
0.7150,0.052841,0.010086,10000
0.7200,0.053387,0.010197,10000
0.7250,0.053956,0.010290,10000
0.7300,0.054517,0.010403,10000
0.7350,0.055121,0.010518,10000
0.7400,0.055715,0.010615,10000
0.7450,0.056296,0.010720,10000
0.7500,0.056880,0.010817,10000
0.7550,0.057466,0.010900,10000
0.7600,0.058106,0.011006,10000
0.7650,0.058702,0.011091,10000
0.7700,0.059301,0.011172,10000
0.7750,0.059901,0.011275,10000
0.7800,0.060514,0.011344,10000
0.7850,0.061121,0.011441,10000
0.7900,0.061711,0.011549,10000
0.7950,0.062321,0.011612,10000
0.8000,0.062928,0.011661,10000
0.8050,0.063527,0.011759,10000
0.8100,0.064154,0.011854,10000
0.8150,0.064771,0.011933,10000
0.8200,0.065381,0.012026,10000
0.8250,0.065994,0.012095,10000
0.8300,0.066637,0.012185,10000
0.8350,0.067297,0.012314,10000
0.8400,0.067951,0.012465,10000
0.8450,0.068581,0.012549,10000
0.8500,0.069228,0.012674,10000
0.8550,0.069865,0.012785,10000
0.8600,0.070518,0.012895,10000
0.8650,0.071198,0.013041,10000
0.8700,0.071853,0.013141,10000
