f,num_active_particles,num_deleted_particles,total_deleted_rods,avalanche_sizes
3677.2320605809509,992155,426,1,"1"
3677.8812865875052,992154,427,1,"1"
3715.5207788037224,992153,428,1,"1"
3720.7523866332012,992152,429,1,"1"
3728.284483532083,992151,430,1,"1"
3806.1155703156915,992150,431,1,"1"
3814.4142466692688,992149,432,1,"1"
3816.0459676776386,992148,433,1,"1"
3872.9448528735365,992147,434,1,"1"
3896.4720963860777,992146,435,1,"1"
3898.9033188292874,992144,437,2,"2"
3936.3260505371336,992143,438,1,"1"
3957.3082836296994,992142,439,1,"1"
3979.2562273715253,992141,440,1,"1"
4002.4393897079881,992139,442,2,"2"
4032.6705382023929,992138,443,1,"1"
4033.9821038924711,992135,446,1,"1"
4045.5218236082683,992117,464,1,"1"
4059.0994622534754,992116,465,1,"1"
4114.6316494069606,992115,466,1,"1"
4116.7722217268201,992097,484,1,"1"
4120.6392211582997,992079,502,1,"1"
4131.1210177395014,992078,503,1,"1"
4154.157409788143,992060,521,1,"1"
4157.1867335326797,992059,522,1,"1"
4167.0796971638574,992041,540,1,"1"
4224.4319341650771,992040,541,1,"1"
4246.3494226118182,992022,559,1,"1"
4274.0233773246682,992021,560,1,"1"
4283.6337814988856,992020,561,1,"1"
4303.945887300617,992019,562,1,"1"
4310.0149871525628,992001,580,1,"1"
4339.053768937416,991996,585,1,"1"
4365.5766417822279,991995,586,1,"1"
4367.366781761003,991994,587,1,"1"
4381.703208058535,991992,589,2,"2"
4414.5883315634192,991990,591,2,"2"
4418.5837303615945,991989,592,1,"1"
4444.9925524298988,991987,594,2,"2"
4460.7067718954504,991986,595,1,"1"
4465.108064248082,991985,596,1,"1"
4467.0515266744615,991984,597,1,"1"
4486.5132210332386,991983,598,1,"1"
4495.5154444277332,991973,608,1,"1"
4505.3376365184267,991967,614,2,"2"
4545.349029852985,991965,616,2,"2"
4549.2844476167538,991964,617,1,"1"
4559.5983018852112,991946,635,1,"1"
4589.1221529012437,991945,636,1,"1"
4591.4135951494245,991944,637,1,"1"
4609.7392940840491,991934,647,1,"1"
4611.3239517857228,991925,656,3,"1-1-1"
4651.1462819672288,991924,657,1,"1"
4664.7903942124012,991923,658,1,"1"
4672.085174270168,991920,661,1,"1"
