f,num_active_particles,num_deleted_particles,total_deleted_rods,avalanche_sizes
2305.1405795215583,622753,361,1,"1"
2345.8731505094497,622735,379,1,"1"
2347.2248528700943,622734,380,1,"1"
2402.2918374326746,622733,381,1,"1"
2408.5778592727761,622732,382,1,"1"
2432.7659354505918,622731,383,1,"1"
2461.5663857219288,622730,384,1,"1"
2471.4269013536755,622729,385,1,"1"
2476.113646941541,622728,386,1,"1"
2481.5807059857348,622722,392,2,"2"
2497.1904192777929,622721,393,1,"1"
2497.203054867126,622720,394,1,"1"
2499.9499139069731,622719,395,1,"1"
2516.597603170062,622718,396,1,"1"
2520.7371752308363,622717,397,1,"1"
2531.7289128884622,622716,398,1,"1"
2533.8229218072597,622715,399,1,"1"
2550.8614240168199,622714,400,1,"1"
2551.5720445080065,622712,402,2,"2"
2555.1589179780117,622711,403,1,"1"
2582.0950403491415,622710,404,1,"1"
2590.2203857641298,622692,422,1,"1"
2615.6611135641497,622691,423,1,"1"
2626.6456093167367,622690,424,1,"1"
2627.7973043613069,622685,429,1,"1"
2644.4989380406878,622680,434,1,"1"
2661.0370786404233,622679,435,1,"1"
2669.1656719153757,622677,437,2,"2"
2674.2207419962879,622676,438,1,"1"
2716.6252077509298,622674,440,2,"1-1"
2723.037104853549,622673,441,1,"1"
2755.7325291626184,622663,451,1,"1"
2790.5449362300451,622662,452,1,"1"
2796.4991683365338,622661,453,1,"1"
2809.722088284364,622660,454,1,"1"
2815.3808975233201,622659,455,1,"1"
2820.7196319991326,622658,456,1,"1"
2824.3218031412325,622657,457,1,"1"
2838.2342328523682,622656,458,1,"1"
2843.6773962157945,622654,460,2,"2"
2852.4501872991464,622652,462,2,"1-1"
2862.2098641802195,622651,463,1,"1"
2863.6813522935995,622650,464,1,"1"
2865.6762426856135,622632,482,1,"1"
2871.5509821587507,622631,483,1,"1"
2874.3653317376097,622613,501,1,"1"
2880.2625913324423,622612,502,1,"1"
2889.0725490896234,622594,520,1,"1"
2936.4363228593438,622592,522,2,"1-1"
2947.6236754196739,622591,523,1,"1"
2955.6691076816828,622590,524,1,"1"
2979.6120427129895,622589,525,1,"1"
2979.9478728135791,622571,543,1,"1"
2982.4195901423509,622570,544,1,"1"
3005.1201954516364,622567,547,1,"1"
3006.3283277087849,622566,548,1,"1"
3014.9426953073375,622564,550,2,"1-1"
3046.7891167201556,622563,551,1,"1"
3051.1030612263089,622549,565,1,"1"
3095.9629235080406,622548,566,1,"1"
3120.2573128297904,622530,584,1,"1"
3127.6016952494656,622529,585,1,"1"
3136.5695972808635,622528,586,1,"1"
3145.7203534719843,622510,604,1,"1"
3159.6958417427581,622500,614,1,"1"
3167.6731303448978,622499,615,1,"1"
3179.9740394692139,622498,616,1,"1"
3210.4961675832837,622497,617,1,"1"
3218.8393340035395,622487,627,1,"1"
3221.5757089857416,622486,628,1,"1"
3228.9827422745161,622474,640,1,"1"
3241.7590052849864,622473,641,1,"1"
3310.5110900092823,622464,650,1,"1"
3316.3248087699703,622463,651,1,"1"
3349.8181495134586,622449,665,1,"1"
3379.8992566606926,622448,666,1,"1"
3391.0989885786703,622447,667,1,"1"
3392.7023467472181,622446,668,1,"1"
3422.4953495305836,622445,669,1,"1"
3423.2754007713484,622444,670,1,"1"
3436.8438826728311,622426,688,1,"1"
3453.6400428266156,622424,690,2,"2"
3456.15624616795,622423,691,1,"1"
3462.3377231463178,622420,694,1,"1"
3465.5733353275255,622418,696,2,"2"
3476.1653832203679,622417,697,1,"1"
3481.1471262591685,622414,700,3,"3"
3492.3609621105347,622413,701,1,"1"
3508.1199498425999,622412,702,1,"1"
3515.8106764615732,622411,703,1,"1"
3521.9885556448403,622393,721,1,"1"
3529.9407146263043,622392,722,1,"1"
3532.5163055378052,622391,723,1,"1"
3545.8192035092661,622390,724,1,"1"
3589.2860912732144,622389,725,1,"1"
3595.2586075981208,622388,726,1,"1"
3602.0255429422718,622386,728,2,"2"
3604.2999672045262,622385,729,1,"1"
3635.100942787672,622384,730,1,"1"
3641.3877477640403,622366,748,1,"1"
3643.0224848552361,622365,749,1,"1"
3678.4850963058516,622347,767,1,"1"
3684.5164170619405,622345,769,2,"2"
3700.877804924,622344,770,1,"1"
3701.2392166615032,622326,788,1,"1"
3712.3838649833965,622323,791,1,"1"
3731.7855306556521,622322,792,1,"1"
3739.0220068010926,622321,793,1,"1"
3742.4661355632047,622303,811,1,"1"
3744.5580754339194,622285,829,1,"1"
3746.266956918194,622284,830,1,"1"
3749.260073471567,622283,831,1,"1"
3752.6682611707879,622281,833,2,"2"
3756.4061016328274,622280,834,1,"1"
3785.9165490742075,622279,835,1,"1"
3795.8823718091207,622278,836,1,"1"
3816.8232952367403,622277,837,1,"1"
3850.1851720671239,622275,839,2,"2"
3870.1763140162361,622273,841,2,"2"
3878.8778658233559,622255,859,1,"1"
3880.1298732289306,622237,877,1,"1"
3880.8747424823282,622236,878,1,"1"
3894.3107884710162,622233,881,1,"1"
3936.9313603873725,622232,882,1,"1"
3959.8557873991695,622231,883,1,"1"
3970.5365569524888,622229,885,2,"1-1"
3989.0311761516209,622228,886,1,"1"
4010.5853299163359,622226,888,2,"1-1"
4013.8612374137356,622225,889,1,"1"
4024.8203842175672,622224,890,1,"1"
4034.7354133132758,622214,900,1,"1"
4037.2142883909196,622213,901,1,"1"
4044.1344743799846,622211,903,2,"2"
4050.9785824174282,622206,908,1,"1"
4057.1297280626545,622205,909,1,"1"
4058.2480307304572,622198,916,3,"3"
4079.6602197156644,622193,921,1,"1"
4084.2455414774518,622192,922,1,"1"
4089.1880464126816,622191,923,1,"1"
4089.2434775846305,622190,924,1,"1"
4115.9958569547562,622189,925,1,"1"
4124.8615443589615,622188,926,1,"1"
4133.3103495416517,622187,927,1,"1"
4149.4347865263753,622179,935,4,"3-1"
4151.1634732685652,622178,936,1,"1"
4153.7607747013053,622177,937,1,"1"
4158.2821023868819,622175,939,2,"1-1"
4177.7496283122282,622174,940,1,"1"
4183.283283166822,622172,942,2,"2"
4210.5379611274993,622170,944,2,"2"
4215.5397079979566,622169,945,1,"1"
4219.3134348820977,622168,946,1,"1"
4222.1009060390788,622167,947,1,"1"
4225.8161558466118,622166,948,1,"1"
4233.0837700997927,622148,966,1,"1"
4242.7630626294176,622147,967,1,"1"
4283.6795261644947,622146,968,1,"1"
4285.5285946834811,622138,976,4,"3-1"
4296.0601001481091,622137,977,1,"1"
4296.6886938020307,622136,978,1,"1"
4310.9866898562996,622135,979,1,"1"
4322.3482555274823,622134,980,1,"1"
4333.4142125262752,622116,998,1,"1"
4353.0300727924823,622115,999,1,"1"
4360.3060199571155,622098,1016,1,"1"
4364.32331717938,622080,1034,1,"1"
4408.1444086895481,622079,1035,1,"1"
4423.5889301597099,622073,1041,2,"2"
4428.8689495716653,622069,1045,4,"4"
4436.6668453456805,622068,1046,1,"1"
4448.4635800938386,622067,1047,1,"1"
4448.9701711069447,622065,1049,2,"2"
4449.2786919834562,622062,1052,3,"2-1"
4459.6118388701916,622060,1054,2,"1-1"
4477.8697234648607,622059,1055,1,"1"
4497.5464946343263,622041,1073,2,"2"
4506.5395935769802,622023,1091,1,"1"
4531.1144855338971,622021,1093,2,"1-1"
4536.0613513627459,622020,1094,1,"1"
4537.5766751455512,622010,1104,1,"1"
4540.6611798214117,622009,1105,1,"1"
4541.5289746021926,622008,1106,1,"1"
4544.0235086259245,622007,1107,1,"1"
4547.6227923762535,621989,1125,1,"1"
4573.68400540324,621981,1133,4,"2-1-1"
4575.5853225267629,621977,1137,4,"2-1-1"
4592.9910332235831,621976,1138,1,"1"
4604.4215518293122,621958,1156,1,"1"
4610.3363557167049,621957,1157,1,"1"
4618.2094108888723,621956,1158,1,"1"
4622.5580635540427,621955,1159,1,"1"
4641.7721860018273,621942,1172,3,"1-1-1"
4653.8959716968729,621941,1173,1,"1"
4662.9471898131333,621923,1191,1,"1"
4670.22945569281,621909,1205,2,"2"
4677.6106967354181,621891,1223,1,"1"
4678.9430437513302,621890,1224,1,"1"
4708.1019621847918,621887,1227,1,"1"
4730.7736296275179,621869,1245,1,"1"
4732.7152708323119,621867,1247,2,"2"
4735.5638292812164,621849,1265,1,"1"
4739.496141900855,621847,1267,2,"2"
4780.9324988294784,621846,1268,1,"1"
4785.661932995712,621845,1269,1,"1"
4791.9324056228206,621844,1270,1,"1"
4797.7481029700557,621843,1271,1,"1"
4802.6603720207095,621842,1272,1,"1"
4806.4921470640729,621837,1277,1,"1"
4814.3742632597441,621836,1278,1,"1"
4831.3906004217351,621833,1281,1,"1"
4835.2460993916902,621827,1287,2,"2"
4853.7574015454411,621826,1288,1,"1"
4855.3565197773487,621825,1289,1,"1"
4860.9334362485952,621824,1290,1,"1"
4865.0450191633045,621814,1300,1,"1"
4870.7009580299473,621813,1301,1,"1"
4872.364469766002,621812,1302,1,"1"
4882.3160068465477,621811,1303,1,"1"
4890.6405508591115,621810,1304,1,"1"
4898.1695741466301,621792,1322,1,"1"
4911.7223629806304,621783,1331,1,"1"
4920.479088485502,621782,1332,1,"1"
4938.1912328559629,621781,1333,1,"1"
4945.7639711786451,621763,1351,1,"1"
4948.2993194652099,621745,1369,1,"1"
4949.4504031826073,621733,1381,1,"1"
4958.1168302695714,621730,1384,1,"1"
4960.6981637283316,621727,1387,1,"1"
4960.9213816710262,621726,1388,1,"1"
5002.8283906222978,621725,1389,1,"1"
5004.5969293432845,621724,1390,1,"1"
5006.7575721232824,621722,1392,2,"2"
5008.249629564516,621704,1410,1,"1"
5008.6233814079696,621686,1428,1,"1"
5017.7978568497465,621685,1429,1,"1"
5022.5890161271927,621683,1431,2,"2"
5024.9872635749643,621680,1434,3,"3"
5039.7801952393002,621679,1435,1,"1"
5047.0597930872318,621677,1437,2,"2"
5062.3512988993198,621676,1438,1,"1"
5093.2887795427941,621658,1456,1,"1"
5093.5813528709759,621640,1474,1,"1"
5102.6575136828706,621639,1475,1,"1"
5114.4701442976084,621638,1476,1,"1"
5115.2253403075765,621637,1477,1,"1"
5125.3139393450138,621636,1478,1,"1"
5127.3084312993187,621635,1479,1,"1"
5141.1525887154276,621634,1480,1,"1"
5142.8666360067682,621616,1498,1,"1"
5145.4350694831746,621614,1500,2,"2"
5157.9867469120918,621612,1502,2,"2"
5164.9564846898093,621611,1503,1,"1"
5177.7611526201099,621593,1521,1,"1"
5183.0134851360672,621575,1539,1,"1"
5187.7960141924277,621574,1540,1,"1"
5208.3655729874845,621573,1541,1,"1"
5212.5993918843715,621572,1542,1,"1"
5213.4085977743925,621571,1543,1,"1"
5217.6993659334667,621566,1548,1,"1"
5219.0279685306068,621565,1549,1,"1"
5224.0302328907692,621564,1550,1,"1"
5228.1923063714657,621563,1551,1,"1"
5233.4187312081922,621561,1553,2,"2"
5237.3553596353559,621559,1555,2,"1-1"
5241.2162989137096,621558,1556,1,"1"
5249.482973650518,621554,1560,4,"4"
5253.6618199821942,621553,1561,1,"1"
5257.7069910113723,621552,1562,1,"1"
5262.5424894361131,621551,1563,1,"1"
5266.6570358769004,621533,1581,1,"1"
5280.2561608018477,621532,1582,1,"1"
5280.9093730292525,621531,1583,1,"1"
5283.4877880520589,621513,1601,1,"1"
5284.1488377486285,621512,1602,1,"1"
5284.7808003978826,621502,1612,1,"1"
5285.0253226560126,621500,1614,2,"1-1"
5288.7286114685385,621499,1615,1,"1"
5305.7074402881017,621498,1616,1,"1"
5306.9308788494791,621496,1618,2,"2"
5312.7257330418142,621493,1621,3,"3"
5315.2778432289506,621491,1623,2,"2"
5315.7268699582401,621489,1625,2,"1-1"
5321.0308489844365,621488,1626,1,"1"
5321.0937666496375,621487,1627,1,"1"
5321.4215160930435,621485,1629,2,"1-1"
5327.8558264981702,621467,1647,1,"1"
5329.3663869351112,621457,1657,1,"1"
5339.3124734443973,621456,1658,1,"1"
5348.9383669669005,621455,1659,1,"1"
5361.2502093410085,621449,1665,2,"2"
5361.5689976577996,621442,1672,3,"2-1"
5362.901215360077,621441,1673,1,"1"
5362.9370687458049,621437,1677,4,"3-1"
5368.1567126784275,621423,1691,1,"1"
5390.8059729256529,621422,1692,1,"1"
5402.62753096912,621421,1693,1,"1"
5415.6693870155323,621416,1698,5,"3-2"
5416.4875816648937,621402,1712,1,"1"
5418.6953333012552,621399,1715,3,"2-1"
5422.3308148237875,621397,1717,2,"2"
5426.8511329481016,621391,1723,2,"1-1"
5439.2025889496636,621381,1733,1,"1"
5454.7916879055965,621380,1734,1,"1"
5456.0244987921233,621366,1748,2,"1-1"
5456.9435428402148,621365,1749,1,"1"
5463.0058370063252,621364,1750,1,"1"
5464.1244542876302,621346,1768,1,"1"
5475.5975744785774,621344,1770,2,"1-1"
5478.7391969218161,621343,1771,1,"1"
5489.5300788531977,621333,1781,1,"1"
5507.5969615884369,621323,1791,1,"1"
5515.309431349614,621305,1809,1,"1"
5515.5186098774448,621304,1810,1,"1"
5516.7743812242943,621286,1828,1,"1"
5527.6641161511516,621276,1838,1,"1"
5529.1853274198766,621275,1839,1,"1"
5536.8206149285043,621274,1840,1,"1"
5541.0733357410772,621273,1841,1,"1"
5542.1419647887342,621272,1842,1,"1"
5550.0927145194037,621270,1844,2,"2"
5553.9125388482553,621268,1846,2,"1-1"
5567.8300620101336,621267,1847,1,"1"
5567.9631162153719,621266,1848,1,"1"
5572.4278022985964,621248,1866,1,"1"
5577.8012667909952,621247,1867,1,"1"
5581.7086902550609,621246,1868,1,"1"
5590.0972415364449,621245,1869,1,"1"
5627.8929601351138,621235,1879,1,"1"
5627.986815496216,621234,1880,1,"1"
5629.1551219134344,621216,1898,1,"1"
5633.0999130101272,621215,1899,1,"1"
5644.6637057602356,621213,1901,2,"1-1"
5648.8245392683812,621212,1902,1,"1"
5656.7977044346753,621211,1903,1,"1"
5659.6132209019424,621206,1908,1,"1"
5667.5868968470013,621203,1911,1,"1"
5679.3372522329619,621202,1912,1,"1"
5730.525947803103,621195,1919,3,"3"
5737.6345624567648,621194,1920,1,"1"
5751.3765085874702,621191,1923,3,"3"
5766.0295442222441,621190,1924,1,"1"
5777.4047441743141,621176,1938,1,"1"
5795.369649286522,621122,1992,3,"3"
5799.3656585113504,621120,1994,2,"2"
5803.3366161941913,621119,1995,1,"1"
5833.109014680289,621101,2013,1,"1"
5839.9456334941597,621096,2018,1,"1"
5850.311811588379,621095,2019,1,"1"
5865.2621211000196,621094,2020,1,"1"
5882.3636316244883,621092,2022,2,"2"
5893.5969918790788,621089,2025,3,"3"
5949.4201810212408,621088,2026,1,"1"
5993.7934986936843,621087,2027,1,"1"
5996.7590321669832,621077,2037,1,"1"
6010.6366104126027,621068,2046,1,"1"
6018.890461984457,621067,2047,1,"1"
6049.6333156034461,621065,2049,2,"2"
6057.5982649570378,621060,2054,1,"1"
6069.4574009061034,621042,2072,1,"1"
6080.7783178808231,621023,2091,3,"3"
6099.8374657403574,621018,2096,1,"1"
6103.2002282662688,621017,2097,1,"1"
6105.0243202605579,620999,2115,1,"1"
6110.3862824318139,620994,2120,1,"1"
6116.8407904045243,620976,2138,1,"1"
6122.8229376134304,620958,2156,1,"1"
6124.1000905407291,620957,2157,1,"1"
6155.3381156857586,620955,2159,2,"2"
6163.9426314744833,620954,2160,1,"1"
6173.2788553064747,620944,2170,1,"1"
6196.6406854451852,620941,2173,3,"3"
6214.0867044436745,620923,2191,1,"1"
6264.0275446437117,620905,2209,1,"1"
6270.4992202389876,620903,2211,2,"2"
6274.5500031355805,620885,2229,1,"1"
6293.1757912388066,620880,2234,1,"1"
6310.7165735482904,620879,2235,1,"1"
6348.9710470015298,620878,2236,1,"1"
6367.3477953514721,620877,2237,1,"1"
6369.5491551294581,620859,2255,1,"1"
6386.4750333366846,620858,2256,1,"1"
6387.0957510947628,620855,2259,3,"2-1"
6389.9666561770237,620845,2269,2,"1-1"
6405.0431095610147,620831,2283,1,"1"
6405.3965571282724,620830,2284,1,"1"
6473.4944392897951,620829,2285,1,"1"
6478.9077566353617,620828,2286,1,"1"
6492.5566673689318,620810,2304,1,"1"
6497.7574814483542,620792,2322,1,"1"
6499.1689325924244,620789,2325,1,"1"
6504.4853170475099,620788,2326,1,"1"
6513.3061353226549,620783,2331,1,"1"
6520.1330678657914,620765,2349,1,"1"
6520.9057333782612,620759,2355,2,"1-1"
6527.3895910967967,620756,2358,3,"3"
6529.1462755517987,620753,2361,3,"2-1"
6542.0030396652692,620735,2379,1,"1"
6549.6126912201235,620717,2397,1,"1"
6553.9800597952872,620712,2402,1,"1"
6577.6170843187492,620708,2406,4,"4"
6577.6261977111935,620699,2415,1,"1"
6602.0038129932818,620681,2433,1,"1"
6660.4003319818867,620680,2434,1,"1"
6671.031317981824,620662,2452,1,"1"
6689.9742256004374,620653,2461,5,"4-1"
6720.0693886692779,620648,2466,1,"1"
6720.2050840328257,620630,2484,1,"1"
6753.4513283521537,620629,2485,1,"1"
6759.2275418709605,620627,2487,2,"2"
6774.9255543304353,620624,2490,1,"1"
6808.0394879748164,620623,2491,1,"1"
6816.0975722345838,620605,2509,1,"1"
6816.2186971769888,620602,2512,1,"1"
6847.2929751334759,620584,2530,1,"1"
6848.0854243261238,620575,2539,1,"1"
6849.9498814238405,620557,2557,1,"1"
6856.4913344729994,620556,2558,1,"1"
6867.2707465281665,620555,2559,1,"1"
6871.5688274144486,620537,2577,1,"1"
6875.7461592206555,620519,2595,1,"1"
6881.6897483346374,620518,2596,1,"1"
6887.6759409914557,620517,2597,1,"1"
6949.2787272939377,620514,2600,3,"2-1"
6957.078147326064,620509,2605,1,"1"
6973.1379083151332,620495,2619,1,"1"
6975.2653831932566,620477,2637,1,"1"
6976.3289119294259,620441,2673,2,"1-1"
6980.0315426866637,620430,2684,1,"1"
6997.787288447118,620416,2698,1,"1"
7004.7235942269981,620402,2712,1,"1"
7005.3446378566341,620400,2714,2,"2"
7032.2468671029483,620399,2715,1,"1"
7039.3364889760933,620389,2725,2,"2"
7040.9074756914633,620371,2743,1,"1"
7043.852085445531,620370,2744,1,"1"
7065.4088364330937,620369,2745,1,"1"
7087.0956977194837,620368,2746,1,"1"
7101.2004464086294,620363,2751,1,"1"
7103.3667086386386,620353,2761,1,"1"
7166.3434185256046,620340,2774,3,"2-1"
7179.9914827604389,620339,2775,1,"1"
7205.8976496342057,620321,2793,1,"1"
7215.8459582721762,620320,2794,1,"1"
7227.4929618007855,620302,2812,1,"1"
7229.5193864521725,620301,2813,1,"1"
7245.2682623989731,620283,2831,1,"1"
7249.3949211124727,620282,2832,1,"1"
7271.6056081008728,620281,2833,1,"1"
7278.3457784756802,620273,2841,2,"1-1"
7292.4189706772213,620272,2842,1,"1"
7323.1099787850635,620270,2844,2,"2"
7356.5985910677091,620269,2845,1,"1"
7365.768240352354,620267,2847,2,"2"
7374.5761229078562,620249,2865,1,"1"
7377.7383163815102,620231,2883,1,"1"
7403.4348768467835,620225,2889,2,"2"
7409.8117361206896,620222,2892,3,"3"
7425.7918421045697,620216,2898,2,"2"
7433.1726466055979,620215,2899,1,"1"
7433.4851841643203,620202,2912,1,"1"
7451.7672731487728,620184,2930,1,"1"
7464.7323191484456,620167,2947,1,"1"
7476.77464883425,620164,2950,3,"3"
7480.3385561309624,620163,2951,1,"1"
7487.4819116713579,620145,2969,1,"1"
7500.9475479430575,620144,2970,1,"1"
7511.6755724310115,620126,2988,1,"1"
7514.8215777085215,620108,3006,1,"1"
7515.484870160325,620098,3016,1,"1"
7519.7744224030539,620093,3021,1,"1"
7520.8808681065811,620090,3024,3,"3"
7526.7915804651284,620085,3029,1,"1"
7526.8411759133714,620083,3031,2,"1-1"
7542.5133868421626,620080,3034,1,"1"
7554.0499412437766,620070,3044,1,"1"
7556.0395098980152,620034,3080,2,"2"
7565.451707269779,620032,3082,2,"1-1"
7573.2268881904456,620014,3100,1,"1"
7578.5313932456675,620013,3101,1,"1"
7587.228691134349,619995,3119,1,"1"
7614.2094276452463,619994,3120,1,"1"
7639.2726326726479,619964,3150,3,"3"
7653.5026979274453,619963,3151,1,"1"
7661.7279342876327,619951,3163,1,"1"
7670.9245553775199,619933,3181,1,"1"
7685.8682815409602,619931,3183,2,"2"
7691.5148346950427,619929,3185,2,"1-1"
7691.9257636075508,619914,3200,3,"2-1"
7695.3186448660199,619913,3201,1,"1"
7713.8299304174461,619907,3207,2,"2"
7717.0766112938472,619889,3225,1,"1"
7718.8867687321153,619888,3226,1,"1"
7726.86132827847,619878,3236,1,"1"
7733.9942406432765,619877,3237,1,"1"
7739.0890134021556,619859,3255,1,"1"
7755.1102473428627,619841,3273,1,"1"
7757.6903983486764,619832,3282,1,"1"
7769.3633797764123,619814,3300,1,"1"
7770.6552110907351,619813,3301,1,"1"
7797.470355180737,619812,3302,1,"1"
7809.28729022071,619798,3316,2,"2"
7811.8569539815026,619797,3317,1,"1"
7813.0411283392223,619779,3335,1,"1"
7823.0539908668261,619765,3349,1,"1"
7845.4670014345693,619764,3350,1,"1"
7866.5280770098743,619763,3351,1,"1"
7883.8329308821612,619745,3369,1,"1"
7903.2102584600034,619735,3379,1,"1"
7914.0373871639158,619734,3380,1,"1"
7926.8808109189567,619733,3381,1,"1"
7931.1193926898641,619715,3399,1,"1"
7932.6508142713756,619697,3417,1,"1"
7933.9387265388614,619687,3427,1,"1"
7937.3372828715701,619674,3440,1,"1"
7946.2099790236343,619656,3458,1,"1"
7970.121970250606,619647,3467,1,"1"
7999.1174879141236,619642,3472,1,"1"
8034.4175957261587,619624,3490,1,"1"
8043.6244647343647,619613,3501,1,"1"
8074.0432051886337,619595,3519,1,"1"
8082.0653173717556,619577,3537,1,"1"
8082.8462536865754,619572,3542,1,"1"
8109.7519853971162,619562,3552,2,"2"
8136.3265647558765,619557,3557,1,"1"
8184.4892047868334,619547,3567,1,"1"
8185.483082189975,619546,3568,1,"1"
8201.7795499365566,619528,3586,1,"1"
8203.5104644818693,619510,3604,1,"1"
8226.0109318088798,619492,3622,1,"1"
8226.3548217564112,619474,3640,1,"1"
8245.6560943729728,619456,3658,1,"1"
8254.4225625261206,619431,3683,5,"4-1"
8254.8865275494409,619413,3701,1,"1"
8268.4979684281716,619395,3719,1,"1"
8276.2335617662011,619390,3724,1,"1"
8276.2416934479188,619385,3729,1,"1"
8277.069558759702,619375,3739,1,"1"
8295.4247699905009,619365,3749,1,"1"
8298.5657552284592,619347,3767,1,"1"
8301.0794645178321,619329,3785,1,"1"
8340.8502556686162,619311,3803,1,"1"
8393.4703659174756,619293,3821,1,"1"
8425.0356856555263,619275,3839,1,"1"
8437.0463932335115,619272,3842,1,"1"
8438.8264685732665,619254,3860,1,"1"
8464.6499951885689,619249,3865,1,"1"
8467.1446662256367,619248,3866,1,"1"
8471.634788131887,619230,3884,1,"1"
8529.9413466059268,619212,3902,1,"1"
8535.5355198456018,619194,3920,1,"1"
8555.2846968379108,619176,3938,1,"1"
8575.6015585967016,619158,3956,1,"1"
8590.5929048072685,619153,3961,1,"1"
8604.2814576966484,619135,3979,1,"1"
8623.6014092923251,619130,3984,1,"1"
8644.5161649850143,619112,4002,1,"1"
8649.6740744609815,619094,4020,1,"1"
8669.9997648021272,619076,4038,1,"1"
8686.2159945142866,619062,4052,2,"2"
8736.8096699693524,619044,4070,1,"1"
8773.1548399537551,619041,4073,1,"1"
8788.364171234125,619036,4078,1,"1"
8788.5587238820335,619018,4096,1,"1"
8798.064910524261,619000,4114,1,"1"
8829.6354305068289,618991,4123,1,"1"
8859.2538382515741,618973,4141,1,"1"
8863.7055733466059,618955,4159,1,"1"
8867.156649731598,618950,4164,1,"1"
8879.5521015288705,618945,4169,1,"1"
8934.0943822798945,618935,4179,2,"2"
8945.2377183605422,618917,4197,1,"1"
8967.2523909996653,618912,4202,1,"1"
8976.2348109729737,618894,4220,1,"1"
8989.7194792816717,618885,4229,1,"1"
8991.5049935518855,618880,4234,1,"1"
9006.8853765135627,618861,4253,3,"2-1"
9018.8929401062596,618843,4271,1,"1"
9051.2734866933697,618833,4281,2,"2"
9057.3575615029749,618815,4299,1,"1"
9059.2873990496173,618797,4317,1,"1"
9066.7231995809871,618777,4337,2,"2"
9086.0669332986236,618759,4355,1,"1"
9110.0362865232146,618758,4356,1,"1"
9112.0277571974857,618740,4374,1,"1"
9123.0636371078162,618730,4384,1,"1"
9124.2208166079199,618725,4389,1,"1"
9144.8890072364447,618707,4407,1,"1"
9171.4244357033258,618689,4425,1,"1"
9174.5166257170513,618671,4443,1,"1"
9174.949227682202,618653,4461,1,"1"
9179.7328198480191,618635,4479,1,"1"
9183.5067637957709,618617,4497,1,"1"
