uid: 0 0 -9 0
uid: 1 0 0 1
uid: 2 0 3 -1
uid: 3 1 -9 0
uid: 4 2 7 0
uid: 5 1 -20 1
uid: 6 3 21 0
uid: 7 2 30 0
uid: 8 -1 -14 0
uid: 9 -1 0 -1
uid: 10 -1 19 -1
uid: 11 3 19 1
uid: 12 -1 -13 -2
uid: 13 2 38 -1
uid: 14 1 -35 0
uid: 15 4 22 0
uid: 16 3 38 -1
uid: 17 -2 22 -1
uid: 18 1 -41 -1
uid: 19 3 16 -1
uid: 20 2 -57 -1
uid: 21 -3 39 -1
uid: 22 0 -27 0
uid: 23 3 40 0
uid: 24 0 4 2
uid: 25 2 -11 0
uid: 26 -1 9 -2
uid: 27 1 -35 -2
uid: 28 2 -68 0
uid: 29 3 56 -1
uid: 30 -1 11 0
uid: 31 3 58 0
uid: 32 -2 -16 0
uid: 33 3 6 2
uid: 34 3 32 -2
uid: 35 3 -41 -1
uid: 36 3 -82 0
uid: 37 0 -20 1
uid: 38 -3 50 0
uid: 39 4 -80 0
uid: 40 5 -70 0
uid: 41 -3 50 1
uid: 42 -1 -26 -3
uid: 43 3 -20 0
uid: 44 2 -14 1
uid: 45 2 -71 1
uid: 46 5 -92 0
uid: 47 -4 62 0
uid: 48 3 73 1
uid: 49 3 -94 -1
uid: 50 4 -41 -1
uid: 51 3 -43 0
uid: 52 5 -57 1
uid: 53 -1 0 1
uid: 54 1 -54 0
uid: 55 4 71 1
uid: 56 3 33 2
uid: 57 3 87 0
uid: 58 2 99 0
uid: 59 3 88 -1
uid: 60 2 109 1
uid: 61 0 -48 0
uid: 62 -1 -35 -4
uid: 63 3 -86 -2
uid: 64 2 -63 -2
uid: 65 6 -92 0
uid: 66 2 -107 -1
uid: 67 -1 -39 -5
uid: 68 4 -95 -1
uid: 69 3 106 1
uid: 70 1 124 1
uid: 71 3 29 -3
uid: 72 7 -107 0
uid: 73 3 107 2
uid: 74 -1 -8 -3
uid: 75 2 69 1
uid: 76 0 -26 -1
uid: 77 2 -86 2
uid: 78 -2 -26 -3
uid: 79 3 -99 2
uid: 80 1 -76 -2
uid: 81 1 100 0
uid: 82 0 -72 -2
uid: 83 0 124 1
uid: 84 -2 40 -1
uid: 85 3 75 -2
uid: 86 -1 113 1
uid: 87 -2 -40 -4
uid: 88 0 132 0
uid: 89 3 -21 -1
uid: 90 -2 -44 -3
uid: 91 6 -97 1
uid: 92 2 -68 2
uid: 93 4 6 2
uid: 94 4 55 0
uid: 95 5 49 0
uid: 96 2 -120 -2
uid: 97 1 -6 -1
uid: 98 5 -101 -1
uid: 99 1 -105 -1
uid: 100 0 -30 -3
