ts,event_fraction,cumulative_size_fraction
2,0.28500000000000003,0.03683358890100013
2,0.28600000000000003,0.03696282956381066
2,0.28700000000000003,0.037092070226621185
2,0.28800000000000003,0.03722131088943171
2,0.289,0.037350551552242234
2,0.29,0.03747979221505276
2,0.291,0.03760903287786328
2,0.292,0.037738273540673814
2,0.293,0.03786751420348434
2,0.294,0.03799675486629486
2,0.295,0.038125995529105394
2,0.296,0.03825523619191592
2,0.297,0.03838447685472645
2,0.298,0.038513717517536974
2,0.299,0.0386429581803475
2,0.3,0.03877219884315803
2,0.301,0.038901439505968555
2,0.302,0.03903068016877908
2,0.303,0.03915992083158961
2,0.304,0.039289161494400135
2,0.305,0.03941840215721066
2,0.306,0.03954764282002119
2,0.307,0.039676883482831715
2,0.308,0.03980612414564224
2,0.309,0.03993536480845277
2,0.31,0.040064605471263295
2,0.311,0.04019384613407382
2,0.312,0.04032308679688435
2,0.313,0.040452327459694876
2,0.314,0.04058156812250541
2,0.315,0.04071080878531593
2,0.316,0.040840049448126456
2,0.317,0.04096929011093699
2,0.318,0.04109853077374751
2,0.319,0.041227771436558036
2,0.32,0.04135701209936857
2,0.321,0.04148625276217909
2,0.322,0.041615493424989616
2,0.323,0.04174473408780015
2,0.324,0.04187397475061067
2,0.325,0.0420032154134212
2,0.326,0.04213245607623173
2,0.327,0.04226169673904225
2,0.328,0.04239093740185278
2,0.329,0.04252017806466331
2,0.33,0.04264941872747383
2,0.331,0.042778659390284364
2,0.332,0.04290790005309489
2,0.333,0.04303714071590541
2,0.334,0.043166381378715944
2,0.335,0.04329562204152647
2,0.336,0.04342486270433699
2,0.337,0.043554103367147524
2,0.338,0.04368334402995805
2,0.339,0.04381258469276857
2,0.34,0.043941825355579105
2,0.341,0.04407106601838963
2,0.342,0.044200306681200154
2,0.343,0.044329547344010685
2,0.34400000000000003,0.04445878800682121
2,0.34500000000000003,0.044588028669631734
2,0.34600000000000003,0.044717269332442265
2,0.34700000000000003,0.04484650999525279
2,0.34800000000000003,0.04497575065806332
2,0.34900000000000003,0.045104991320873845
2,0.35000000000000003,0.04523423198368437
2,0.35100000000000003,0.0453634726464949
2,0.352,0.04549271330930542
2,0.353,0.04562195397211594
2,0.354,0.045751194634926474
2,0.355,0.045880435297737
2,0.356,0.04600967596054752
2,0.357,0.046138916623358055
2,0.358,0.04626815728616858
2,0.359,0.046397397948979104
2,0.36,0.046526638611789635
2,0.361,0.04665587927460016
2,0.362,0.046785119937410684
2,0.363,0.046914360600221215
2,0.364,0.04704360126303174
2,0.365,0.047172841925842264
2,0.366,0.047302082588652795
2,0.367,0.04743132325146332
2,0.368,0.04756056391427385
2,0.369,0.047689804577084376
2,0.37,0.0478190452398949
2,0.371,0.04794828590270543
2,0.372,0.04813816558375055
2,0.373,0.04833202657796634
2,0.374,0.04852588757218213
2,0.375,0.04871974856639792
2,0.376,0.04891360956061371
2,0.377,0.0491074705548295
2,0.378,0.04930133154904529
2,0.379,0.04949519254326108
2,0.38,0.04968905353747687
2,0.381,0.04988291453169266
2,0.382,0.05007677552590845
2,0.383,0.05027063652012424
2,0.384,0.05046449751434003
2,0.385,0.05065835850855582
2,0.386,0.05085221950277161
2,0.387,0.0510460804969874
2,0.388,0.05123994149120319
2,0.389,0.051433802485418983
2,0.39,0.051627663479634774
2,0.391,0.051821524473850564
2,0.392,0.052015385468066354
2,0.393,0.052209246462282144
2,0.394,0.052403107456497934
2,0.395,0.052596968450713724
2,0.396,0.052790829444929514
2,0.397,0.052984690439145304
2,0.398,0.053178551433361095
2,0.399,0.053372412427576885
2,0.4,0.05356627342179268
2,0.401,0.053760134416008465
2,0.402,0.05395399541022426
2,0.403,0.054147856404440045
2,0.404,0.05434171739865584
2,0.405,0.054535578392871625
2,0.406,0.05472943938708742
2,0.40700000000000003,0.05492330038130321
2,0.40800000000000003,0.055117161375519
2,0.40900000000000003,0.05531102236973479
2,0.41000000000000003,0.05550488336395058
2,0.41100000000000003,0.05569874435816637
2,0.41200000000000003,0.05589260535238216
2,0.41300000000000003,0.05608646634659795
2,0.41400000000000003,0.05628032734081374
2,0.41500000000000004,0.05647418833502953
2,0.41600000000000004,0.056668049329245324
2,0.417,0.0568619103234611
2,0.418,0.05705577131767689
2,0.419,0.05724963231189268
2,0.42,0.05744349330610847
2,0.421,0.05763735430032426
2,0.422,0.05783121529454005
2,0.423,0.05802507628875584
2,0.424,0.05821893728297163
2,0.425,0.05841279827718742
2,0.426,0.05860665927140321
2,0.427,0.058800520265619
2,0.428,0.05899438125983479
2,0.429,0.05918824225405059
2,0.43,0.05938210324826637
2,0.431,0.05957596424248217
2,0.432,0.05976982523669795
2,0.433,0.05996368623091375
2,0.434,0.06015754722512953
2,0.435,0.06035140821934533
2,0.436,0.06054526921356111
2,0.437,0.06073913020777691
2,0.438,0.06093299120199269
2,0.439,0.06112685219620849
2,0.44,0.06132071319042427
2,0.441,0.06151457418464007
2,0.442,0.06170843517885585
2,0.443,0.06190229617307165
2,0.444,0.06209615716728744
2,0.445,0.06229001816150323
2,0.446,0.06248387915571902
2,0.447,0.06267774014993481
2,0.448,0.0628716011441506
2,0.449,0.06306546213836639
2,0.45,0.06325932313258217
2,0.451,0.06345318412679797
2,0.452,0.06364704512101377
2,0.453,0.06384090611522955
2,0.454,0.06403476710944533
2,0.455,0.06422862810366113
2,0.456,0.06442248909787693
2,0.457,0.06461635009209271
2,0.458,0.0648102110863085
2,0.459,0.06500407208052429
2,0.46,0.06519793307474009
2,0.461,0.06539179406895587
2,0.462,0.06558565506317166
2,0.463,0.06577951605738745
2,0.464,0.06597337705160325
2,0.465,0.06616723804581903
2,0.466,0.06636109904003482
2,0.467,0.06655496003425061
2,0.468,0.06674882102846641
2,0.46900000000000003,0.06694268202268219
2,0.47000000000000003,0.06713654301689798
2,0.47100000000000003,0.06733040401111377
2,0.47200000000000003,0.06752426500532957
2,0.47300000000000003,0.06771812599954535
2,0.47400000000000003,0.06791198699376114
2,0.47500000000000003,0.06810584798797693
2,0.47600000000000003,0.06829970898219273
2,0.47700000000000004,0.06849356997640851
2,0.47800000000000004,0.0686874309706243
2,0.47900000000000004,0.0688812919648401
2,0.48,0.06907515295905588
2,0.481,0.06926901395327166
2,0.482,0.06946287494748746
2,0.483,0.06965673594170324
2,0.484,0.06985059693591904
2,0.485,0.07004445793013483
2,0.486,0.07023831892435062
2,0.487,0.0704321799185664
2,0.488,0.0706260409127822
2,0.489,0.070819901906998
2,0.49,0.07101376290121378
2,0.491,0.07120762389542956
2,0.492,0.07140148488964536
2,0.493,0.07159534588386116
2,0.494,0.07178920687807694
2,0.495,0.07198306787229272
2,0.496,0.07217692886650852
2,0.497,0.07237078986072432
2,0.498,0.0725646508549401
2,0.499,0.07275851184915588
2,0.5,0.07295237284337168
2,0.501,0.07314623383758748
2,0.502,0.07334009483180326
2,0.503,0.07353395582601904
2,0.504,0.07372781682023484
2,0.505,0.07392167781445064
2,0.506,0.07411553880866642
2,0.507,0.0743093998028822
2,0.508,0.074503260797098
2,0.509,0.0746971217913138
2,0.51,0.07489098278552958
2,0.511,0.07508484377974536
2,0.512,0.07527870477396116
2,0.513,0.07547256576817696
2,0.514,0.07566642676239274
2,0.515,0.07586028775660854
2,0.516,0.07605414875082432
2,0.517,0.07624800974504012
2,0.518,0.0764418707392559
2,0.519,0.07669816159962599
2,0.52,0.07695664292524705
2,0.521,0.0772151242508681
2,0.522,0.07747360557648915
2,0.523,0.07773208690211021
2,0.524,0.07799056822773126
2,0.525,0.07824904955335232
2,0.526,0.07850753087897337
2,0.527,0.07876601220459442
2,0.528,0.07902449353021548
2,0.529,0.07928297485583653
2,0.53,0.07954145618145758
2,0.531,0.07979993750707864
2,0.532,0.0800584188326997
2,0.533,0.08031690015832074
2,0.534,0.0805753814839418
2,0.535,0.08083386280956285
2,0.536,0.08109234413518392
2,0.537,0.08135082546080497
2,0.538,0.08160930678642601
2,0.539,0.08186778811204708
2,0.54,0.08212626943766813
2,0.541,0.08238475076328917
2,0.542,0.08264323208891024
2,0.543,0.08290171341453129
2,0.544,0.08316019474015235
2,0.545,0.0834186760657734
2,0.546,0.08367715739139445
2,0.547,0.08393563871701551
2,0.548,0.08419412004263656
2,0.549,0.08445260136825761
2,0.55,0.08471108269387867
2,0.551,0.08496956401949972
2,0.552,0.08522804534512077
2,0.553,0.08548652667074183
2,0.554,0.08574500799636288
2,0.555,0.08600348932198394
2,0.556,0.08626197064760499
2,0.557,0.08652045197322604
2,0.558,0.0867789332988471
2,0.559,0.08703741462446815
2,0.56,0.08729589595008921
2,0.561,0.08755437727571026
2,0.562,0.08781285860133131
2,0.5630000000000001,0.08807133992695237
2,0.5640000000000001,0.08832982125257342
2,0.5650000000000001,0.08858830257819447
2,0.5660000000000001,0.08884678390381553
2,0.5670000000000001,0.08910526522943658
2,0.5680000000000001,0.08936374655505763
2,0.5690000000000001,0.0896222278806787
2,0.5700000000000001,0.08988070920629974
2,0.5710000000000001,0.0901391905319208
2,0.5720000000000001,0.09039767185754186
2,0.5730000000000001,0.0906561531831629
2,0.5740000000000001,0.09091463450878397
2,0.5750000000000001,0.09117311583440502
2,0.5760000000000001,0.09143159716002607
2,0.577,0.0916900784856471
2,0.578,0.09194855981126815
2,0.579,0.09220704113688921
2,0.58,0.09246552246251026
2,0.581,0.09272400378813131
2,0.582,0.09298248511375237
2,0.583,0.09324096643937342
2,0.584,0.09349944776499447
2,0.585,0.09375792909061553
2,0.586,0.09401641041623658
2,0.587,0.09427489174185763
2,0.588,0.0945333730674787
2,0.589,0.09479185439309974
2,0.59,0.09505033571872079
2,0.591,0.09530881704434185
2,0.592,0.0955672983699629
2,0.593,0.09582577969558395
2,0.594,0.09608426102120501
2,0.595,0.09634274234682606
2,0.596,0.09660122367244713
2,0.597,0.09685970499806817
2,0.598,0.09711818632368924
2,0.599,0.09737666764931029
2,0.6,0.09763514897493134
2,0.601,0.0978936303005524
2,0.602,0.09815211162617345
2,0.603,0.0984105929517945
2,0.604,0.09868633935262795
2,0.605,0.09900944100965427
2,0.606,0.0993325426666806
2,0.607,0.09965564432370691
2,0.608,0.09997874598073322
2,0.609,0.10030184763775954
2,0.61,0.10062494929478585
2,0.611,0.10094805095181217
2,0.612,0.1012711526088385
2,0.613,0.10159425426586481
2,0.614,0.10191735592289113
2,0.615,0.10224045757991744
2,0.616,0.10256355923694375
2,0.617,0.10288666089397008
2,0.618,0.1032097625509964
2,0.619,0.10353286420802271
2,0.62,0.10385596586504903
2,0.621,0.10417906752207534
2,0.622,0.10450216917910167
2,0.623,0.10482527083612798
2,0.624,0.1051483724931543
2,0.625,0.10547147415018061
2,0.626,0.10579457580720693
2,0.627,0.10611767746423326
2,0.628,0.10644077912125957
2,0.629,0.10676388077828589
2,0.63,0.1070869824353122
2,0.631,0.10741008409233851
2,0.632,0.10773318574936483
2,0.633,0.10805628740639116
2,0.634,0.10837938906341747
2,0.635,0.10870249072044379
2,0.636,0.1090255923774701
2,0.637,0.10934869403449642
2,0.638,0.10967179569152274
2,0.639,0.10999489734854906
2,0.64,0.11031799900557537
2,0.641,0.11064110066260169
2,0.642,0.110964202319628
2,0.643,0.11128730397665432
2,0.644,0.11161040563368065
2,0.645,0.11193350729070696
2,0.646,0.11225660894773327
2,0.647,0.11257971060475959
2,0.648,0.11290281226178592
2,0.649,0.11322591391881223
2,0.65,0.11354901557583855
2,0.651,0.11387211723286486
2,0.652,0.11419521888989118
2,0.653,0.11451832054691749
2,0.654,0.1148414222039438
2,0.655,0.11516452386097013
2,0.656,0.11548762551799645
2,0.657,0.1158663237856252
2,0.658,0.11625404577405678
2,0.659,0.11664176776248836
2,0.66,0.11702948975091994
2,0.661,0.11741721173935152
2,0.662,0.1178049337277831
2,0.663,0.11819265571621468
2,0.664,0.11858037770464626
2,0.665,0.11896809969307784
2,0.666,0.11935582168150942
2,0.667,0.119743543669941
2,0.668,0.12013126565837258
2,0.669,0.12051898764680416
2,0.67,0.12090670963523574
2,0.671,0.12129443162366732
2,0.672,0.1216821536120989
2,0.673,0.12206987560053048
2,0.674,0.12245759758896206
2,0.675,0.12284531957739364
2,0.676,0.12323304156582522
2,0.677,0.1236207635542568
2,0.678,0.12400848554268838
2,0.679,0.12439620753111996
2,0.68,0.12478392951955154
2,0.681,0.12517165150798312
2,0.682,0.12555937349641472
2,0.683,0.12594709548484628
2,0.684,0.12633481747327788
2,0.685,0.12672253946170944
2,0.686,0.12711026145014104
2,0.687,0.1274979834385726
2,0.6880000000000001,0.1278857054270042
2,0.6890000000000001,0.12827342741543576
2,0.6900000000000001,0.12866114940386736
2,0.6910000000000001,0.12904887139229893
2,0.6920000000000001,0.12943659338073052
2,0.6930000000000001,0.12982431536916209
2,0.6940000000000001,0.1302220048982241
2,0.6950000000000001,0.13067434721806095
2,0.6960000000000001,0.1311266895378978
2,0.6970000000000001,0.13157903185773465
2,0.6980000000000001,0.1320313741775715
2,0.6990000000000001,0.13248371649740834
2,0.7000000000000001,0.13293605881724518
2,0.7010000000000001,0.133388401137082
2,0.7020000000000001,0.13384074345691885
2,0.7030000000000001,0.1342930857767557
2,0.704,0.1347454280965925
2,0.705,0.13519777041642933
2,0.706,0.13565011273626618
2,0.707,0.13610245505610302
2,0.708,0.13655479737593987
2,0.709,0.13700713969577671
2,0.71,0.13745948201561356
2,0.711,0.1379118243354504
2,0.712,0.13836416665528725
2,0.713,0.1388165089751241
2,0.714,0.13926885129496094
2,0.715,0.1397211936147978
2,0.716,0.14017353593463464
2,0.717,0.14062587825447148
2,0.718,0.14107822057430833
2,0.719,0.14153056289414517
2,0.72,0.141982905213982
2,0.721,0.14243524753381884
2,0.722,0.14288758985365568
2,0.723,0.14333993217349253
2,0.724,0.14381031872193137
2,0.725,0.1443272813731735
2,0.726,0.1448442440244156
2,0.727,0.1453612066756577
2,0.728,0.14587816932689981
2,0.729,0.1463951319781419
2,0.73,0.146912094629384
2,0.731,0.14742905728062614
2,0.732,0.14794601993186823
2,0.733,0.14846298258311036
2,0.734,0.14897994523435246
2,0.735,0.14949690788559455
2,0.736,0.15001387053683668
2,0.737,0.15053083318807878
2,0.738,0.15104779583932088
2,0.739,0.151564758490563
2,0.74,0.1520817211418051
2,0.741,0.1525986837930472
2,0.742,0.15311564644428932
2,0.743,0.15363260909553142
2,0.744,0.15414957174677354
2,0.745,0.15466653439801564
2,0.746,0.15518349704925774
2,0.747,0.15570045970049987
2,0.748,0.15621742235174196
2,0.749,0.1567528408976811
2,0.75,0.15733442388032845
2,0.751,0.15791600686297583
2,0.752,0.1584975898456232
2,0.753,0.15907917282827058
2,0.754,0.15966075581091796
2,0.755,0.16024233879356534
2,0.756,0.1608239217762127
2,0.757,0.16140550475886006
2,0.758,0.16198708774150744
2,0.759,0.16256867072415482
2,0.76,0.1631502537068022
2,0.761,0.16373183668944957
2,0.762,0.16431341967209695
2,0.763,0.1648950026547443
2,0.764,0.16547658563739168
2,0.765,0.16605816862003905
2,0.766,0.16663975160268643
2,0.767,0.1672213345853338
2,0.768,0.16780291756798119
2,0.769,0.16839879560557494
2,0.77,0.16904499891962757
2,0.771,0.1696912022336802
2,0.772,0.17033740554773283
2,0.773,0.17098360886178546
2,0.774,0.1716298121758381
2,0.775,0.17227601548989072
2,0.776,0.17292221880394334
2,0.777,0.17356842211799597
2,0.778,0.1742146254320486
2,0.779,0.17486082874610126
2,0.78,0.1755070320601539
2,0.781,0.17615323537420652
2,0.782,0.17679943868825915
2,0.783,0.17744564200231178
2,0.784,0.1780918453163644
2,0.785,0.1787461795378255
2,0.786,0.1794570031832834
2,0.787,0.1801678268287413
2,0.788,0.1808786504741992
2,0.789,0.1815894741196571
2,0.79,0.182300297765115
2,0.791,0.1830111214105729
2,0.792,0.1837219450560308
2,0.793,0.1844327687014887
2,0.794,0.1851435923469466
2,0.795,0.1858544159924045
2,0.796,0.1865652396378624
2,0.797,0.1872760632833203
2,0.798,0.18799504233533965
2,0.799,0.18877048631220278
2,0.8,0.18954593028906594
2,0.801,0.1903213742659291
2,0.802,0.19109681824279226
2,0.803,0.19187226221965542
2,0.804,0.19264770619651858
2,0.805,0.19342315017338174
2,0.806,0.1941985941502449
2,0.807,0.19497403812710806
2,0.808,0.19574948210397122
2,0.809,0.19652492608083438
2,0.81,0.19735168574253723
2,0.811,0.19819175005080567
2,0.812,0.19903181435907408
2,0.8130000000000001,0.19987187866734252
2,0.8140000000000001,0.20071194297561093
2,0.8150000000000001,0.20155200728387937
2,0.8160000000000001,0.20239207159214778
2,0.8170000000000001,0.20323213590041622
2,0.8180000000000001,0.20407220020868463
2,0.8190000000000001,0.20491226451695307
2,0.8200000000000001,0.20575977496122314
2,0.8210000000000001,0.20666445960089683
2,0.8220000000000001,0.20756914424057052
2,0.8230000000000001,0.20847382888024418
2,0.8240000000000001,0.20937851351991787
2,0.8250000000000001,0.21028319815959157
2,0.8260000000000001,0.21118788279926526
2,0.8270000000000001,0.21209256743893895
2,0.8280000000000001,0.21299725207861264
2,0.8290000000000001,0.2139019367182863
2,0.8300000000000001,0.21482305185546952
2,0.8310000000000001,0.2157923568265485
2,0.8320000000000001,0.21676166179762743
2,0.833,0.2177309667687063
2,0.834,0.21870027173978523
2,0.835,0.21966957671086418
2,0.836,0.22063888168194315
2,0.837,0.2216081866530221
2,0.838,0.22257749162410104
2,0.839,0.22354679659518
2,0.84,0.22453585350631072
2,0.841,0.22556977880879495
2,0.842,0.22660370411127914
2,0.843,0.22763762941376336
2,0.844,0.22867155471624756
2,0.845,0.22970548001873178
2,0.846,0.230739405321216
2,0.847,0.2317733306237002
2,0.848,0.23285278258166447
2,0.849,0.23395132821555395
2,0.85,0.23504987384944342
2,0.851,0.23614841948333287
2,0.852,0.23724696511722235
2,0.853,0.23834551075111182
2,0.854,0.2394440563850013
2,0.855,0.24057394286154918
2,0.856,0.24173710882684393
2,0.857,0.24290027479213872
2,0.858,0.24406344075743347
2,0.859,0.24522660672272822
2,0.86,0.24638977268802298
2,0.861,0.24755780514899905
2,0.862,0.24878559144569906
2,0.863,0.25001337774239907
2,0.864,0.251241164039099
2,0.865,0.252468950335799
2,0.866,0.25369673663249903
2,0.867,0.2549340812134872
2,0.868,0.25622648784159247
2,0.869,0.2575188944696978
2,0.87,0.25881130109780304
2,0.871,0.26010370772590835
2,0.872,0.2613961143540136
2,0.873,0.2627207638755572
2,0.874,0.2640777908350677
2,0.875,0.2654348177945782
2,0.876,0.2667918447540888
2,0.877,0.2681488717135993
2,0.878,0.2695264080787764
2,0.879,0.27094805536969224
2,0.88,0.27236970266060806
2,0.881,0.2737913499515239
2,0.882,0.2752129972424397
2,0.883,0.27665209556115516
2,0.884,0.27813836318347623
2,0.885,0.27962463080579725
2,0.886,0.28111089842811826
2,0.887,0.28259716605043933
2,0.888,0.2841348160274262
