 0 0 -9 0
 0 0 -8 0
 0 0 -7 0
 0 0 -6 0
 0 0 -5 0
 0 0 -4 0
 0 0 -3 0
 0 0 -2 0
 0 0 -1 0
 0 0 0 0
 0 0 1 0
 0 0 2 0
 0 0 3 0
 0 0 4 0
 0 0 5 0
 0 0 6 0
 0 0 7 0
 0 0 8 0
 1 1 -15 0
 1 1 -14 0
 1 1 -13 0
 1 1 -12 0
 1 1 -11 0
 1 1 -10 0
 1 1 -9 0
 1 1 -8 0
 1 1 -7 0
 1 1 -6 0
 1 1 -5 0
 1 1 -4 0
 1 1 -3 0
 1 1 -2 0
 1 1 -1 0
 1 1 0 0
 1 1 1 0
 1 1 2 0
 2 0 -16 -1
 2 0 -15 -1
 2 0 -14 -1
 2 0 -13 -1
 2 0 -12 -1
 2 0 -11 -1
 2 0 -10 -1
 2 0 -9 -1
 2 0 -8 -1
 2 0 -7 -1
 2 0 -6 -1
 2 0 -5 -1
 3 1 -16 1
 3 1 -15 1
 3 1 -14 1
 3 1 -13 1
 3 1 -12 1
 3 1 -11 1
 5 1 -16 -1
 5 1 -15 -1
 7 0 -2 -1
 7 0 -1 -1
 7 0 0 -1
 7 0 1 -1
 7 0 2 -1
 7 0 3 -1
 7 0 4 -1
 7 0 5 -1
 7 0 6 -1
 7 0 7 -1
 7 0 8 -1
 7 0 9 -1
 7 0 10 -1
 7 0 11 -1
 7 0 12 -1
 7 0 13 -1
 7 0 14 -1
 7 0 15 -1
 11 -1 10 -1
 11 -1 11 -1
 11 -1 12 -1
 11 -1 13 -1
 11 -1 14 -1
 11 -1 15 -1
 11 -1 16 -1
 14 -2 -2 -1
 14 -2 -1 -1
 14 -2 0 -1
 14 -2 1 -1
 14 -2 2 -1
 14 -2 3 -1
 14 -2 4 -1
 14 -2 5 -1
 14 -2 6 -1
 14 -2 7 -1
 14 -2 8 -1
 14 -2 9 -1
 14 -2 10 -1
 14 -2 11 -1
 14 -2 12 -1
 14 -2 13 -1
 14 -2 14 -1
 14 -2 15 -1
 15 0 0 -2
 15 0 1 -2
 15 0 2 -2
 15 0 3 -2
 15 0 4 -2
 15 0 5 -2
 15 0 6 -2
 15 0 7 -2
 15 0 8 -2
 15 0 9 -2
 15 0 10 -2
 15 0 11 -2
 15 0 12 -2
 15 0 13 -2
 15 0 14 -2
 15 0 15 -2
 15 0 16 -2
 17 1 -8 1
 17 1 -7 1
 17 1 -6 1
 17 1 -5 1
 17 1 -4 1
 17 1 -3 1
 17 1 -2 1
 17 1 -1 1
 17 1 0 1
 17 1 1 1
 17 1 2 1
 17 1 3 1
 17 1 4 1
 17 1 5 1
 17 1 6 1
 17 1 7 1
 17 1 8 1
 17 1 9 1
 27 -2 8 0
 27 -2 9 0
 27 -2 10 0
 27 -2 11 0
 27 -2 12 0
 27 -2 13 0
 27 -2 14 0
 27 -2 15 0
 27 -2 16 0
 29 -2 8 1
 29 -2 9 1
 29 -2 10 1
 29 -2 11 1
 29 -2 12 1
 29 -2 13 1
 29 -2 14 1
 29 -2 15 1
 29 -2 16 1
 31 -1 3 -2
 31 -1 4 -2
 31 -1 5 -2
 31 -1 6 -2
 31 -1 7 -2
 31 -1 8 -2
 31 -1 9 -2
 31 -1 10 -2
 31 -1 11 -2
 31 -1 12 -2
 31 -1 13 -2
 31 -1 14 -2
 31 -1 15 -2
 31 -1 16 -2
 32 1 1 -2
 32 1 2 -2
 32 1 3 -2
 32 1 4 -2
 32 1 5 -2
 32 1 6 -2
 32 1 7 -2
 32 1 8 -2
 32 1 9 -2
 32 1 10 -2
 32 1 11 -2
 32 1 12 -2
 32 1 13 -2
 32 1 14 -2
 32 1 15 -2
 32 1 16 -2
 34 -2 15 -2
 34 -2 16 -2
 36 0 4 -3
 36 0 5 -3
 36 0 6 -3
 36 0 7 -3
 36 0 8 -3
 36 0 9 -3
 36 0 10 -3
 36 0 11 -3
 36 0 12 -3
 36 0 13 -3
 36 0 14 -3
 36 0 15 -3
 36 0 16 -3
 37 1 -7 -3
 37 1 -6 -3
 37 1 -5 -3
 37 1 -4 -3
 37 1 -3 -3
 37 1 -2 -3
 37 1 -1 -3
 37 1 0 -3
 37 1 1 -3
 37 1 2 -3
 37 1 3 -3
 37 1 4 -3
 37 1 5 -3
 37 1 6 -3
 37 1 7 -3
 37 1 8 -3
 37 1 9 -3
 37 1 10 -3
 39 -3 -5 1
 39 -3 -4 1
 39 -3 -3 1
 39 -3 -2 1
 39 -3 -1 1
 39 -3 0 1
 39 -3 1 1
 39 -3 2 1
 39 -3 3 1
 39 -3 4 1
 39 -3 5 1
 39 -3 6 1
 39 -3 7 1
 39 -3 8 1
 39 -3 9 1
 39 -3 10 1
 39 -3 11 1
 39 -3 12 1
 40 -1 8 -3
 40 -1 9 -3
 40 -1 10 -3
 40 -1 11 -3
 40 -1 12 -3
 40 -1 13 -3
 40 -1 14 -3
 40 -1 15 -3
 40 -1 16 -3
 89 2 -9 -2
 89 2 -8 -2
 89 2 -7 -2
 89 2 -6 -2
 89 2 -5 -2
 89 2 -4 -2
 89 2 -3 -2
 89 2 -2 -2
 89 2 -1 -2
 89 2 0 -2
 89 2 1 -2
 89 2 2 -2
 89 2 3 -2
 89 2 4 -2
 89 2 5 -2
 89 2 6 -2
 89 2 7 -2
 89 2 8 -2
 102 2 -8 1
 102 2 -7 1
 102 2 -6 1
 102 2 -5 1
 102 2 -4 1
 102 2 -3 1
 102 2 -2 1
 102 2 -1 1
 102 2 0 1
 102 2 1 1
 102 2 2 1
 102 2 3 1
 102 2 4 1
 102 2 5 1
 102 2 6 1
 102 2 7 1
 102 2 8 1
 102 2 9 1
 103 2 -16 -3
 103 2 -15 -3
 103 2 -14 -3
 103 2 -13 -3
 103 2 -12 -3
 103 2 -11 -3
 103 2 -10 -3
 103 2 -9 -3
 103 2 -8 -3
 103 2 -7 -3
 103 2 -6 -3
 103 2 -5 -3
 103 2 -4 -3
 103 2 -3 -3
 112 -4 -16 1
 114 -2 -7 2
 114 -2 -6 2
 114 -2 -5 2
 114 -2 -4 2
 114 -2 -3 2
 114 -2 -2 2
 114 -2 -1 2
 114 -2 0 2
 114 -2 1 2
 114 -2 2 2
 114 -2 3 2
 114 -2 4 2
 114 -2 5 2
 114 -2 6 2
 114 -2 7 2
 114 -2 8 2
 114 -2 9 2
 114 -2 10 2
 141 -5 -16 1
 142 -2 1 3
 142 -2 2 3
 142 -2 3 3
 142 -2 4 3
 142 -2 5 3
 142 -2 6 3
 142 -2 7 3
 142 -2 8 3
 142 -2 9 3
 142 -2 10 3
 142 -2 11 3
 142 -2 12 3
 142 -2 13 3
 142 -2 14 3
 142 -2 15 3
 142 -2 16 3
 147 2 -2 0
 147 2 -1 0
 147 2 0 0
 147 2 1 0
 147 2 2 0
 147 2 3 0
 147 2 4 0
 147 2 5 0
 147 2 6 0
 147 2 7 0
 147 2 8 0
 147 2 9 0
 147 2 10 0
 147 2 11 0
 147 2 12 0
 147 2 13 0
 147 2 14 0
 147 2 15 0
 149 0 5 -4
 149 0 6 -4
 149 0 7 -4
 149 0 8 -4
 149 0 9 -4
 149 0 10 -4
 149 0 11 -4
 149 0 12 -4
 149 0 13 -4
 149 0 14 -4
 149 0 15 -4
 149 0 16 -4
 150 2 -16 -4
 150 2 -15 -4
 150 2 -14 -4
 150 2 -13 -4
 150 2 -12 -4
 150 2 -11 -4
 150 2 -10 -4
 157 -1 -16 -3
 157 -1 -15 -3
 157 -1 -14 -3
 157 -1 -13 -3
 157 -1 -12 -3
 157 -1 -11 -3
 157 -1 -10 -3
 157 -1 -9 -3
 157 -1 -8 -3
 166 0 -16 1
 166 0 -15 1
 166 0 -14 1
 166 0 -13 1
 166 0 -12 1
 166 0 -11 1
 166 0 -10 1
 166 0 -9 1
 166 0 -8 1
 166 0 -7 1
 166 0 -6 1
 176 -3 1 -2
 176 -3 2 -2
 176 -3 3 -2
