ts,subset_size,replicate,alpha,xmin,ks,n_tail,tail_fraction,contributing_fibrils
2,10,39,4.499123806553552,74,0.01650977791450181,2714,0.0022179164170761587,10
2,10,40,3.879560459570454,68,0.022498147060286078,3119,0.0021567028929137203,10
2,10,41,3.3170497422897807,44,0.013063966319190323,10035,0.007681220544796404,10
2,10,42,3.3400289949335287,34,0.020852423567754463,16509,0.011776211325535312,10
2,10,43,1.9654903863812143,2,0.022682200397292518,337954,0.23226743806446778,10
2,10,44,3.037389174185089,30,0.01923997052921461,20480,0.014802254741889297,10
2,10,45,3.0468733660697604,34,0.014657028377551562,17281,0.0121815052029217,10
2,10,46,4.013932725700027,61,0.014862031487698421,3898,0.0030792929791646096,10
2,10,47,3.7475015534158964,40,0.013191900060334383,9841,0.007178768178528911,10
2,10,48,1.9350990941776065,2,0.0256114095955009,332571,0.2263414760302804,10
2,10,49,4.458279744321474,70,0.02556602247058881,4015,0.0027815130183815404,10
2,10,50,3.85353632431015,72,0.017808454350715403,4114,0.0033641371854911976,10
2,10,51,1.9334474532218198,2,0.033001499717491556,273871,0.22618489166091302,10
2,10,52,3.3900554495964004,33,0.017286793325236527,17613,0.012577408224123945,10
2,10,53,4.292139893097036,62,0.017172901580961075,3374,0.002417376451572226,10
2,10,54,3.7661689664491225,59,0.022873374288159276,6684,0.004739810365037729,10
2,10,55,4.454311152130965,66,0.01439577042931861,3034,0.00213242394893428,10
2,10,56,4.439648895248626,73,0.015139315520861452,2512,0.0017531725653618605,10
2,10,57,3.701448115869198,57,0.017390596833488536,5636,0.003738186342885076,10
2,10,58,4.478186822209763,74,0.02129882083211776,2495,0.0017943327850849593,10
2,10,59,3.8820068579558904,71,0.0211391376696784,3602,0.0025568857387248934,10
2,10,60,4.5738791541843975,73,0.02326692888381232,4076,0.0031398649611561113,10
2,10,61,3.4519417150349097,39,0.02004659823652083,12152,0.00997615148119415,10
2,10,62,4.442915172689489,85,0.02759316878436746,1181,0.0009446737915814447,10
2,10,63,3.613213528872502,71,0.025686023587373152,3653,0.002656642260174947,10
2,10,64,3.439203965180962,39,0.019421876438090485,12121,0.008857285246821651,10
2,10,65,3.0469471670609676,39,0.020005768918837097,12785,0.009764081164449732,10
2,10,66,3.9858227014113896,61,0.014955745675743981,3485,0.0025608900286951952,10
2,10,67,1.9595614162861081,2,0.029908486283097058,345043,0.23673830366926085,10
2,10,68,3.767872716234023,82,0.032247235786527106,2471,0.0017458061088376931,10
2,10,69,3.620906575606059,58,0.02417928607436426,7518,0.005602733549702089,10
2,10,70,1.9552061568984904,2,0.031152083384182072,271753,0.23203925027601052,10
2,10,71,3.9431847739240626,42,0.025057572964236663,11636,0.009062693495437889,10
2,10,72,3.034445181347628,27,0.02084722767555225,26747,0.018734839713349317,10
2,10,73,1.9670130595811313,2,0.022319306178445797,334131,0.2303686038310309,10
2,10,74,3.8760603102031665,64,0.018305878689469812,4255,0.003346741272910037,10
2,10,75,1.9587877694241067,2,0.029181252634865484,329299,0.22559346057857055,10
2,10,76,3.6995389679824133,72,0.022736294249939504,2206,0.0016234148524061276,10
2,10,77,4.027659175078633,65,0.01986860713822025,4657,0.003403286945248516,10
2,10,78,3.330516931183655,38,0.015617432104740314,13477,0.009479176337860155,10
2,10,79,3.9075054138183387,63,0.012949955522830292,3712,0.0030298157705502234,10
2,10,80,1.959778551466137,2,0.027769455725607406,320085,0.235463788297762,10
2,10,81,1.9759919971097089,2,0.028196390597201915,307773,0.2305942556164517,10
2,10,82,4.357542809840244,65,0.021710228621533267,2920,0.0018893977609342424,10
2,10,83,4.575115697476754,69,0.020811014666012873,2711,0.0018733178317607185,10
2,10,84,3.4656438298790713,56,0.033007473668293555,6931,0.004871137299164857,10
2,10,85,4.836052304075956,74,0.019459615156657728,1897,0.0014984474441478795,10
2,10,86,1.9442345957424154,2,0.0273001705000514,313351,0.23592669919761838,10
2,10,87,1.9655207510638277,2,0.03122309672645096,311307,0.23806745271259258,10
2,10,88,4.10301965236008,60,0.022343545838378553,3787,0.0025215500308285624,10
2,10,89,4.027693695491012,70,0.02788819451212876,4465,0.0036229826113063023,10
2,10,90,4.0758792846916805,67,0.027348370798353505,3691,0.0027206040610783353,10
2,10,91,4.1258623808567005,56,0.01594010593920059,4458,0.0035090508796634837,10
2,10,92,1.9377350391069537,2,0.030352228052957453,307791,0.22799029346275382,10
2,10,93,3.635173406911241,70,0.023079081809263324,3381,0.002519330890752245,10
2,10,94,3.4959087526733907,65,0.01906781610643865,5754,0.004131673579117887,10
2,10,95,4.149677130638282,66,0.022408165100518573,3304,0.002345776218344623,10
2,10,96,1.9170135885975579,2,0.030416377291277996,293368,0.215386309657099,10
2,10,97,3.7985140944247195,60,0.012076823835225459,5191,0.0037056284720189715,10
2,10,98,4.014752561737281,60,0.011381890616669388,4449,0.003646550939833139,10
2,10,99,3.2997394714113253,41,0.014488128950975732,10142,0.007140066247311563,10
2,20,0,3.5407845728503022,65,0.020827609093622135,8470,0.0029951649480124943,20
2,20,1,3.4535091941432072,55,0.02475584621772764,11405,0.0042697732995595076,20
2,20,2,4.060331346194426,69,0.01938009883016012,6909,0.002673353985499115,20
2,20,3,3.898584082609171,70,0.019115735215198076,6174,0.002176534811337018,20
2,20,4,3.886598189759231,72,0.013629860921538284,6207,0.0022939899459155006,20
2,20,5,3.3010294391920714,39,0.02206751925508038,26237,0.00925204659699803,20
2,20,6,4.758327662941462,73,0.018675424057018775,4670,0.0017243066311959192,20
2,20,7,3.586590738328049,56,0.015867239513674303,12256,0.00483059989539481,20
2,20,8,4.241481497903297,57,0.014254389175522908,8291,0.003164029212412031,20
2,20,9,4.229694382235964,66,0.016142112423045196,6647,0.0026594169847404597,20
2,20,10,3.9113824989258688,70,0.012660097011354399,7703,0.002710441904424111,20
2,20,11,3.871591821487773,71,0.01575593279178819,7823,0.0029515720337512244,20
2,20,12,3.6809363976148743,67,0.019894754239127954,9010,0.003299451397542879,20
2,20,13,3.6861105784987434,43,0.02537474207357021,20047,0.007759424176178061,20
2,20,14,3.963942865396221,58,0.017101096488861947,11049,0.004209917481959538,20
2,20,15,3.5076730128815092,57,0.02702712488240011,12574,0.004770708894560656,20
2,20,16,4.335565759715758,71,0.01570754212696368,5931,0.0020505179018406603,20
2,20,17,1.9603743888072194,2,0.023968189121387873,685247,0.22870978745333165,20
2,20,18,4.285682107321233,60,0.012393668064687224,9743,0.0034149610554939057,20
2,20,19,3.2259626335705045,36,0.024305873551050516,30140,0.010782762748452527,20
2,20,20,3.8519335496748073,68,0.019619825251395384,6644,0.002417406491049338,20
2,20,21,4.093119657956464,68,0.024391771629583614,8116,0.003054356710928997,20
2,20,22,3.316555477916857,40,0.022974025162154854,23966,0.008451954942185962,20
2,20,23,3.4238103741855483,54,0.02351413404241165,13291,0.004938755126034682,20
2,20,24,4.202885844581317,70,0.01818307083914003,6354,0.0022851643419417207,20
2,20,25,4.169676457903351,71,0.020193842485544677,6753,0.0024045317572309534,20
2,20,26,3.869481265716548,57,0.010032649047327258,9058,0.0033660549449569376,20
2,20,27,3.2929233969687894,39,0.023382374942065853,22879,0.008123240050460024,20
2,20,28,3.9982091717632757,70,0.02222876652193634,6852,0.0026932702440412575,20
2,20,29,3.885373867480588,71,0.015695599457135487,6435,0.0024951067215499673,20
2,20,30,1.945496753535788,2,0.026878735645301632,661455,0.22739132945830773,20
2,20,31,3.766884793029042,73,0.020248935458641704,5559,0.0020329335974184413,20
2,20,32,3.498269871585718,57,0.018312275238336784,12677,0.004581237920811114,20
2,20,33,3.2135734763254877,38,0.021691604151423904,25831,0.009162599878404272,20
2,20,34,4.335383437161201,81,0.023172221517264308,3245,0.001194579517213173,20
2,20,35,3.8137877732507643,70,0.01595806076347328,8048,0.0029067079654199993,20
2,20,36,3.3374795393862944,40,0.019800555566697797,21901,0.008485635134349755,20
2,20,37,3.5958991647029523,57,0.020004401117872495,12172,0.004546159089423607,20
2,20,38,3.8218283993250908,59,0.013340925813374094,10447,0.003907725753734353,20
2,20,39,4.158169126057926,70,0.01633913148895949,6554,0.0023499588559995842,20
2,20,40,4.112308353147258,100,0.028679605411326192,2849,0.0010400266048223796,20
2,20,41,3.526318314148566,56,0.013090126883717357,12126,0.004236470963089668,20
2,20,42,4.014914380285978,60,0.009278042821793342,10158,0.003562926622581968,20
2,20,43,3.49763234246797,58,0.02412575482432544,11453,0.004312514802736242,20
2,20,44,3.5129944443641103,61,0.018507127765959697,9437,0.0035785114878674924,20
2,20,45,4.6686562281644735,70,0.020606089826081947,5823,0.0022612837008162056,20
2,20,46,3.947423415310375,72,0.01831491786642292,6430,0.002389112483725797,20
2,20,47,3.907029213938367,60,0.01639620176031653,10867,0.0041100682868159735,20
2,20,48,3.7522078341801923,60,0.012863770881866854,10748,0.004091837150363594,20
2,20,49,4.094065245701923,68,0.013212310302959662,6159,0.0024304947175511787,20
2,20,50,4.001516050294415,71,0.016989734508059517,6306,0.0023361162234491833,20
2,20,51,4.058675473804976,59,0.012120325916269215,10197,0.003602558993360862,20
2,20,52,4.001407580870419,71,0.015369807178212236,7065,0.0027526109869113638,20
2,20,53,3.910653371869059,59,0.014487850480274456,10821,0.003996751185340887,20
2,20,54,3.6844368010555058,66,0.020954095528432637,9108,0.0033261391150015886,20
2,20,55,3.4968193690402347,57,0.022023485509899854,11478,0.004201671443789192,20
2,20,56,4.097083093253158,59,0.01392878814228192,9030,0.0032307692307692306,20
2,20,57,4.035193125484775,72,0.01781992930990088,6384,0.0022382604396933613,20
2,20,58,3.647470252628622,62,0.018844506219758084,11435,0.004323846457508708,20
2,20,59,4.560601747785357,72,0.020376492719188732,5336,0.00195310712770634,20
2,20,60,3.74961595371701,57,0.014638240289997134,10530,0.00395797703396042,20
2,20,61,4.371175253684287,71,0.025332449937378765,6416,0.002507376360474432,20
2,20,62,3.6149878632960157,58,0.020659323998602486,11631,0.00434595457429374,20
2,20,63,4.16063585244336,99,0.02781523059266844,3055,0.0011380836310791083,20
2,20,64,3.847046129743954,72,0.014147105235174262,6041,0.0022211330830437573,20
2,20,65,3.5919868438348703,40,0.017539161917620727,20748,0.007523912028105518,20
2,20,66,4.2064262891465845,67,0.01991754918842137,6054,0.0022483944814431322,20
2,20,67,3.71456895371166,58,0.014468417745667095,8705,0.003327044880899055,20
2,20,68,3.4753095688850557,54,0.01992104196310837,14010,0.004837002342890642,20
2,20,69,4.042406506725325,65,0.012229413647815268,8568,0.0030892931186789017,20
2,20,70,3.659994012435258,73,0.02229469420945096,6208,0.0022497791172081285,20
2,20,71,3.5976181359630246,59,0.013142880939826185,8434,0.0031430567848325336,20
2,20,72,3.7479203644103753,71,0.02320684879496493,7503,0.002592668997753573,20
2,20,73,4.035500113938179,59,0.01874226854435579,9610,0.00361920672712989,20
2,20,74,3.8263031740515556,71,0.01958886765719292,8672,0.0032632234491504217,20
2,20,75,3.8269000390893564,74,0.02473994374366517,6004,0.002296559941400236,20
2,20,76,3.8136703934746286,58,0.020761226105538322,9104,0.0033200577217416738,20
2,20,77,3.8606818247292054,67,0.02023593128432688,8587,0.0030723070890257063,20
2,20,78,3.3369399216209996,40,0.02541370093035794,22175,0.008314485915429586,20
2,20,79,3.5349046238513586,43,0.01720795631636518,19919,0.006999614861293841,20
2,20,80,4.0098166084965845,65,0.019046693190444164,6583,0.002403005527314248,20
2,20,81,3.9685155509725654,80,0.02309857357908185,3942,0.001473784800500683,20
2,20,82,4.426373670306107,71,0.01178950995011327,5340,0.0019201090794551206,20
2,20,83,3.8277060869563178,72,0.015234064950776616,6895,0.00262267221199864,20
2,20,84,4.572092049751458,60,0.020598764086184773,9758,0.0035511477361888084,20
2,20,85,4.0701642499294985,59,0.010917876978536994,9537,0.003618322209373264,20
2,20,86,3.069089362023292,34,0.02686776381189737,28667,0.010710949701466885,20
2,20,87,4.108461013300794,59,0.023004438966350182,10620,0.003951425005897372,20
2,20,88,3.6536776756424145,57,0.019088947170146975,12328,0.004464082027869371,20
2,20,89,4.542220391282999,82,0.01676708352299444,2576,0.0009723191018428768,20
2,20,90,3.6130935221619316,61,0.017894908113677943,10051,0.0036853595416382195,20
2,20,91,4.2576427429629256,66,0.023816497482659238,6562,0.002394748923603787,20
2,20,92,3.8035265475639157,60,0.012056976701515953,11817,0.0044176427574883475,20
2,20,93,3.338655788865975,39,0.016005650639731334,25202,0.009451128045121805,20
2,20,94,3.641014518637654,61,0.014594118848454019,9070,0.0035190119762802297,20
2,20,95,3.9794897132369766,60,0.019404470410024133,9646,0.0036190640558579987,20
2,20,96,3.5816529040739726,68,0.021444143633096324,7583,0.0027239206064971055,20
2,20,97,3.3937502121102483,37,0.013995390119718204,26322,0.009144917868756776,20
2,20,98,3.9609614182738198,61,0.01999525413056691,9583,0.003642292861934562,20
2,20,99,4.455124655634936,95,0.018297652665946018,2687,0.0009911245113538533,20
2,30,0,3.6737896711686697,58,0.012817144535825331,16743,0.004185310542393049,30
2,30,1,3.631982846742966,68,0.01867570895469628,12391,0.003027435539029388,30
2,30,2,3.7305114717942898,58,0.012499175230981097,15018,0.003788068919749591,30
2,30,3,3.9130722160802893,68,0.014635588568407382,10422,0.0025924715343043536,30
2,30,4,3.6599803568928504,57,0.012168502610859666,14749,0.0035524316658493513,30
2,30,5,3.985312427785415,61,0.016261566208174538,12857,0.003285527884694505,30
2,30,6,3.684047074406345,57,0.01651141406242751,16632,0.004041439823685141,30
2,30,7,3.875315977352453,60,0.011940774988543623,15815,0.003881179701933252,30
2,30,8,3.730982815500603,70,0.01504115331109665,11013,0.0026963040582889375,30
2,30,9,3.776753989151738,62,0.0162588795693564,13771,0.003512791550730006,30
2,30,10,3.820845016509393,61,0.011898874552255911,15780,0.003798574451337084,30
2,30,11,3.835118520833493,69,0.015851871116087768,10745,0.0027182898023275846,30
2,30,12,3.868014042363136,60,0.010109699513701442,15447,0.0038656040071951736,30
2,30,13,3.5717045514366603,58,0.0155469297985259,15983,0.004006009390047913,30
2,30,14,3.6825051514589964,57,0.020787890330273062,15540,0.0038411874163293475,30
2,30,15,3.883554439110227,58,0.01491036288838593,14364,0.0036144059895870683,30
2,30,16,3.7805423871623263,70,0.014272179181194722,10248,0.0025121569225391317,30
2,30,17,3.764949989523491,58,0.013667250939543352,16300,0.004021765895721285,30
2,30,18,3.774411712464503,59,0.011476296425755872,14583,0.00365312749096801,30
2,30,19,3.846606735042569,58,0.014436552398549213,16047,0.00380892837306278,30
2,30,20,3.80850303881172,60,0.012189181211155309,16111,0.0038724949024929772,30
2,30,21,3.751649093490963,60,0.011360740228729793,15008,0.0037279370980165777,30
2,30,22,3.6868031835452246,62,0.01596960308451506,15704,0.003928921152877164,30
2,30,23,3.7233716825146583,59,0.01853631777556597,14874,0.00363330446036122,30
2,30,24,3.7752562318975595,71,0.015818011040243066,10879,0.0026903152607323276,30
2,30,25,3.8782123162225055,60,0.008751836527066903,15275,0.003640685874234145,30
2,30,26,3.791273310356103,71,0.018687035360193865,10591,0.0025846767787376596,30
2,30,27,3.776967813986619,60,0.01057593381024291,15543,0.003865982266177468,30
2,30,28,3.6267804013622498,70,0.023156159286820133,11300,0.002715014100053315,30
2,30,29,3.811311862339936,60,0.02202101702277187,15220,0.0037694325765656703,30
2,30,30,3.4728610705508185,58,0.022398677685204427,15086,0.0037933706786477434,30
2,30,31,3.8254761996069857,60,0.010658450959364463,14047,0.003489933552877574,30
2,30,32,3.7594470076197837,60,0.013691632735694403,15479,0.0036890642446284067,30
2,30,33,4.164851668198443,71,0.011939782400646304,9207,0.0022944810839261223,30
2,30,34,3.707046006089588,57,0.01626062506324588,17505,0.004348422271672432,30
2,30,35,3.819412851491358,65,0.015064587625828407,9704,0.002409572737859642,30
2,30,36,3.914499164721803,67,0.016359329264983957,10713,0.002642624775402795,30
2,30,37,3.7536696108897143,70,0.01660842744967761,11886,0.0028594757483449635,30
2,30,38,3.852905579149343,71,0.014041461313445303,10179,0.0024685334137181003,30
2,30,39,3.87385250811996,69,0.015314823554030688,11068,0.0026574805749166775,30
2,30,40,4.0092560587182255,68,0.015801558977292962,10120,0.002515231816390066,30
2,30,41,3.7680652601679796,60,0.012567560510698739,15945,0.0039582208486157395,30
2,30,42,3.850478341548098,59,0.011800789843846582,15006,0.0036430235104413433,30
2,30,43,3.9124044159490508,71,0.014715645626663831,9720,0.002360941286887886,30
2,30,44,3.794912711876102,58,0.018051723632053318,15207,0.0035748372082089375,30
2,30,45,3.571452068843397,58,0.01825458114713112,16995,0.004201896750285937,30
2,30,46,3.7498429636543187,58,0.012927617813682513,14952,0.0035815404073068022,30
2,30,47,3.221394311550197,38,0.023442516876265362,35774,0.008821442116159756,30
2,30,48,3.860630402260583,70,0.01675636931112434,10093,0.002390945251309832,30
2,30,49,3.8619864099142025,71,0.020822737210205333,10351,0.0025464290950742304,30
2,30,50,3.236373487358124,34,0.021773546236025343,46875,0.011672323333939257,30
2,30,51,3.804985150397122,60,0.010654270207178906,15951,0.0038279852093044686,30
2,30,52,4.005677338201502,70,0.01465025250481744,9372,0.002214381001121367,30
2,30,53,3.9717312043997075,62,0.01108849108646709,14491,0.0035350584561715933,30
2,30,54,4.08495417838887,70,0.017071144657256204,8652,0.0021014638838219826,30
2,30,55,3.838778895457517,60,0.010121016618019896,15083,0.0038272536594005603,30
2,30,56,3.363749989881111,38,0.01425708899028838,35654,0.008993333824358834,30
2,30,57,3.8590824801544823,68,0.01462654398552854,10196,0.002419062478053817,30
2,30,58,3.6745267736071003,66,0.01911486587835165,10616,0.0025243127988793727,30
2,30,59,3.857577693204896,71,0.013954664799366578,10007,0.0024369585821756947,30
2,30,60,3.755538804734778,60,0.012893426610297909,15582,0.0038469524221703163,30
2,30,61,3.5859817869386084,60,0.01612861265981358,16725,0.004133796087809985,30
2,30,62,3.2595916239941745,38,0.021801293101804342,37812,0.009538303432169753,30
2,30,63,3.776908299521619,59,0.014896953247442002,15561,0.003736049237772488,30
2,30,64,3.813650141158182,60,0.011210360858141366,15533,0.0036878186598923307,30
2,30,65,3.7745346169368528,60,0.008831892848265022,16445,0.0040229295978758345,30
2,30,66,3.7459427047771126,58,0.014332998803309155,14690,0.00366078092506364,30
2,30,67,3.524808470463802,56,0.020913065087586946,17987,0.004204444411200133,30
2,30,68,3.984297799028504,70,0.015671034469688122,10520,0.002639506181512718,30
2,30,69,3.3109773232458237,41,0.017204194573763765,30814,0.007142471372977519,30
2,30,70,3.901608854551014,60,0.010772911418828857,14183,0.003431064108863167,30
2,30,71,3.5261402369070196,57,0.018002935306894008,17246,0.0042603586547088745,30
2,30,72,4.077160899023959,72,0.013958147545158672,8340,0.0020167940422839976,30
2,30,73,4.022819660994141,71,0.01718342158524666,8734,0.0020968598479428496,30
2,30,74,3.6030479754533484,62,0.01931075886512562,13717,0.0033277373714829138,30
2,30,75,3.8229549021103857,68,0.017660074507255485,10823,0.0026721140957907106,30
2,30,76,3.621687363988119,59,0.015947982027644136,15961,0.0038749442526111143,30
2,30,77,3.6755522325960817,62,0.016874520689645234,12977,0.0031037234875835513,30
2,30,78,4.160858046542176,70,0.017640867854885972,9054,0.0021621611294820246,30
2,30,79,3.578182243356384,58,0.01741182651576323,16838,0.004184939635514077,30
2,30,80,3.902835167492457,71,0.013172766185493678,8557,0.0021001148841623555,30
2,30,81,3.743999235011943,71,0.017115521919329746,10659,0.0026405591772375326,30
2,30,82,3.8813013999087884,60,0.009523475561372341,15133,0.0036447969217326044,30
2,30,83,3.7749511526107664,70,0.017807389999131673,11108,0.0027151362982289285,30
2,30,84,3.6236448744416787,69,0.018504309477666903,11249,0.0027122205923341253,30
2,30,85,3.901826125901468,70,0.01311744061355491,9802,0.0025087269247415197,30
2,30,86,3.687279765186947,68,0.016464662891032433,13274,0.0032025052595008783,30
2,30,87,3.90418742813735,62,0.011688689906881433,13306,0.0033239156555777884,30
2,30,88,3.816548489662363,70,0.018690346339786112,9440,0.002260448708646839,30
2,30,89,3.8073131170802115,70,0.01679621533331621,10377,0.0025123474723997676,30
2,30,90,4.013703466245122,71,0.016418870434280697,9147,0.002179992497412942,30
2,30,91,3.870552847104191,70,0.01472034762126162,10285,0.0024912020722150673,30
2,30,92,3.607585863098954,59,0.01629079895509089,18193,0.004436243718592965,30
2,30,93,3.8490747154194316,69,0.017790346165116655,10391,0.002613186747413659,30
2,30,94,3.2015234803265726,34,0.020658105362694468,49057,0.01165833984689235,30
2,30,95,3.7598176086816895,67,0.017120543013373513,11858,0.0030253619629491387,30
2,30,96,3.4195304861944074,38,0.017435559389173294,36242,0.008877379632290029,30
2,30,97,3.896411681249605,68,0.022029916124882976,9653,0.0023701180001045965,30
2,30,98,3.5068707217826303,55,0.017712252314898258,17272,0.004257150420465082,30
2,30,99,4.01078339073452,69,0.01783558291792553,8968,0.00226986543555321,30
2,40,0,3.8968694966059947,70,0.018413585719580516,13683,0.002532662892444287,40
2,40,1,3.8528241363591955,62,0.011599555403639439,17945,0.003243955974030998,40
2,40,2,3.7376008034978803,60,0.014008830127657745,18557,0.003365172235452163,40
2,40,3,3.7510686448696515,62,0.021705166695965505,15728,0.002892011645274766,40
2,40,4,3.66323206619947,59,0.0144276316575912,20132,0.003724279725004158,40
2,40,5,3.900299905900393,72,0.01321125924787081,12241,0.0022503952117561045,40
2,40,6,3.862883766703062,71,0.01859702391259188,12308,0.0022665656521385236,40
2,40,7,4.065781632175541,70,0.012989607987269447,12520,0.0022439278630960254,40
2,40,8,3.69001315519253,60,0.013641698303094696,19811,0.003665529626567809,40
2,40,9,4.032193947654442,70,0.01378629609049703,11626,0.002184457171975365,40
2,40,10,3.897471029664986,71,0.013602148312727214,12403,0.002319586375651431,40
2,40,11,3.8769512406449795,67,0.012114163832655872,15475,0.0028727422519960223,40
2,40,12,3.9221536297710524,67,0.013913720707611238,14463,0.0027107605554819382,40
2,40,13,3.892779019321313,67,0.012100526880265944,14900,0.0027074654452908455,40
2,40,14,3.801511387614285,59,0.012639458321677677,19431,0.003617143820884831,40
2,40,15,3.826453552775066,71,0.014590474344614246,13364,0.002417441321785426,40
2,40,16,3.7552986032279683,62,0.012240891479411653,16679,0.002996890090911116,40
2,40,17,4.04269620938852,71,0.013703297392242075,11252,0.0020287439042574232,40
2,40,18,3.885250266635794,61,0.01369677331299074,16960,0.003217682073659497,40
2,40,19,3.8394617205472765,60,0.01107750021905718,18010,0.0033620981583318615,40
2,40,20,3.785858988140444,70,0.01657333001807393,14458,0.002658406691727056,40
2,40,21,3.693113014594969,60,0.0118272294060624,19862,0.003625740751321683,40
2,40,22,3.8717469148315447,71,0.014380736388602378,12658,0.0023369502706656617,40
2,40,23,3.8452067215597747,68,0.012614205805561274,13962,0.0025331723656694728,40
2,40,24,3.785694151562694,61,0.01274906173601209,18237,0.003339988769638024,40
2,40,25,3.9042909628440983,71,0.014134595495508662,12420,0.0022976075098096924,40
2,40,26,3.732708301284073,60,0.013254710199238962,20219,0.0036598356612692583,40
2,40,27,3.9767388262287584,71,0.01387954578997408,12605,0.002319481584365093,40
2,40,28,3.9328135116672014,70,0.013018105727574975,13063,0.002411759742721011,40
2,40,29,3.83686400306705,69,0.016987187688515787,13755,0.002554873120970224,40
2,40,30,3.8367648654388966,59,0.011551827266614856,18969,0.0034580988313671385,40
2,40,31,3.932032036687732,70,0.018081093214503435,13488,0.0024578562748134056,40
2,40,32,3.914020483116763,62,0.010222089890651542,18182,0.0033921065892351453,40
2,40,33,3.74022905318167,59,0.01076643386482741,19682,0.003586657822420165,40
2,40,34,3.860386809094916,62,0.01210341184632957,17142,0.003186908206372292,40
2,40,35,3.76936777066849,60,0.011786882066779802,19686,0.00357768098447836,40
2,40,36,3.855905760388397,70,0.014867224281626568,13266,0.002387189720220501,40
2,40,37,3.821714420742979,70,0.015454063705697102,12496,0.002286257935854511,40
2,40,38,3.7675877276977188,62,0.016214434309159642,18142,0.0033488080185327044,40
2,40,39,3.881543109728235,69,0.016913691820162308,13237,0.0024351387000697226,40
2,40,40,3.9634409081220148,69,0.014998810240917926,12940,0.002401223250669893,40
2,40,41,3.872844629237796,71,0.013324731536233925,13397,0.002502369377887475,40
2,40,42,3.790680356665978,69,0.015557520216872622,14093,0.0025771602849962933,40
2,40,43,3.8751612617691826,70,0.013059091041747184,12642,0.002335228497545904,40
2,40,44,3.851424696792649,61,0.011030292100891903,17998,0.0033848922243394776,40
2,40,45,3.899803677004531,71,0.017870243619040327,11448,0.002128496643267086,40
2,40,46,3.861182157066488,62,0.01244763523901099,17833,0.003226499232953317,40
2,40,47,3.7114059750499058,61,0.013523335126239822,18037,0.0033436756110035606,40
