ts,subset_size,replicate,alpha,xmin,ks,n_tail,tail_fraction,contributing_fibrils
16,10,2,2.2386450679693555,4,0.015789560027364202,142281,0.04049638173577065,10
16,10,3,2.901357977693697,31,0.01890105053831459,15532,0.004008343920656881,10
16,10,4,2.226548636378397,3,0.01722312065745879,227597,0.06261547976304846,10
16,10,5,2.9719932548998798,30,0.014840980821254693,9167,0.002592806609210276,10
16,10,6,2.2317931568226537,3,0.01746789546019173,225222,0.061395928528162766,10
16,10,7,3.0750867058735607,31,0.017931635595540896,9034,0.002318634361832722,10
16,10,8,2.2484505904469216,3,0.016297999005101982,230666,0.06170222668999945,10
16,10,9,2.2503910571201327,4,0.01764153269808255,148847,0.039620455800141716,10
16,10,10,2.2901033476748647,4,0.013938974917903524,146176,0.037507271113556125,10
16,10,11,2.2200001594500263,4,0.017688261379337322,155047,0.037722917438130055,10
16,10,12,2.2288396368348873,3,0.014568441270327859,221155,0.06253909488760467,10
16,10,13,2.2741542533455146,3,0.015854686057144685,247374,0.06225759080081392,10
16,10,14,2.222599309292388,3,0.01614624766046102,232639,0.06242637418310563,10
16,10,15,2.2338509945277867,3,0.018103893943973826,229227,0.0630430878453657,10
16,10,16,2.2438110591319678,4,0.017773970599843314,144384,0.03834704843737052,10
16,10,17,2.275686622454612,3,0.00947404998168766,249755,0.06364616549404617,10
16,10,18,2.240012368260996,3,0.01822302059398706,224807,0.06145683147410337,10
16,10,19,2.1923592699089247,4,0.01866896007362484,136180,0.03840581733349465,10
16,10,20,2.264285095961525,3,0.014927316305740068,222383,0.06216243413604663,10
16,10,21,2.2533983202618137,3,0.014530672973147363,242744,0.06292821081147643,10
16,10,22,3.553065327572372,55,0.02022488477884271,3754,0.0009754376282470524,10
16,10,23,2.2328986880755566,4,0.017456350411848343,145262,0.039139682500335456,10
16,10,24,2.2635086313752524,4,0.013376347456716009,146934,0.03783711402327384,10
16,10,25,2.3085363807139596,3,0.010862188174146192,255065,0.06402084489493594,10
16,10,26,3.3660564098612658,30,0.010808119434487562,10117,0.0027585563782175204,10
16,10,27,2.1788118698266286,4,0.01866781341475554,129131,0.03908197860480263,10
16,10,28,2.2394201762345003,3,0.019715871618099512,232163,0.06400087994559334,10
16,10,29,2.241966892291761,3,0.01587710747993909,233222,0.05987073044129192,10
16,10,30,2.1756380898691936,4,0.01830458306993532,140241,0.0382922185491492,10
16,10,31,2.2406177847261226,3,0.021825510057907394,220988,0.06070898761579289,10
16,10,32,2.3043770437574618,3,0.019942911167592448,221354,0.061849799491239754,10
16,10,33,2.7454027739292743,19,0.01880605133456853,22006,0.005674066812484804,10
16,10,34,4.816209272400536,96,0.01091962922742351,1097,0.00029566772661435386,10
16,10,35,2.25799264322554,3,0.020472272612931386,225799,0.06053723954863363,10
16,10,36,2.236983737664398,3,0.01798491281971548,228635,0.06249566068793745,10
16,10,37,2.232443290522352,3,0.01466559146970381,253081,0.06551972224386816,10
16,10,38,2.2284689896721983,5,0.018464776010962525,108801,0.028117128471612945,10
16,10,39,2.224005086298737,4,0.011678368405052986,162359,0.043502958224738264,10
16,10,40,2.2387692480894827,3,0.015549098030401831,250989,0.06339463602306757,10
16,10,41,4.619204430209358,94,0.014325119735272507,1088,0.00029779100928434634,10
16,10,42,2.2895575461195032,3,0.013257910474674839,243687,0.06415557596193741,10
16,10,43,2.280193263310423,3,0.01606427767768237,246747,0.06101901887643517,10
16,10,44,2.9155290365981146,28,0.015520910757879536,14330,0.0036902393041645626,10
16,10,45,2.275721386418415,3,0.013995983316730798,231743,0.06121495882558823,10
16,10,46,2.2430529955794087,3,0.01421258697594252,239377,0.06308537135264185,10
16,10,47,2.2327087954126186,3,0.015398273130021178,242502,0.0653100775715732,10
16,10,48,2.26178155088031,3,0.015409845068552142,252568,0.06473606076015813,10
16,10,49,2.148542835596572,4,0.02279391592431812,140047,0.04071088749601022,10
16,10,50,2.2132788198101037,4,0.010714707958598135,138768,0.03939698492462312,10
16,10,51,2.2045709264886137,4,0.013915296226104545,157384,0.03947603405618106,10
16,10,52,2.5749978660886645,16,0.01301027002075647,29630,0.007312422060266895,10
16,10,53,2.712894835555573,18,0.0186973174935553,22785,0.006659272346264626,10
16,10,54,2.2436122051063165,3,0.016231493530906804,222803,0.06333835844991405,10
16,10,55,2.264782703589615,3,0.015080725255322613,254664,0.06591561763537325,10
16,10,56,2.2024267363271535,4,0.017686418033264206,151783,0.03990750308279237,10
16,10,57,2.2859676928403747,3,0.015586447020748628,232117,0.06321100362789882,10
16,10,58,2.1968747051644084,4,0.022835484156420782,144954,0.038577471378408605,10
16,10,59,2.1996255636211655,4,0.015929441955527257,135368,0.03820282366978862,10
16,10,60,2.2592057842753794,3,0.015885512129408808,233290,0.06171048263475113,10
16,10,61,3.061725101209491,1,0.026341060610821643,3715693,1.0,10
16,10,62,2.2672132000431544,3,0.02102017279041485,237347,0.06171694097487217,10
16,10,63,2.2409103918279842,3,0.017756164472187308,252620,0.06485990752931559,10
16,10,64,2.181557412750025,4,0.010071764402181604,151987,0.0414174932479624,10
16,10,65,2.278431751001326,3,0.018276778473518718,252239,0.060798384488155305,10
16,10,66,2.2856164901434974,3,0.010414667595899485,243680,0.06660003383570333,10
16,10,67,2.276724098340748,3,0.01524376526169624,240438,0.06050456455425702,10
16,10,68,2.2777337019322554,3,0.016833868678470865,232311,0.06087887851897586,10
16,10,69,2.2790094549358364,3,0.013943746012133107,254703,0.06400619799871789,10
16,10,70,2.2841967644843884,3,0.016370628288421174,245073,0.06512316702996342,10
16,10,71,2.221165327820835,4,0.010668587336307156,152608,0.04031831303917303,10
16,10,72,3.1021825483141217,34,0.015230945764600934,8407,0.0022108598001416404,10
16,10,73,2.22411615571065,3,0.016008572521040043,233608,0.06208695384088743,10
16,10,74,2.2153108386715856,3,0.022473902426034753,229674,0.062249142385081495,10
16,10,75,2.2890097291416014,3,0.015703094150862074,262658,0.06431310480696739,10
16,10,76,2.2542542037846864,3,0.008022449913319019,247944,0.06533144356341256,10
16,10,77,2.220213301433365,4,0.02315150809116251,154339,0.038197872398876086,10
16,10,78,2.2915865538369533,3,0.013870095648357283,245484,0.0636880509018738,10
16,10,79,2.290959761027268,3,0.010285280400888053,250184,0.06412961675617704,10
16,10,80,2.9911362587349903,41,0.01833769899077331,8395,0.0021942801820037136,10
16,10,81,2.276851544996748,3,0.018449805883647252,231884,0.0631209774273174,10
16,10,82,2.253219233139664,4,0.011859839411639705,153273,0.040638645542868064,10
16,10,83,2.2873960402506235,3,0.01605725376113981,256277,0.06272987311420211,10
16,10,84,2.233633946893702,4,0.012625726904446521,153606,0.04040888192517651,10
16,10,85,2.276415253117464,3,0.012567380102867065,232676,0.06061210736457059,10
16,10,86,2.3076292504141662,3,0.00514168717925223,232225,0.0624704259125901,10
16,10,87,2.215938763691627,4,0.02136535796123784,136827,0.03876776824169314,10
16,10,88,2.2335573555880055,3,0.017435991713714016,241189,0.06412020907544384,10
16,10,89,2.234763465676882,3,0.01592432247279152,207515,0.06174933486639154,10
16,10,90,2.289524832373205,3,0.008856845758140941,247025,0.06516090741229227,10
16,10,91,2.2653321828769752,3,0.019740540083958424,205889,0.058057903092545125,10
16,10,92,2.2492255363277245,3,0.019399689493516337,230786,0.06213010423845624,10
16,10,93,2.254742655485263,3,0.015340952428974042,225725,0.06258784410836896,10
16,10,94,2.2012141150453504,3,0.01827150078747125,240402,0.06356758746353951,10
16,10,95,2.2623019165055482,3,0.01051034653885552,245945,0.06604786210848827,10
16,10,96,2.27957382108772,3,0.010162752178774048,241054,0.06265180236926705,10
16,10,97,2.26703798247119,3,0.021643431989160355,226180,0.06302720636324548,10
16,10,98,2.245564255069407,4,0.015114870780867595,164938,0.04105623383269842,10
16,10,99,2.256283227805545,3,0.013768755818642453,264124,0.06465374590473728,10
16,20,0,2.23840666832825,3,0.012229190381462807,467080,0.0625592670970507,20
16,20,1,2.225621136495767,4,0.012495287863197202,299649,0.03977213074608997,20
16,20,2,2.1843859262915726,4,0.01595983431591852,294810,0.037970971224054746,20
16,20,3,2.257143239492178,3,0.016023539345653204,452236,0.06108149124221651,20
16,20,4,2.2519780333676507,3,0.018143104010603317,457398,0.06194496949528714,20
16,20,5,2.2248583549028944,4,0.015606006725179866,300438,0.04061499877386336,20
16,20,6,2.250777432921802,4,0.01019633257714414,321131,0.04093399008348402,20
16,20,7,2.1956500415956457,4,0.019747041446338764,283144,0.0380738973329016,20
16,20,8,2.2686039888695815,3,0.015508569785318671,475352,0.062239409983088655,20
16,20,9,2.2793234619614036,3,0.014259493027735548,488157,0.0632033971775812,20
16,20,10,2.2538767759138976,4,0.013642618237736603,321219,0.040439892525885916,20
16,20,11,2.2327445027280755,3,0.015082416398463638,456699,0.06273212103163865,20
16,20,12,2.194647357660052,4,0.020778617599808702,302704,0.039963245389831224,20
16,20,13,2.2287248236362505,4,0.012888495838578873,316188,0.04036010957636743,20
16,20,14,2.209177252019144,4,0.01375155193932498,289914,0.0380738228776773,20
16,20,15,2.2341628459850944,4,0.012694644998951343,295060,0.039352105316295245,20
16,20,16,2.280649104032115,3,0.015806028322398302,456341,0.06125907158223751,20
16,20,17,2.20805016837844,4,0.013655230835778354,298655,0.03963941412426964,20
16,20,18,2.278636402790214,3,0.011622277851251472,451164,0.0616724660087472,20
16,20,19,2.2316806483333633,4,0.01468744659089305,302722,0.03948880390492017,20
16,20,20,2.2652780828056684,3,0.019320309398204505,444553,0.0607240254750969,20
16,20,21,2.2494125751054335,4,0.012322563196731195,311268,0.04027085809551398,20
16,20,22,2.2546010590071353,3,0.01697151208221226,433480,0.060583791948874144,20
16,20,23,2.2677034515960184,3,0.01694686528904099,463376,0.06233701939892916,20
16,20,24,2.2660133092190615,4,0.01061898323785071,309978,0.04001718020744055,20
16,20,25,2.2141598423570725,4,0.01786319912358636,286226,0.03837731015582964,20
16,20,26,2.2143428355873644,4,0.013929329636754306,305080,0.04087605089221079,20
16,20,27,2.277225098636556,3,0.012656235412679573,499050,0.06304472480323868,20
16,20,28,2.2888826195494665,3,0.014099006362372823,479789,0.06239041116197588,20
16,20,29,2.272858305762771,3,0.012670680008137036,456143,0.061403992915985285,20
16,20,30,2.270767747208263,3,0.016144328593544977,489885,0.06294210344072192,20
16,20,31,2.2167238878809936,4,0.01572929144535251,293095,0.040057182569429875,20
16,20,32,2.239428932841336,3,0.014567342057644428,479405,0.06293659840554404,20
16,20,33,2.2178278108164062,4,0.017790828986217977,293431,0.040127815607688244,20
16,20,34,2.2686584213218057,3,0.01053923618108743,483219,0.06431571278094093,20
16,20,35,2.243669524819859,4,0.01093147472657574,291549,0.038782531612095134,20
16,20,36,2.2707858898064397,3,0.01500373114003023,478286,0.06253126327831345,20
16,20,37,2.2765446235701288,3,0.013398646267120617,470907,0.06289125317072577,20
16,20,38,2.279063035501578,3,0.015367280521990323,465088,0.06273974018251517,20
16,20,39,2.269464987617243,3,0.016391286715039532,482726,0.06434816038424994,20
16,20,40,2.236329869306314,3,0.015654895060029594,496293,0.06542081083403944,20
16,20,41,2.2081206617796414,4,0.011284216683598136,303141,0.04041481779328677,20
16,20,42,2.268040373652992,3,0.015366312859233733,490652,0.06464477075804759,20
16,20,43,2.250822509628763,4,0.011993358703650925,307907,0.03951452777170336,20
16,20,44,2.200341324030338,4,0.014487252557659813,291341,0.03856218372341,20
16,20,45,2.2207735530178803,4,0.009720548631688697,290992,0.03991268893554184,20
16,20,46,2.2585203528689526,3,0.014727249634803541,468819,0.06438690235602838,20
16,20,47,2.2692919596337595,3,0.009126454680551177,470792,0.0633190477503401,20
16,20,48,2.2636040213856568,3,0.015369566307878557,477816,0.06339075589950102,20
16,20,49,2.225331498603903,3,0.013928391188750333,465577,0.06308253624918399,20
16,20,50,2.260697018573451,3,0.013832133214711217,467861,0.06299141675452855,20
16,20,51,2.2301122120475068,4,0.015845645378482653,294440,0.038463603469039764,20
16,20,52,2.2484341787120123,4,0.011448435451211103,287229,0.03763404300146263,20
16,20,53,2.2237356094216216,4,0.014230964205036334,308164,0.040240142363847854,20
16,20,54,2.273769436871425,3,0.01196943795064076,480409,0.06419120925608138,20
16,20,55,2.2779021433426783,3,0.01615646687011596,484302,0.061857329207484824,20
16,20,56,2.2448949529660394,4,0.01417223697721759,305527,0.03951757380693666,20
16,20,57,2.261566955245174,3,0.01102276107969069,496203,0.06527474357586353,20
16,20,58,2.205681036348764,4,0.01586199313457637,286859,0.04002198803354291,20
16,20,59,2.2496638449433632,3,0.012944026943500941,499302,0.06378967403517706,20
16,20,60,2.26909084684888,3,0.009975502371469824,504152,0.06516535959463855,20
16,20,61,2.2387859478286947,4,0.011860546516460402,297986,0.03967767432100054,20
16,20,62,2.220107037604489,4,0.016825616600539495,293339,0.039287076551532754,20
16,20,63,2.217014369389695,4,0.016523013563138567,300080,0.039324733210227315,20
16,20,64,2.2675925424640084,3,0.013084413074229917,480124,0.06430419601071406,20
16,20,65,2.92177936971604,32,0.017235927272654772,21016,0.0028038197374447484,20
16,20,66,2.233782344466451,3,0.011551724937311159,452173,0.06191183157552291,20
16,20,67,2.222944881035096,4,0.015500338582868256,305219,0.03906583181235233,20
16,20,68,2.2287362476069057,4,0.010749791665238151,309076,0.04023814604261409,20
16,20,69,2.258086237640897,3,0.013949310002824178,476746,0.06292331711545744,20
16,20,70,2.225894339160114,4,0.01798380787181819,304858,0.04016845405118237,20
16,20,71,2.240035743581297,3,0.017651841320588835,478592,0.062370574983950974,20
16,20,72,2.276163338686446,3,0.014201917449721102,470391,0.06251137890992635,20
16,20,73,2.2064084598080407,4,0.014594310315742542,286998,0.03994783639200876,20
16,20,74,2.2643015985036494,3,0.014254790234520254,476531,0.06340459599529892,20
16,20,75,2.2752475057719423,3,0.016494536220171163,471345,0.06244096626549118,20
16,20,76,2.2149346377394377,4,0.013829204355661373,297609,0.04005325737800142,20
16,20,77,2.252737342970314,3,0.014198896612147904,448557,0.06222163345364557,20
16,20,78,2.2300248413232735,4,0.01701396750318085,294490,0.03880676670674859,20
16,20,79,2.632714422403056,28,0.019169315516235574,26502,0.0034450242914379797,20
16,20,80,2.2601195577812416,3,0.01405897397696354,484117,0.0634591701572791,20
16,20,81,2.283838546310656,3,0.01236617168389298,467389,0.06351626375334779,20
16,20,82,2.20953049341541,4,0.011738346756971496,305578,0.04101752806768701,20
16,20,83,2.257749662201813,3,0.01601551568419013,480813,0.06189361537247544,20
16,20,84,2.256157005135416,3,0.014702887575159362,456808,0.06271295500932235,20
16,20,85,2.2665644644012444,3,0.010370943585830239,479546,0.06397599269342844,20
16,20,86,2.2244605894565335,4,0.014084898182875283,301504,0.040118429629814926,20
16,20,87,2.248775169286004,3,0.012125810315455787,497842,0.06444690950840529,20
16,20,88,3.102517588214328,38,0.01493693902629789,13526,0.0017796221033117602,20
16,20,89,2.2631089282140877,3,0.016512924177927046,458711,0.062472293650600176,20
16,20,90,2.2631852961013506,4,0.011695471737636853,296470,0.03871932505321997,20
16,20,91,2.256997008960562,3,0.010159530938824601,480780,0.06444381654087447,20
16,20,92,2.2326406882714402,4,0.01656546057612729,299908,0.04015430409453188,20
16,20,93,2.2878096319001777,3,0.012883025489503541,474398,0.06336466451380839,20
16,20,94,2.2475930423634884,3,0.017539431388244764,479914,0.06171721633767425,20
16,20,95,2.273914212107284,3,0.011597792155134734,460175,0.0617246277475457,20
16,20,96,2.2369353591212238,3,0.009168787547875312,464726,0.06360170235548529,20
16,20,97,2.2540047517280546,3,0.012999503644400334,479295,0.0638406527078882,20
16,20,98,2.227260676749832,4,0.012534847656519021,295518,0.03996960060831244,20
16,20,99,2.25070246412236,3,0.015333906230558525,488589,0.06407601060018908,20
16,30,0,2.2828002123645725,3,0.013417770333420398,713858,0.06172550533975625,30
16,30,1,2.2684870060479505,3,0.012302761056912914,701291,0.06274508295197886,30
16,30,2,2.2345202165808176,4,0.014244135844053818,445161,0.0396686009328641,30
16,30,3,2.2681528583215322,3,0.012729619672750714,721533,0.06259145937609709,30
16,30,4,2.255271434061617,4,0.01026927031134972,445118,0.03998642079770357,30
16,30,5,2.264008685154577,3,0.01417073155814147,702259,0.06305745872853548,30
16,30,6,2.2380549954260744,3,0.01771806231700268,683433,0.061935794333066896,30
16,30,7,2.261568158970765,3,0.013986038465681472,737831,0.06344347022749178,30
16,30,8,2.217567463081826,4,0.01421530224871892,450047,0.04092704070924065,30
16,30,9,2.2368279088995626,4,0.01046779310447421,452960,0.04007701482865475,30
16,30,10,2.2612798843685016,3,0.01372257459319659,714008,0.06184844926279467,30
16,30,11,2.2513924370138474,4,0.014516543548346195,449475,0.03889601180773796,30
16,30,12,2.2055712792578372,4,0.01581008721538546,441171,0.0390225223934302,30
16,30,13,2.2777535367783064,3,0.014216205462464715,709172,0.06264043755348872,30
16,30,14,2.2064898566985254,4,0.013851861358713968,443676,0.03997883899388445,30
16,30,15,2.2418586987648,3,0.016350206932376155,700274,0.06209756019266477,30
16,30,16,2.2562325697960453,3,0.014382747792158646,699233,0.06282140319069511,30
16,30,17,2.2341794884775554,4,0.012313733031632523,480057,0.0402080384919454,30
16,30,18,2.2294882469499915,4,0.015506352634094722,451541,0.039446664652725276,30
16,30,19,2.2237706616531496,4,0.015886209323332734,440211,0.039808763550986816,30
16,30,20,2.2573538546292014,3,0.01608806845824773,670816,0.06160969773026764,30
16,30,21,2.245760322345841,3,0.01321559380386056,718815,0.062288017839581544,30
16,30,22,2.2526512468675,3,0.015212693306513758,725751,0.06299622752287717,30
16,30,23,2.2355420860323068,4,0.01448851771141968,432691,0.03952800010012385,30
16,30,24,2.2527455411381854,3,0.012884733977753915,695734,0.06229197292951986,30
16,30,25,2.2788036102108884,3,0.012812281665263048,730736,0.06282093451143504,30
16,30,26,2.2517605231282203,3,0.019208660910260578,689043,0.0619177488866284,30
16,30,27,2.232146561898122,4,0.014441112334773298,457531,0.03980257520437129,30
16,30,28,2.259151775517582,3,0.01424494650814967,699715,0.061863141365431806,30
16,30,29,2.261261136948798,3,0.012204419421793289,705613,0.06328736085176617,30
16,30,30,2.2208414285522005,4,0.013464746670064809,446536,0.0407168580098329,30
16,30,31,2.1946239656828697,4,0.013454395149533394,451626,0.04103186100485022,30
16,30,32,2.2524574360906913,3,0.019153492597775046,691011,0.06229072430158651,30
16,30,33,2.26200366203325,3,0.016185834840456215,683879,0.06171694057953436,30
16,30,34,2.2412896836130836,3,0.015223803946467607,692916,0.06221584205568104,30
16,30,35,2.230607421002371,4,0.014261647806385724,449586,0.039843937355864764,30
16,30,36,2.2306125461106947,4,0.014492789341549184,460298,0.040914835883506966,30
16,30,37,2.2492495923106426,3,0.013942069649271471,698643,0.06293573626270675,30
16,30,38,2.2417104764670364,3,0.016096525758158287,704757,0.0620387522900633,30
16,30,39,2.255085921237902,3,0.014520798470514351,718616,0.062354810931858275,30
16,30,40,2.2578321457191284,3,0.01141012325540569,707394,0.06356804134096455,30
16,30,41,2.2414509100779956,4,0.012641627358501384,434821,0.039121186959382416,30
16,30,42,2.268692735766995,3,0.015076861280619136,711537,0.06291881613372087,30
16,30,43,2.208086474560705,4,0.016481670043393626,459165,0.039763296822556096,30
16,30,44,2.245171461205926,3,0.011834409353334241,707706,0.06383204404581148,30
16,30,45,2.2582525191126637,3,0.014300416836845131,709734,0.06207319073013624,30
16,30,46,2.268419867534757,3,0.012580833790650059,709432,0.06221416123018877,30
16,30,47,2.202514658941995,4,0.013202565781915254,441621,0.03953396541103656,30
16,30,48,2.212519495497061,4,0.014662945690292806,467862,0.0404551299394784,30
16,30,49,2.2725174869383693,3,0.013558974546534985,706230,0.06241546607578057,30
16,30,50,2.2565686339782904,3,0.013092725201380495,711283,0.06260936325028614,30
16,30,51,2.2576747168917946,3,0.012102326985854894,706052,0.06276601920196484,30
16,30,52,2.244837138260985,3,0.014821166845738198,715006,0.06301165697059063,30
16,30,53,2.228817221606064,4,0.014675489587460566,446552,0.03960079947940546,30
16,30,54,2.277015285792566,3,0.015345115376054597,704634,0.06216999151843186,30
16,30,55,2.2545732744509523,3,0.012813785710740988,711317,0.06469475320173622,30
16,30,56,2.2736666274987196,3,0.014330201208161086,730404,0.06257868343875865,30
16,30,57,2.2650584429984795,3,0.016055701174214176,691620,0.06268074229761054,30
16,30,58,2.235354375592771,4,0.014013995787564348,448350,0.03944740724030391,30
16,30,59,2.23936949143546,4,0.012572866023272233,458403,0.03971433932977812,30
16,30,60,2.2748997375117446,3,0.018160555864896233,673727,0.060823400461488195,30
16,30,61,2.2170976107928726,4,0.017893523680030943,453180,0.03955286187010902,30
16,30,62,2.2492619823593056,3,0.0155051098667075,701881,0.06283733231248627,30
16,30,63,2.2743364594812094,3,0.015115374267982484,712097,0.062013295685707875,30
16,30,64,2.224314665287387,4,0.013856401392660533,441541,0.039136881006654245,30
16,30,65,2.2374376170946157,4,0.013399561744071309,452760,0.03965470383736071,30
16,30,66,2.223891981129989,4,0.013870385651628014,448004,0.04012375919725972,30
16,30,67,2.2395872125178538,4,0.012243721294951881,463345,0.040608562710428855,30
16,30,68,2.2452051311616747,3,0.017811660353589165,667087,0.060957784152787256,30
16,30,69,2.209304783497244,4,0.015547788152415087,451996,0.03955035053558386,30
16,30,70,2.250184014494171,3,0.016151861638805998,687402,0.06225841987430791,30
16,30,71,2.261352020869181,3,0.013024927439574507,712406,0.06343892536576587,30
16,30,72,2.2800710053217843,3,0.01754059904894617,717883,0.06211489303638268,30
16,30,73,2.2395455790765437,4,0.01469887862221364,455079,0.038756551381541916,30
16,30,74,2.198261245887933,4,0.0180305789916958,441089,0.04011558232298387,30
16,30,75,2.2638847555539807,3,0.013758898300025968,680841,0.06266309093773975,30
16,30,76,2.2573938729107406,3,0.014692624422459222,712835,0.06308177759756421,30
16,30,77,2.2294784026268077,4,0.014938397849659779,450560,0.04016398272385363,30
16,30,78,2.2246793309257913,4,0.01299306508427478,464877,0.040713838494250865,30
16,30,79,2.244978416908314,3,0.01842956331922435,700288,0.06314566944754031,30
16,30,80,2.2514751409399194,3,0.01129798819958261,715758,0.06371246492070502,30
16,30,81,2.226279458124374,4,0.01285584143506624,446931,0.0396145608380367,30
16,30,82,2.2042257263854053,4,0.0174011675891248,444569,0.03971990422243268,30
16,30,83,2.256420021161651,3,0.013965276410221272,706562,0.062278496632937275,30
16,30,84,2.2556836333143933,3,0.016331678513158143,713160,0.06291232844688607,30
16,30,85,2.2869778645398817,3,0.013018596166002094,713530,0.06299204117767122,30
16,30,86,2.232145404242479,4,0.01549437541858567,447498,0.038777297389665316,30
16,30,87,2.24883836190682,3,0.01811843741305358,684971,0.06151444191241679,30
16,30,88,2.22979161554181,4,0.013516552652430569,468709,0.04066192914116055,30
16,30,89,2.258655968081723,3,0.012817192643119535,718789,0.06324545851855365,30
16,30,90,2.2048226392174803,4,0.01392377456312266,462381,0.04064852177123718,30
16,30,91,2.2676701488392466,3,0.016068838176067912,709006,0.061189998169493824,30
16,30,92,2.2459457009247554,4,0.010952893850286083,473519,0.040231786968193864,30
16,30,93,2.215690836714662,4,0.015744638229576835,452616,0.039789336711644495,30
16,30,94,2.250697395126289,3,0.015986288696551387,700273,0.06230234501794231,30
16,30,95,2.2665342288231956,3,0.014317857779795218,718203,0.06200137745731876,30
16,30,96,2.248100925369686,3,0.011468255682398065,731926,0.06435591504723076,30
16,30,97,2.244714727816342,4,0.016294298610370017,447930,0.039473405924051165,30
16,30,98,2.250062185765343,3,0.014111607935322013,696250,0.06269837224669722,30
16,30,99,2.2302711519488088,4,0.013129183577512249,459473,0.04020870902682118,30
16,40,0,2.260633892138278,3,0.014319630532826588,935883,0.06203887619230956,40
16,40,1,2.2262194704360168,4,0.016194436386855027,601254,0.03977356506035454,40
16,40,2,2.268800768221035,3,0.012759954706071719,976829,0.06334080673872226,40
16,40,3,2.2603071346616264,3,0.013927612566235759,924261,0.06171356619307981,40
16,40,4,2.251982284852476,3,0.014163889759143067,940674,0.06326331089924418,40
16,40,5,2.2692886392095253,3,0.013643188020208752,958090,0.06208993627695369,40
16,40,6,2.2636367032917626,3,0.013280443604748837,976798,0.06314103504709537,40
16,40,7,2.2340539040458807,4,0.014946369465979936,607717,0.04029373222901847,40
16,40,8,2.2769286360157257,3,0.01357157675466869,949857,0.06230394669652459,40
16,40,9,2.265028013291275,3,0.012897067882241653,945123,0.06246192053538166,40
16,40,10,2.2337929374284236,4,0.014938432799686874,601818,0.03951494589411415,40
16,40,11,2.267335651462885,3,0.01302080970483488,933723,0.06214865856519807,40
16,40,12,2.2719763602767227,3,0.01400086318192495,951121,0.0624360005737342,40
16,40,13,2.2687398616705705,3,0.012740295223777787,929559,0.06259840777806054,40
16,40,14,2.258656461406582,3,0.01485397298719976,931066,0.06191754829741805,40
16,40,15,2.262027892948077,3,0.013409519153488092,946056,0.06244286584964199,40
16,40,16,2.260603627259347,3,0.013634981352475095,941785,0.06202009475172436,40
16,40,17,2.26965986153765,3,0.01295813699516063,941238,0.06240873124697318,40
16,40,18,2.2221291237939576,4,0.016836405865221837,596038,0.03981460136802532,40
16,40,19,2.265534823262981,3,0.01351415620176638,950926,0.0627483031729819,40
16,40,20,2.2195952980412694,4,0.014920106582758663,598888,0.040114466166497324,40
16,40,21,2.2487092039445638,3,0.014888381913602589,935124,0.062023876490290834,40
16,40,22,2.2613951562865293,3,0.014492191964212031,935456,0.0623013115725584,40
16,40,23,2.2305307065629942,4,0.01455803939100786,623495,0.040613380962430855,40
16,40,24,2.2311860559592493,4,0.015632553232770907,606642,0.04025387514598153,40
16,40,25,2.2283651284597736,4,0.014267041266543212,608670,0.040220655563579816,40
16,40,26,2.2772137921508033,3,0.013533682013087245,973654,0.06357681917662007,40
16,40,27,2.2277127362174873,4,0.015740457891554094,591117,0.04009068059891353,40
16,40,28,2.2692834419675387,3,0.01320917233088581,950100,0.0629686695577069,40
16,40,29,2.2196752505139523,4,0.015252666077697152,611333,0.04031498993696416,40
16,40,30,2.2656309631514637,3,0.01262923919697545,951491,0.06312685007705662,40
16,40,31,2.2634057751121093,3,0.01326998433795179,957512,0.06278348930982697,40
16,40,32,2.234979152378359,4,0.015387128142416717,606266,0.0397595432517982,40
16,40,33,2.2370122871704115,4,0.012722694415111424,620778,0.04094013704088606,40
16,40,34,2.2668132584349445,3,0.015379294212672423,945864,0.06253963424128682,40
16,40,35,2.2652151134080807,3,0.013406884821250853,965036,0.06361943364730716,40
16,40,36,2.2632702583709174,3,0.013335426546676243,931627,0.06249456643068429,40
16,40,37,2.252054724562775,3,0.014638721734028859,927156,0.06268718899590195,40
16,40,38,2.261351056516631,3,0.012717966287249083,949542,0.062179946240136126,40
16,40,39,2.2334667314500543,4,0.014066239063300179,603340,0.03972724148057623,40
16,40,40,2.2673476929391603,3,0.014215349294388113,945986,0.06234995584028684,40
16,40,41,2.271667381477094,3,0.012572466606082355,929477,0.061765843779517264,40
16,40,42,2.265857217012012,3,0.013621987625581866,950953,0.0630984739832001,40
16,40,43,2.2564950429914066,3,0.015179245301653821,948807,0.06276435934156387,40
16,40,44,2.219549369029953,4,0.016574465694794704,600559,0.03969999141956263,40
16,40,45,2.26515732729214,3,0.012543236944162817,936539,0.06314196148992912,40
16,40,46,2.2588897795534306,3,0.014218553795582789,929028,0.06315319354170994,40
16,40,47,2.2695670136525083,3,0.013983677554658902,947030,0.06242661232713172,40
16,40,48,2.2197521462140632,4,0.0140285244061783,598461,0.040360637875865656,40
16,40,49,2.2587724776245537,3,0.015816914694136763,924165,0.06230176878467445,40
16,40,50,2.2657015119214052,3,0.011879801400287437,942153,0.0628298070884654,40
16,40,51,2.2519233022440686,3,0.01540954005832329,957663,0.06236773940023323,40
16,40,52,2.2689474268703274,3,0.014573551164688947,950210,0.0619408587707874,40
16,40,53,2.263597755146793,3,0.013054963002846032,927531,0.06275901182522954,40
