ts,omitted_seed,xmin,alpha,ks,n_tail
8192,6730,8,2.680823248448678,0.007262991119641127,127637
8192,6745,8,2.6916292319298565,0.007332907980499459,124930
8192,6760,8,2.6843077266081434,0.007390694840032963,126898
8192,6775,8,2.6795208878972896,0.0075733990286828146,126691
8192,6790,8,2.6842587672384686,0.007367419287591326,124536
8192,6805,8,2.682930932947613,0.007389056915167003,126225
8192,6820,8,2.6787643928972633,0.0075349197003324875,125786
8192,6835,8,2.6786633439573793,0.007497153414883662,127526
8192,6850,8,2.6821243091049762,0.007413083606646498,127488
8192,6865,8,2.6772654149180677,0.007403455801565206,126270
