0.01	2934632.137
0.011	2979780.324
0.011	3024928.51
0.011	3070076.697
0.012	3115224.884
0.012	3160373.071
0.013	3205521.257
0.013	3250669.444
0.013	3295817.631
0.014	3340965.817
0.015	3386114.004
0.015	3431262.191
0.015	3476410.378
0.016	3521558.564
0.017	3566706.751
0.017	3611854.938
0.018	3657003.125
0.018	3702151.311
0.019	3747299.498
0.019	3792447.685
0.02	3837595.871
0.021	3882744.058
0.021	3927892.245
0.022	3973040.432
0.023	4018188.618
0.023	4063336.805
0.023	4108484.992
0.024	4153633.178
0.025	4198781.365
0.025	4243929.552
0.026	4289077.739
0.027	4334225.925
0.027	4379374.112
0.028	4424522.299
0.029	4469670.486
0.029	4514818.672
0.03	4559966.859
0.031	4605115.046
0.031	4650263.232
0.032	4695411.419
0.033	4740559.606
0.033	4785707.793
0.034	4830855.979
0.035	4876004.166
0.035	4921152.353
0.036	4966300.539
0.037	5011448.726
0.037	5056596.913
0.038	5101745.1
0.039	5146893.286
0.04	5192041.473
0.041	5237189.66
0.041	5282337.847
0.042	5327486.033
0.043	5372634.22
0.043	5417782.407
0.044	5462930.593
0.045	5508078.78
0.046	5553226.967
0.047	5598375.154
0.047	5643523.34
0.048	5688671.527
0.049	5733819.714
0.049	5778967.9
0.051	5824116.087
0.051	5869264.274
0.052	5914412.461
0.053	5959560.647
0.054	6004708.834
0.055	6049857.021
0.055	6095005.208
0.056	6140153.394
0.057	6185301.581
0.058	6230449.768
0.059	6275597.954
0.06	6320746.141
0.061	6365894.328
0.061	6411042.515
0.063	6456190.701
0.063	6501338.888
0.065	6546487.075
0.065	6591635.261
0.066	6636783.448
0.067	6681931.635
0.068	6727079.822
0.069	6772228.008
0.07	6817376.195
0.071	6862524.382
0.072	6907672.569
0.073	6952820.755
0.074	6997968.942
0.075	7043117.129
0.077	7088265.315
0.077	7133413.502
0.079	7178561.689
0.079	7223709.876
0.081	7268858.062
0.082	7314006.249
0.083	7359154.436
0.084	7404302.622
0.085	7449450.809
0.087	7494598.996
0.088	7539747.183
0.089	7584895.369
0.09	7630043.556
0.091	7675191.743
0.093	7720339.93
0.094	7765488.116
0.095	7810636.303
0.097	7855784.49
0.098	7900932.676
0.099	7946080.863
0.101	7991229.05
0.102	8036377.237
0.103	8081525.423
0.105	8126673.61
0.106	8171821.797
0.107	8216969.983
0.109	8262118.17
0.11	8307266.357
0.111	8352414.544
0.113	8397562.73
0.115	8442710.917
0.116	8487859.104
0.118	8533007.291
0.119	8578155.477
0.121	8623303.664
0.123	8668451.851
0.124	8713600.037
0.126	8758748.224
0.127	8803896.411
0.129	8849044.598
0.131	8894192.784
0.133	8939340.971
0.135	8984489.158
0.137	9029637.344
0.138	9074785.531
0.14	9119933.718
0.142	9165081.905
0.144	9210230.091
0.146	9255378.278
0.148	9300526.465
0.15	9345674.652
0.152	9390822.838
0.155	9435971.025
0.157	9481119.212
0.159	9526267.398
0.161	9571415.585
0.163	9616563.772
0.165	9661711.959
0.168	9706860.145
0.17	9752008.332
0.173	9797156.519
0.175	9842304.705
0.177	9887452.892
0.18	9932601.079
0.183	9977749.266
0.185	10022897.452
0.188	10068045.639
0.191	10113193.826
0.193	10158342.013
0.197	10203490.199
0.2	10248638.386
0.203	10293786.573
0.206	10338934.759
0.209	10384082.946
0.213	10429231.133
0.216	10474379.32
0.22	10519527.506
0.223	10564675.693
0.227	10609823.88
0.231	10654972.066
0.235	10700120.253
0.239	10745268.44
0.244	10790416.627
0.249	10835564.813
0.253	10880713.0
0.259	10925861.187
0.262	10971009.374
0.27	11016157.56
0.273	11061305.747
