0.21 19611107
0.212 19643166
0.216 19707285
0.22 19771404
0.223 19819493
0.225 19851552
0.229 19915671
0.233 19979790
0.236 20027879
0.238 20059938
0.242 20124057
0.247 20204206
0.25 20252295
0.254 20316413
0.256 20348473
0.26 20412592
0.264 20476710
0.269 20556859
0.274 20637007
0.278 20701126
0.279 20717156
0.287 20845393
0.291 20909512
0.296 20989661
0.299 21037750
0.302 21085839
0.308 21182017
0.311 21230106
0.316 21310255
0.322 21406433
0.328 21502611
0.332 21566730
0.333 21582759
0.339 21678937
0.343 21743056
0.351 21871294
0.353 21903353
0.359 21999531
0.359 21999531
0.364 22079680
0.376 22272036
0.382 22368214
0.382 22368214
0.395 22576600
0.394 22560571
0.401 22672779

