0.011 121323.85
0.013 183133.86
0.014 210553.81
0.016 259960.43
0.018 303540.15
0.021 360575.9
0.023 394235.46
0.027 453562.24
0.029 480002.06
0.032 516424.88
0.036 560004.61
0.039 589620.41
0.043 625746.64
0.046 650699.92
0.05 681551.11
0.054 710026.7
0.057 730031.57
0.061 755125.93
0.066 784274.85
0.071 811294.15
0.075 831573.2
0.08 855452.45
0.086 882211.1
0.089 894898.06
0.095 919037.05
0.1 938015.57
0.105 956067.93
0.111 976628.77
0.116 992930.97
0.122 1011590.4
0.127 1026451.8
0.132 1040739.3
0.139 1059858
0.145 1075494.1
0.15 1088037.7
0.157 1104913.5
0.163 1118790.2
0.17 1134348
0.177 1149278
0.184 1163628.8
0.191 1177443.8
0.198 1190761.4
0.207 1207208.6
0.216 1222955.6
0.223 1234756.2
0.234 1252571.4
0.243 1266535.3

