0.01	315131171.7556466
0.02	174692279.99497798
0.03	140438891.76066864
0.04	130162875.29037578
0.05	116461519.99665202
0.06	102760164.70292823
0.07	95909487.05606635
0.08	78782792.93891168
0.09	71932115.29204965
0.1	65081437.64518796
0.11	58230759.99832603
0.12	54805421.17489501
0.13	47954743.52803329
0.14	44529404.704602174
0.15	41104065.881171286
0.16	41104065.88117123
0.17	37678727.0577403
0.18	30828049.410878696
0.19	27402710.58744767
0.2	27402710.587447338
0.21	23977371.764016535
0.22	23977371.764016688
0.23	20552032.940585736
0.24	17126694.117154747
0.25	20552032.94058552
0.26	20552032.94058552
0.27	17126694.117154725
0.28	13701355.293723967
0.29	13701355.29372378
0.3	17126694.11715454
0.31	17126694.117154725
0.32	13701355.293723742
0.33	17126694.11715454
0.34	17126694.117154773
0.35	13701355.29372378
0.36	11417796.07810315
0.38	15984914.509344459
0.39	10276016.47029276
0.4	6850677.646861797
0.41	11417796.078103172
0.43	11417796.07810315
0.44	13701355.293723742
0.45	6850677.646861964
0.46	10276016.470292974
0.47	13701355.29372378
