0.01 2139686.3
0.01 2139686.3
0.01 2139686.3
0.011 2682675.7
0.011 2682675.7
0.011 2682675.7
0.012 3178386.2
0.012 3178386.2
0.012 3178386.2
0.013 3634395.6
0.013 3634395.6
0.014 4056594.4
0.014 4056594.4
0.015 4449652.1
0.015 4449652.1
0.016 4817333
0.016 4817333
0.016 4817333
0.017 5162716.1
0.017 5162716.1
0.018 5488352
0.018 5488352
0.018 5488352
0.019 5796377.1
0.019 5796377.1
0.02 6088598.9
0.02 6088598.9
0.021 6366560.2
0.021 6366560.2
0.022 6631588.3
0.022 6631588.3
0.023 6884833.4
0.023 6884833.4
0.024 7127298.8
0.024 7127298.8
0.025 7359864.8
0.025 7359864.8
0.026 7583308.3
0.026 7583308.3
0.026 7583308.3
0.027 7798317.8
0.028 8005507.1
0.028 8005507.1
0.029 8205425
0.029 8205425
0.03 8398564.7
0.03 8398564.7
0.031 8585370.9
0.031 8585370.9
0.032 8766245.6
0.032 8766245.6
0.033 8941554.1
0.033 8941554.1
0.034 9111628.8
0.035 9276773
0.035 9276773
0.036 9437264.6
0.036 9437264.6
0.037 9593358.7
0.037 9593358.7
0.038 9745289.7
0.038 9745289.7
0.039 9893274.1
0.039 9893274.1
0.04 10037512
0.04 10037512
0.041 10178187
0.042 10315473
0.042 10315473
0.043 10449528
0.043 10449528
0.044 10580501
0.044 10580501
0.045 10708531
0.045 10708531
0.046 10833746
0.046 10833746
0.047 10956269
0.048 11076211
0.049 11193681
0.049 11193681
0.05 11308777
0.05 11308777
0.051 11421595
0.052 11532221
0.052 11532221
0.053 11640740
0.053 11640740
0.054 11747230
0.055 11851767
0.056 11954420
0.056 11954420
0.057 12055256
0.058 12154338
0.058 12154338
0.059 12251726
0.059 12251726
0.06 12347477
0.061 12441646
0.062 12534283
0.063 12625439
0.063 12625439
0.064 12715158
0.065 12803487
0.065 12803487
0.066 12890467
0.067 12976139
0.068 13060541
0.068 13060541
0.07 13225686
0.07 13225686
0.071 13306497
0.072 13386177
0.073 13464759
0.073 13464759
0.074 13542271
0.075 13618743
0.076 13694202
0.077 13768675
0.078 13842187
0.079 13914762
0.08 13986424
0.08 13986424
0.081 14057196
0.083 14196156
0.083 14196156
0.084 14264385
0.085 14331807
0.086 14398441
0.087 14464303
0.088 14529414
0.089 14593788
0.09 14657443
0.091 14720395
0.092 14782659
0.093 14844249
0.094 14905181
0.095 14965468
0.096 15025124
0.097 15084162
0.098 15142594
0.099 15200433
0.1 15257690
0.101 15314378
0.102 15370507
0.104 15481133
0.105 15535651
0.106 15589653
0.107 15643147
0.108 15696143
0.109 15748651
0.111 15852237
0.112 15903332
0.113 15953973
0.114 16004168
0.116 16103250
0.117 16152152
0.119 16248715
0.12 16296390
0.121 16343669
0.122 16390559
0.124 16483196
0.125 16528956
0.127 16619388
0.128 16664071
0.129 16708406
0.131 16796055
0.133 16882376
0.134 16925051
0.135 16967409
0.137 17051191
0.139 17133759
0.14 17174598
0.142 17255409
0.143 17295389
0.145 17374516
0.147 17452560
0.148 17491184
0.15 17567656
0.152 17643115
0.154 17717588
0.155 17754462
0.157 17827502
0.159 17899618
0.161 17970833
0.163 18041168
0.164 18076012
0.167 18179286
0.169 18247109
0.17 18280720
0.173 18380380
0.175 18445864
0.177 18510604
0.18 18606356
0.182 18669308
0.184 18731571
0.185 18762450
0.189 18884317
0.191 18944287
0.193 19003632
0.196 19091506
0.198 19149345
0.201 19235017
0.204 19319420
0.206 19375001
0.21 19484564

