0.01 564860.37
0.011 722200
0.011 722200
0.012 865839.83
0.013 997975.67
0.014 1120314.3
0.014 1120314.3
0.014 1120314.3
0.015 1234208.9
0.016 1340750.2
0.017 1440830.3
0.018 1535188.4
0.019 1624443.5
0.02 1709119.3
0.02 1709119.3
0.021 1789662.9
0.022 1866458.9
0.023 1939840.6
0.023 1939840.6
0.024 2010098.8
0.026 2142234.6
0.027 2204537
0.028 2264573.3
0.029 2322502.6
0.03 2378467.9
0.031 2432597.8
0.032 2485009.1
0.033 2535807.5
0.034 2585089.3
0.035 2632942.4
0.036 2679447.3
0.037 2724678
0.039 2811583.2
0.04 2853378.2
0.041 2894141.2
0.042 2933921.8
0.043 2972766.4
0.044 3010717.9
0.046 3084099.6
0.047 3119602.4
0.048 3154357.7
0.05 3221747.3
0.051 3254437.8
0.052 3286493.5
0.053 3317938.6
0.055 3379086.9
0.056 3408832.2
0.058 3466761.5
0.059 3494981.3
0.061 3550013.6
0.061 3550013.6
0.063 3603270.4
0.064 3629268
0.066 3680066.4
0.068 3729348.2
0.07 3777201.3
0.07 3777201.3
0.072 3823706.2
0.074 3868936.9
0.076 3912961.3
0.077 3934540.9
0.079 3976871.9
0.08 3997637.1
0.082 4038400.1
0.084 4078180.8
0.086 4117025.3
0.088 4154976.8
0.089 4173630.3
0.091 4210316.6
0.093 4246205.3
0.095 4281330.4
0.097 4315723.7
0.098 4332655.3
0.1 4366006.2
0.103 4414802.4
0.105 4446549.9
0.107 4477698.3
0.109 4508269.8
0.111 4538285.5
0.113 4567765.1
0.116 4611020.5
0.117 4625190.6
0.12 4666985.7
0.122 4694272.5
0.125 4734375.3
0.127 4760579.3
0.129 4786373.9
0.132 4824325.3
0.135 4861423.9
0.137 4885701.1
0.14 4921460.2
0.143 4956461.2
0.145 4979389.6
0.148 5013195.9
0.151 5046323.7
0.154 5078799.8
0.156 5100101
0.16 5141896.1
0.163 5172562.3
0.165 5192694.4
0.169 5232236.8
0.172 5261284.2
0.175 5289829.3
0.179 5327137.5
0.182 5354575.5
0.185 5381564.9
0.189 5416877.9
0.192 5442875.5
0.197 5485315.3
0.201 5518498.7
0.205 5551028.1
0.209 5582929
0.213 5614225
0.218 5652528.7
0.222 5682544.4
0.226 5712024.1
0.231 5748148.4
0.236 5783499.2
0.241 5818108.7
0.246 5852007.6
0.252 5891788.2
0.257 5924221.8
0.264 5968584.3
0.269 5999557.3
0.276 6041966

