ts,model,xmin,ks,block_gof_p,exceedances,replicates
64,cutoff_power_law,6,0.011845661707211907,0.5,0,1
64,lognormal,6,0.010898128211993818,0.5,0,1
64,exponential,6,0.18932801256853848,0.5,0,1
