ts,xmin,common_alpha,common_beta,scale,n_tail,ks,condition_block_gof_p,condition_exceedances,replicates,joint_log_likelihood,joint_block_gof_p,joint_exceedances
512,8,2.654331152296344,3.4400929149313164,265.5301948034953,140741,0.005164712083197243,0.449,448,999,-1705939.1099031756,0.381,380
1024,8,2.654331152296344,3.4400929149313164,244.1179612986076,140571,0.004389874035207131,0.644,643,999,-1705939.1099031756,0.381,380
4096,8,2.654331152296344,3.4400929149313164,240.26037450642266,144185,0.003311810209022381,0.775,774,999,-1705939.1099031756,0.381,380
8192,8,2.654331152296344,3.4400929149313164,280.9004429274206,128586,0.00968917312080042,0.172,171,999,-1705939.1099031756,0.381,380
