replicate,xmin,gof_xmin,alpha,beta,maximum_centered_ks,scale_ts_512,centered_ks_ts_512,scale_ts_1024,centered_ks_ts_1024,scale_ts_4096,centered_ks_ts_4096,scale_ts_8192,centered_ks_ts_8192
233,29,29,2.4529236653482993,2.139305078675356,0.01907904250468273,210.35100596515855,0.009060703707399115,219.2574175659462,0.01907904250468273,180.32550745956635,0.009937772145133916,220.8532361639395,0.008550895071441578
234,29,29,2.5518182166601147,2.608950864180932,0.009587917459821682,253.116631202025,0.00762261167852224,218.13040478511502,0.007383356292169463,217.76138576509425,0.009587917459821682,260.1738801734002,0.008927697388886435
235,29,29,2.5084317650464882,2.5009342132437307,0.013538216884229959,240.54876081115557,0.006391860647095071,213.45442943115762,0.012264005810431411,218.8188981763852,0.013538216884229959,226.57719817177332,0.010471176260134607
236,29,29,2.514651041294459,2.579262780443226,0.015684750734018427,256.25417095765096,0.015684750734018427,203.4121021685912,0.01521208992687939,212.65253208165802,0.006753716871404025,224.78378516357122,0.004867491235767019
237,29,29,2.530551807892262,2.6395732445840023,0.010491256670571603,256.4109380744247,0.008738369012697644,218.26666946287182,0.010491256670571603,194.42391434789224,0.010029013403378362,216.73977247459496,0.010110516939895009
238,29,29,2.511397393593641,2.4684232071059333,0.012874462604958614,234.38529636427515,0.010380010518460048,198.14577199485106,0.010182416431884833,206.1705834526825,0.012874462604958614,216.50992397622872,0.00849306057827004
239,29,29,2.4581280995434462,2.277073320111413,0.015269178733324063,237.93357777035556,0.015269178733324063,204.08362632989312,0.006961817817729976,189.82755594513523,0.007517049577055235,233.67710326069943,0.0075490140865212
240,29,29,2.4718929377342915,2.4577955917379755,0.009220139427752683,225.36524557687264,0.0049087132095355646,235.25026944318685,0.00579960785029443,190.3364266168863,0.009220139427752683,226.89400060658295,0.006653549107258516
241,29,29,2.5438547085149033,2.6302002926526526,0.012731114140829836,262.792154158056,0.0085950127577481,214.12005992939388,0.005789153525845747,203.14719266586266,0.011867120684301957,255.39525779217112,0.012731114140829836
242,29,29,2.556228205358368,2.64923015787214,0.014548348118597065,275.4486098864484,0.010903542419384515,220.2851195012216,0.014548348118597065,213.5114389544629,0.006377128377028252,260.86493395928125,0.0072284585322602846
243,29,29,2.5911936712719053,2.9221496877309407,0.012766822666716138,254.0355777354351,0.012766822666716138,217.03092906347484,0.011235633862668404,234.51790885634227,0.004368431405080475,244.4567174138016,0.006174357565369215
244,29,29,2.471260370365676,2.3183735534267074,0.014070788469576101,227.48515256352158,0.005826687325693802,223.4359046646946,0.00848749553879058,185.94524583144644,0.014070788469576101,228.90486109582338,0.0024427407723642824
245,29,29,2.495078157603976,2.6990289889041406,0.020117350008706625,246.73776824893852,0.007318087370464077,211.63489651647131,0.01007856905952842,200.72243681581108,0.018082075767511196,220.05192591235456,0.020117350008706625
246,29,29,2.553250815710481,2.6831248531010123,0.00858170334383035,239.90849264252964,0.0036292560545299057,211.34924738015516,0.00858170334383035,222.87659981340985,0.006573855859067557,249.5894682791394,0.007139165479417842
247,29,29,2.5230613035403637,2.6569081107353814,0.013228607518688373,248.15513741253605,0.009449515638151662,216.33817025601292,0.004593764296189795,203.59196316040024,0.004816652114205566,233.74301067116974,0.013228607518688373
248,29,29,2.614845368493896,2.8515299443475635,0.01891055615824816,262.58471782340234,0.009564449157820953,214.84020771282138,0.01891055615824816,215.29013078129307,0.005878509660342424,272.2208324732073,0.01550202024372238
249,29,29,2.59588844911079,2.826559624987051,0.017828647857325297,260.9623419193009,0.007032987470584229,236.70726565277542,0.012218501048102293,233.76031019982292,0.017828647857325297,261.68727320974614,0.007094490792032615
250,29,29,2.549268028469581,2.465178832366992,0.014787136825549108,240.06839061637848,0.007619748930429049,219.7775436027249,0.014787136825549108,195.13424022251547,0.011388352074544361,244.1966827999032,0.012669645583547773
251,29,29,2.5283752443692116,2.579566465437722,0.014012787801211513,232.9460575712699,0.006014961904255267,208.35981091070332,0.014012787801211513,206.0393321538683,0.011900278970494838,244.48514275463134,0.005185427524068087
252,29,29,2.5824145799828484,2.763529546431272,0.01330344194556854,249.0908504660932,0.009280719891302913,226.52363861268134,0.003983824142220427,237.27229065968288,0.01330344194556854,244.86662294032124,0.005726170244417128
253,29,29,2.6307356412265985,3.263132580089642,0.021199065358075586,270.00035194828206,0.00968795527773969,253.71472424549688,0.013504541713486029,257.8540938698154,0.021199065358075586,276.9275162552674,0.006952915063919596
254,29,29,2.5217032223911877,2.508352808665148,0.012257921436474695,229.46502638902538,0.011693362769525761,211.50666801730205,0.006797801532999692,200.50433285909335,0.012257921436474695,235.28396956735156,0.010195317791978742
255,29,29,2.54636220271051,2.4020438042164525,0.02351704153700873,250.68489509777075,0.007791360506230777,224.9071602956798,0.00789643133813045,206.83120000699103,0.005618870747865323,241.51605829370985,0.02351704153700873
256,29,29,2.6215077582936877,3.10037474671264,0.02140469285860619,271.06199530094136,0.008064118684575683,223.5350448900915,0.01459158705866237,235.4034940543338,0.004198106300030036,251.71247735528019,0.02140469285860619
257,29,29,2.438948286955285,2.01860105230374,0.007394872613039838,204.4449416949541,0.007284003545994566,188.18905962542095,0.0055401830900998345,184.52015301161688,0.00545627091205636,216.42372344941606,0.007394872613039838
258,29,29,2.417490192130531,2.1186038953526602,0.018154108131972158,196.23681403116206,0.018154108131972158,194.6165700758204,0.015558676577048791,195.14874804697413,0.005565933254231381,223.46506190584765,0.009463747439085624
259,29,29,2.5738382203635704,2.6023439090902944,0.011591273196527918,257.64321655063526,0.005482088839908639,226.21157756179497,0.011591273196527918,210.04523220452032,0.007264824991890184,254.31569284081777,0.007128226596208431
260,29,29,2.5496762954533607,2.565205920675397,0.01647906427510748,252.57202873553706,0.005219753820354112,203.18204729573006,0.01647906427510748,206.20746305907156,0.010381038090073125,254.47803838374668,0.009746990794934463
261,29,29,2.538158738681202,2.6010871471605936,0.01694174495286921,257.8903983155257,0.008145610123836522,225.1877571201828,0.009726162471628608,217.31983132912637,0.011474046547310324,231.2287947398956,0.01694174495286921
262,29,29,2.5244862015109892,2.727950789877023,0.014119069228114012,244.84163308670546,0.0067595001245958075,241.1672148882647,0.005637003580524547,235.12829974816597,0.011506763103951378,233.0668628933765,0.014119069228114012
263,29,29,2.5382555711597745,2.731110213882879,0.019563990228836703,255.30588750436334,0.014335588873630623,224.73985324514177,0.012581036427628312,223.4205099510615,0.019563990228836703,257.98811009360367,0.018577991235611768
264,29,29,2.624150272420634,2.6967184322475837,0.008551154733180744,244.79703965736923,0.008551154733180744,241.82409634755868,0.006931010274087823,214.13108282547884,0.008430601513859215,263.379864385963,0.008136113837484471
265,29,29,2.492501137521832,2.44309209604194,0.009289153273042694,245.0308221340031,0.009289153273042694,207.510828800845,0.00579409319318569,213.0063079875677,0.004453947900098454,243.7822746795836,0.007308605167853366
266,29,29,2.5666641503353844,2.5491819602403747,0.009013372303112499,236.37482657167564,0.008051295764969435,213.4049236016489,0.007572680460309789,233.21165371139435,0.008604146693288572,255.7033880057946,0.009013372303112499
267,29,29,2.5357349974477588,2.695067912875188,0.009174443602306459,258.6610797371359,0.009174443602306459,196.3777208962233,0.007562523028364354,224.6052276930578,0.005224823253716981,238.9676801226778,0.009065459148614119
268,29,29,2.5363047062727198,2.492649414588921,0.011009155757375155,255.50033805315235,0.006374671689075351,217.8462364760426,0.007333214811885355,204.84789009876494,0.005454316330725073,231.49208263706655,0.011009155757375155
269,29,29,2.4713828883225535,2.249350205223373,0.02616134587480279,236.9275945504889,0.007755088553397016,173.89848555017892,0.008764824082984735,179.55444812446262,0.025032826592481183,219.33519525480966,0.02616134587480279
270,29,29,2.5163177217827872,2.613665146105625,0.018658963789845495,241.59341015490259,0.007552700456876171,227.24817786450794,0.018658963789845495,203.85281620034854,0.008856778792407372,253.47301568921918,0.0033950038811842442
271,29,29,2.48252086953599,2.432789631362976,0.01837434116587877,240.98350032395444,0.011087784131816214,225.63640946002585,0.01837434116587877,213.9745163883629,0.0031974310807436623,251.58823054145003,0.011778323739495167
272,29,29,2.4793832301248404,2.520900190901063,0.01005825803343241,249.64669112975412,0.003770390718921268,211.7304879625524,0.004712651841368487,198.35735818943564,0.007316310790666192,238.54739776670198,0.01005825803343241
273,29,29,2.592823268347937,2.75318932839891,0.015682015163072882,249.63021590690812,0.015682015163072882,225.74068939301335,0.005624636288984131,211.5542904644346,0.011730520389024557,245.62731692360066,0.01359769222512508
274,29,29,2.557195549341364,2.736559909973704,0.012361145458916978,257.4752063339988,0.005809965257856042,221.2638449843138,0.01220064182115127,225.81018004179631,0.007229013639063586,230.97933253646283,0.012361145458916978
275,29,29,2.4967262030811943,2.2784526931278806,0.00913874428261191,232.97663782603178,0.006910050261734302,209.2841383710529,0.003966911113354399,185.94812113355243,0.006559117771014256,236.0175897382596,0.00913874428261191
276,29,29,2.5544893778803774,2.4779221185223133,0.012481992766100347,243.73787992999584,0.0059183964676916,221.1529200423251,0.012481992766100347,227.1104942189049,0.004027797596157012,255.30015341653802,0.0042028359066492715
277,29,29,2.537125098248106,2.8223262911004037,0.014638639388305341,258.3206304387702,0.014638639388305341,234.19772032845114,0.007647825782761575,232.7802229901934,0.011675347639320321,259.4138897823743,0.005642238235371744
278,29,29,2.5639830446967764,2.8686504652133875,0.012613354396280307,251.08192871742693,0.004414461373247969,232.42605472174927,0.012613354396280307,240.20301949475453,0.00619230384749192,248.9679700604636,0.007393290476856329
279,29,29,2.5620527024487965,2.6506168264382346,0.015943775059725662,251.23794764129337,0.008147444314993368,221.16369597245193,0.012820166395121846,231.8491931199848,0.015943775059725662,249.02428473606733,0.004783237010049568
280,29,29,2.5929003783907993,2.7668265546619906,0.0077988588101360334,256.3222167670403,0.003763756238908844,241.7808429820727,0.004543485964046301,226.66916167354077,0.0077988588101360334,251.97970100865527,0.00458547355308736
281,29,29,2.5234143571855885,2.557703258279526,0.015096566187744576,242.80747967299172,0.015096566187744576,221.12577212471544,0.01206167282240378,198.5806759856801,0.00591236497044223,256.8128871816513,0.00396766392360115
282,29,29,2.542464527965783,2.8309532478853225,0.019191719102595206,252.91279486487053,0.005103405403355299,230.93441677564772,0.017109049975076396,207.46793258725526,0.005843693714447679,240.95256272921117,0.019191719102595206
283,29,29,2.499808420015616,2.479137195213574,0.01081083395540472,252.56890673348892,0.007632440257537509,205.05039116706257,0.00887647855700957,224.34836497958048,0.005888880709501332,252.89966373454524,0.01081083395540472
284,29,29,2.5272213339278085,2.643275560035065,0.008252091189334343,245.30716033974093,0.0035147272062023838,224.6940992068554,0.006446590260576479,215.93050539854212,0.004749559605845777,248.54055286968264,0.008252091189334343
285,29,29,2.510008724765937,2.440584096164314,0.010613427156338173,247.26066595466042,0.00945968026653371,207.53172319205595,0.004932356972103369,200.78080441399536,0.010613427156338173,246.93441089945338,0.006279143456182634
286,29,29,2.5330390890415044,2.3834434863644485,0.01262940932865364,236.07765464644817,0.0110900812898313,223.90453849180867,0.009312614699146737,235.29327461681723,0.010895097739761106,229.3922867254243,0.01262940932865364
287,29,29,2.5125220208036336,2.1196027776427804,0.022618027149467146,242.1578448922629,0.008482963520524911,213.69897559972122,0.01120549722977765,189.4218603615039,0.022618027149467146,228.61638230523826,0.004634090196591778
288,29,29,2.582785796270878,2.8104534975055415,0.0058234745298857415,256.5739134743134,0.004930882863075303,232.6116198898686,0.005800025335854997,219.38624172042668,0.00425174857648114,246.1315245327858,0.0058234745298857415
289,29,29,2.4685925528989925,2.204348470931101,0.012451487833848252,234.68755372154504,0.012451487833848252,219.69304886700536,0.012451343649611868,180.90238047158718,0.00941799118504294,217.39039469761946,0.011291314895876259
290,29,29,2.570316339374863,2.672347149975682,0.010987607048095649,234.20880363895282,0.0070274522438232845,220.64284557662663,0.00622554991367652,213.3013998945243,0.007325082960068563,228.32559341709762,0.010987607048095649
291,29,29,2.5274796765063874,2.8899176038285037,0.013768660969744106,246.2198064975216,0.013768660969744106,200.4785805675103,0.010479599006219531,225.8065554821676,0.005338567910772474,226.2686551186702,0.012260093517932003
292,29,29,2.5464574335672308,2.704329242580184,0.014513983035465472,251.17918699524526,0.014513983035465472,211.33678792937982,0.01380721606140689,224.66683881703597,0.012845701243065055,229.38233434059183,0.003969966437393446
293,29,29,2.5611007490230575,2.776945862466008,0.016191118892900036,257.6195327942913,0.007315202510634,209.7393958370203,0.007940235277351437,245.97493003824806,0.016191118892900036,247.48589986967775,0.011246069914880752
294,29,29,2.4997076508712084,2.37038921687956,0.01615111157038218,227.98872506576797,0.007351754374470998,215.00219598500976,0.01615111157038218,194.6130903066108,0.014722501361837392,224.53878396207566,0.008229753035361997
295,29,29,2.4398547328343345,2.153686396584247,0.009173532961425979,203.1153273205211,0.006391996226887464,211.43875080731783,0.009173532961425979,201.08713153328802,0.009072027123544713,231.49921511683408,0.006012314831223886
296,29,29,2.5705965706102702,2.751751683303314,0.008270680487331594,253.0386143427315,0.006227075935363646,236.5087656818828,0.008270680487331594,229.18116391936974,0.006946373951242868,255.64517786978644,0.00545075309319798
297,29,29,2.5515928098416714,2.563336599351954,0.021204873333917074,250.82243281493248,0.013198124685414148,212.75148573430013,0.009905482153547696,204.30313326086718,0.021204873333917074,241.51437196970596,0.012502764785607412
298,29,29,2.548688620615609,2.6695995446114296,0.019709506042437375,257.31939979060706,0.006302797906094115,198.04565385588873,0.019709506042437375,232.58706420745492,0.00995332059632592,262.98916549362394,0.009864485039523418
299,29,29,2.547287930109808,2.5958687254540145,0.01538667738569921,264.84640048757893,0.005318272839139104,220.66435404124837,0.007650187233515737,210.60490858604194,0.012500213925157933,230.72962797662186,0.01538667738569921
300,29,29,2.5615051404262466,2.96561281128782,0.013137795392540674,254.84681646176998,0.005684304879606472,224.32124585960486,0.01143506128758004,239.9004453864235,0.013137795392540674,256.21051585700684,0.0058798048163322125
301,29,29,2.4618427601029707,2.261204661310125,0.014528174264671456,213.18484518387598,0.014528174264671456,213.65718733503397,0.007059376433203646,211.77211930602923,0.008994447200004307,233.65558882543027,0.0043377854599652155
302,29,29,2.511881042230562,2.5118095185157943,0.012970781608426185,244.80942781181994,0.00865647655075752,207.5837706203874,0.012970781608426185,201.22937331581684,0.0038887805388901353,248.3884185100587,0.0063472210759047965
303,29,29,2.56447524761435,2.7119050126072373,0.014446107853496981,236.54627246655207,0.004349768703290596,209.44326646746902,0.0072959310002300715,234.95318422149637,0.012540644055101025,249.25748950016353,0.014446107853496981
304,29,29,2.4939046630516053,2.368915814470794,0.010350637408152008,241.9703822549947,0.005646044837486708,212.6774848745938,0.003931308045491355,196.77298077219632,0.004512762711869622,229.7719299448811,0.010350637408152008
305,29,29,2.485103973894036,2.389239723715125,0.011231303111187085,238.44911583781828,0.009893062529474306,217.5567043782833,0.008027794199802818,198.48201708272396,0.011231303111187085,245.65055195995342,0.00501518285396374
306,29,29,2.4996887835776853,2.3782191295013133,0.012914868976115934,242.12657903895115,0.008934424555992693,220.51035499450205,0.008108248501740078,197.13468884962856,0.0060114688713080455,220.39777620122092,0.012914868976115934
307,29,29,2.572012039975108,2.8414095981356198,0.01905330380156539,258.99487017443033,0.005710192447892837,214.0774976638381,0.01905330380156539,223.94941755403258,0.0075679721305814684,236.48395125540333,0.018301696488115304
308,29,29,2.5362897124486725,2.7445598593175666,0.020321996390112673,249.13177727058587,0.006316419933360018,215.19238794728295,0.020321996390112673,221.97447758744218,0.004663885993388073,259.7059988567864,0.015429548548230643
309,29,29,2.5125927151810714,2.600964598903425,0.015452261872869189,270.1716950979034,0.01013934625671209,206.1928430819005,0.015452261872869189,235.5150826861687,0.006534044077202705,232.16235989493384,0.010257312486315173
310,29,29,2.4782117540974413,2.363473137829936,0.015350402065717472,211.82083004631073,0.006738568154158964,203.75560555561344,0.007594957532280344,196.39980249283172,0.015350402065717472,239.13985669167164,0.009051242328684483
311,29,29,2.5279340545092186,2.6028252864889834,0.009325347383862703,242.53710367242036,0.009325347383862703,228.67357667923525,0.006545512635988682,214.2347093456922,0.009162421399200205,250.2377428027062,0.009139295129217961
312,29,29,2.553135557138343,2.6537759338668536,0.011137216704881658,258.9299483357051,0.005078794334685166,219.90656965056996,0.01064831937759797,211.81339385588544,0.011137216704881658,256.36521299830144,0.006329364264917425
313,29,29,2.5206606641421963,2.493179967087193,0.00930407197478289,252.88115072219998,0.008853642209397883,208.59240311623088,0.00930407197478289,216.88518004008327,0.005211025944201864,223.10270438997654,0.0049649626603124886
314,29,29,2.5525970401481475,2.6023729099990685,0.010722910893616544,238.13167534854242,0.007105990877918411,216.72499384485133,0.007992135078825235,198.75761241830625,0.005529231111346067,232.26508315441438,0.010722910893616544
315,29,29,2.477974898616333,2.2444536702460818,0.010969369157300513,217.9358700740281,0.010969369157300513,204.13792588545954,0.006158742725624777,198.32270448499895,0.009666895915490081,228.52050809142958,0.0075506779165989135
316,29,29,2.6390347209102467,2.95615327375244,0.01526180934892607,253.85149023576417,0.01525785568612581,234.71991270411502,0.01526180934892607,221.11280881813107,0.011953912697250602,265.31453341785283,0.00483106649064724
317,29,29,2.476646913693001,2.312919750725282,0.030066988180407206,237.0480179155345,0.006611694762997722,224.99008101115135,0.018402631377784306,200.0132345507982,0.009925990224360803,210.3028784003979,0.030066988180407206
318,29,29,2.5135916422244287,2.6662255645999644,0.01198230676941403,243.31613416288934,0.01198230676941403,205.94079544647724,0.008671652958120113,223.70054267376088,0.006426329805529707,253.3916459947008,0.008917500120560862
319,29,29,2.564969345340084,2.3402744832324016,0.010063675594855603,224.64902132453028,0.005116993173250539,208.89631481435543,0.004379536459608001,203.58693101617177,0.008275407239498267,215.9022366840044,0.010063675594855603
320,29,29,2.548593757353414,2.4952581624965826,0.024914913867597477,258.4905589989642,0.008309317844926445,231.70077620117573,0.024914913867597477,199.60444114752818,0.008911965326792837,246.81268918671412,0.01722245010606427
321,29,29,2.598960061399187,2.7271710819457695,0.020113722654701016,252.88838898905615,0.004413655082671608,228.11968856392502,0.005453033698570198,213.9088006673217,0.020113722654701016,243.72443632122773,0.014350353389084525
322,29,29,2.541302259317278,2.6465088445299134,0.014851772689809195,261.5868129099304,0.010450222146224264,224.35081061321884,0.005522283734110789,218.87001585409783,0.009258794173077955,243.15136259532898,0.014851772689809195
323,29,29,2.5418990507274835,2.505406722841839,0.014888460735910658,224.04696907023896,0.013764086897707584,228.79160053608229,0.004813849275156129,219.82331863935437,0.014888460735910658,255.06361251166507,0.004376501954558576
324,29,29,2.471322456210359,2.1734747242460504,0.017178093417134055,219.7178796610979,0.010470047268280824,209.76392166992989,0.017178093417134055,180.08299858464798,0.005170268592198823,233.85304208704352,0.009096948547892225
325,29,29,2.6480245229123356,3.4476864140789973,0.009535655645035002,270.8628617264095,0.006200180711034564,256.6341526392496,0.009535655645035002,257.18671786250343,0.007284584708475206,261.0716233026937,0.006979557663712832
326,29,29,2.6282272276659655,2.9440607109965944,0.009356138168790024,248.1484064782702,0.00884669987921749,238.41071069686402,0.009356138168790024,242.27591748613688,0.0055290675127088185,246.95599183994224,0.008256260007478367
327,29,29,2.5073924644341394,2.514836334903452,0.012799008981926652,225.62167439466182,0.009469470682923475,215.0033379873341,0.00719683017130246,211.6949396483209,0.012799008981926652,235.41368299917664,0.009320048131365721
328,29,29,2.5117363863187814,2.5873359269786858,0.00916617137432818,246.5528404834974,0.004854381795718454,222.32452856782322,0.004411613565333816,215.89458012555508,0.00916617137432818,251.52900387454775,0.007172125024455855
329,29,29,2.520657454166814,2.4847590794868775,0.013725448702841037,238.07675564599708,0.01170725937061623,222.13725348765584,0.00738803979586089,202.5371814073533,0.013725448702841037,245.63278121301195,0.007533821131407326
330,29,29,2.5601381933008662,2.59046687508036,0.01208740632613664,241.4258346523929,0.009830746533431634,233.2448003023477,0.00571137245144554,209.52010560049655,0.01208740632613664,242.12099214356883,0.008292558036807174
331,29,29,2.4744680156380596,2.3131364107987418,0.026441072572286617,217.5355888897448,0.005653952043032651,214.17282729084673,0.019174134642991558,193.684225786063,0.014239923221821327,234.10477874423393,0.026441072572286617
332,29,29,2.5581084739403925,2.431112370784508,0.019171204397586017,251.91388183750954,0.01286333964010411,207.7505822031278,0.019171204397586017,211.98316914696326,0.00906717243798616,231.87210439131906,0.0053100793102899835
333,29,29,2.4956529158165246,2.5740237444183367,0.010859563834407449,232.61721989982746,0.010859563834407449,222.64770072647337,0.010180188392004297,203.41077030560672,0.0027435665696542433,252.3608157719733,0.008655850621954286
334,29,29,2.5368609627417404,2.5441660345733155,0.01358350254989149,232.56834202373395,0.008096285419649685,227.54996056813624,0.005224131758532924,205.7142066690104,0.01358350254989149,236.4766014565608,0.011575362265078382
335,29,29,2.5270434953312115,2.7647809369517935,0.014976748314788124,232.3707482843863,0.014976748314788124,213.98822768127096,0.006756902418720845,214.37392084590095,0.012706701358939476,250.2682938354036,0.007031731758808779
336,29,29,2.515824358248932,2.620229058532888,0.02217283681145016,247.9669297139812,0.02217283681145016,211.93357353535237,0.013121675877607486,217.45552037900225,0.009129002919881057,237.76466483138552,0.007938650999855135
337,29,29,2.5292502416342004,2.766252919260233,0.017524589482282082,252.34418525217242,0.00550720178290387,207.69266451829546,0.017524589482282082,221.95188202483132,0.005117070132972301,255.81334418197474,0.010026396059581472
338,29,29,2.4571175802715386,2.124177034158873,0.01575444693514705,223.32804657472866,0.007991504361059443,197.6790180207736,0.011066048762360947,183.1295697764496,0.01575444693514705,241.71578500174576,0.008746366225037439
339,29,29,2.5972803967020495,2.4720267296485843,0.011335681802785713,243.83755281361235,0.005834614537554295,222.8208306445305,0.011335681802785713,220.95862028947948,0.006167271886459963,256.91284160758806,0.00982783042834151
340,29,29,2.5366727666098363,2.6271383839516997,0.008062381842541655,240.6178658927651,0.003607055557815153,227.90037369749538,0.006219790562344563,216.02208235632062,0.008062381842541655,256.6740017594218,0.0063454128688454625
341,29,29,2.599672687702583,2.896424258981555,0.010200034567935501,251.1812966111691,0.010200034567935501,236.74869367713316,0.005400967271000923,240.6036497872623,0.0061798789414798105,286.35552381866273,0.008742896928177646
342,29,29,2.5575292496440425,2.6682035474266423,0.01529976425309576,247.66884420819989,0.005349917442978858,222.7413669698212,0.01296734105644709,241.48053165757665,0.01529976425309576,256.4360310741926,0.011069036243317787
343,29,29,2.4959558621229228,2.4015268241150083,0.008800505085466037,224.52603382015945,0.004189095657526454,218.44028961764653,0.007168874974303796,207.169526881057,0.005507677557844148,250.5272183012078,0.008800505085466037
344,29,29,2.5361199347193275,2.6024531880417965,0.02357172046589201,252.96033940417107,0.006071099858645401,218.83016335310424,0.017098217476373412,217.79991982397775,0.02357172046589201,239.3983487352144,0.005952355181425784
345,29,29,2.534618855162091,2.5827911059572037,0.013876534882489522,240.56147989325942,0.008930406059838414,202.53087763794898,0.007954549705418534,222.31750866080574,0.007607923330063049,231.92173532810918,0.013876534882489522
346,29,29,2.453625179544729,2.160420104916637,0.0140502605419362,228.7951515133491,0.012142948808643361,195.3844834448412,0.00456095337871365,172.4830787800188,0.0140502605419362,229.17920942225123,0.008278065294300585
347,29,29,2.550735025519559,2.6047534131789045,0.01147391867971348,252.20035565676076,0.006673921055878107,228.6159818453064,0.007767167884951687,197.97642909404286,0.005444281914632199,244.79833781195993,0.01147391867971348
348,29,29,2.6234265213651176,3.002481133007914,0.010262069138796126,275.09650582324485,0.010262069138796126,239.43796544751288,0.009099622020600218,250.85515558612036,0.006077488757924576,254.13355004759572,0.008940051681993855
349,29,29,2.5427991609247247,2.3824852667829584,0.021085056852035156,247.08781227856667,0.012178294884268581,219.07741665673404,0.005008589435324118,203.43105885340273,0.021085056852035156,255.60274977380877,0.01338442864616779
350,29,29,2.4729377011788483,2.2400805679824223,0.014434842842997786,238.31943303241124,0.00801375735546317,204.7253991237712,0.00719700170895754,200.1719196290503,0.014434842842997786,224.2261380038098,0.01098160292651007
351,29,29,2.524616364605965,2.443516780988111,0.007493277988312397,239.75686384301233,0.004524381127449906,221.7555705658337,0.007493277988312397,221.6406016650854,0.005430907893328729,237.47338739560848,0.0065363513160972
352,29,29,2.5568889505267887,2.51337705613035,0.006877521176141599,232.46705831423213,0.006665084309946945,238.45562806955394,0.006877521176141599,236.38260642741355,0.005524537781177674,252.38607322870692,0.004106974306525235
353,29,29,2.573998561164629,2.8302104732645006,0.01203704935118488,254.40747537026766,0.006465575002597035,236.43467689934715,0.01203704935118488,223.17710393898523,0.007569639076375978,245.72925718137668,0.005239640242308052
354,29,29,2.5317756684079944,2.4885560295091773,0.013756013394859767,235.1618876992605,0.00922011865022676,228.15478711418837,0.005752948702284155,210.4774708651206,0.013756013394859767,245.3580285550244,0.0065705029948149585
355,29,29,2.4981200399887973,2.339409557781288,0.011751736037241445,227.9470901764245,0.006368174869723242,213.8118786847665,0.006459135495324064,201.88172653712118,0.011751736037241445,248.23557226598126,0.007078828649261348
356,29,29,2.5269227635084777,2.3149907903001377,0.019907419976900154,231.40495959348564,0.018674636028279346,226.5635454604422,0.006579906477007069,192.001242740867,0.012509331772640464,260.61272317963636,0.019907419976900154
357,29,29,2.5114444594929077,2.502625073972977,0.011991184496081608,236.8396063215143,0.011991184496081608,219.1503796339049,0.005431330200030615,203.34445143890326,0.007084714968535855,238.83906860162054,0.007663475369420469
358,29,29,2.534514680648475,2.329298963494029,0.008743499625565143,235.52432825446076,0.004342042477379182,201.1708773723493,0.008743499625565143,200.20971193732566,0.004676175556053597,239.32497475755068,0.0082190903890937
359,29,29,2.5927213596778733,3.0656779684916677,0.007095394507615871,256.69338761587414,0.005982784553916098,232.48777765881195,0.00636925376967884,244.22787046682927,0.007095394507615871,235.0453994849257,0.0062251010481095825
360,29,29,2.5301295348697277,2.6216423755177103,0.009503646602600724,218.13010769597236,0.006215788374555609,219.8294498760648,0.00402879540796891,239.55565604991222,0.009503646602600724,247.4438063872243,0.00750872679067105
361,29,29,2.5743192475730323,2.607705397104246,0.015334697027976962,244.12449300840387,0.007547093935323157,226.29475806110705,0.00845457736117139,226.60241877937284,0.015334697027976962,254.34085786992517,0.012783290400325331
362,29,29,2.5168002118627095,2.4584584951399733,0.011418431901520809,222.42414461097638,0.006954409351468294,212.00162198552516,0.006156725132662522,191.88598666263977,0.011418431901520809,223.93345036810695,0.009731969172732224
363,29,29,2.5755392995111905,2.958199593090127,0.010010950683729591,269.25024191251157,0.010010950683729591,242.00542697229344,0.004865161102015458,213.28775853083042,0.006594556963962994,264.85388152111386,0.006785292564234324
364,29,29,2.5851451846089555,2.8894307339420844,0.008412689261396822,258.5803576886395,0.008412689261396822,222.55098226492913,0.00612692393524239,229.30847927674384,0.006268664421726133,246.21322895375758,0.00626749080177913
365,29,29,2.5873595366778677,2.696002635723896,0.013615609524775696,257.084019250492,0.012198184511458043,221.82012644541888,0.0028128505420796923,227.88981297903814,0.013615609524775696,235.1563698750972,0.0050857636947341245
366,29,29,2.584544799786709,2.8862133179971026,0.019711819878056258,257.5314598048124,0.007815397086963771,220.1610043517179,0.013556095871854246,215.7513017292411,0.019711819878056258,246.44572247594857,0.011800371819891853
367,29,29,2.47601274664992,2.2166532384716278,0.01846163156734759,203.60917894328657,0.009624168581321313,212.41754136680294,0.007849480013686794,203.8677181114206,0.004604615130322398,231.24506674899754,0.01846163156734759
368,29,29,2.5708839789230176,2.9384682508828153,0.013377641779977911,277.93941100869,0.00965321393378088,218.39130109602425,0.011719449420285077,219.24901550408362,0.013377641779977911,265.36259506796665,0.009758872098404647
369,29,29,2.5918471524280267,2.6872269448837662,0.01021435964816464,267.0933216177915,0.01021435964816464,233.33360414452756,0.008204675318814192,206.863531913382,0.0074951198206155145,247.50313304382627,0.005781478365653792
370,29,29,2.4828968482712357,2.4745689228589343,0.008018700159098113,243.26154173200044,0.006645337801664264,198.58487010172846,0.008018700159098113,205.26222586344127,0.00653216884630653,238.78753061533882,0.006954294461110955
