replicate,xmin,gof_xmin,alpha,beta,maximum_centered_ks,scale_ts_512,centered_ks_ts_512,scale_ts_1024,centered_ks_ts_1024,scale_ts_4096,centered_ks_ts_4096,scale_ts_8192,centered_ks_ts_8192
45,29,29,2.4381157092343346,2.084324861449947,0.015919763208185778,196.64841226034488,0.011844028579092059,189.50675251517072,0.0061623205897922695,191.54695139710816,0.008455822152119319,230.10049969380486,0.015919763208185778
46,29,29,2.4929944553429815,2.5371451444309994,0.01340539416663522,242.18448752890777,0.01075692852770238,214.15290265434592,0.0059113234236010115,199.92288265138498,0.01340539416663522,221.90912917117845,0.0035815314346946403
47,29,29,2.5043223335692617,2.4382337314543756,0.015941318828505247,238.6623407628319,0.010656899909806783,216.17981702763595,0.015941318828505247,210.82539567031347,0.010396178636116526,249.87141718592537,0.005019202289631486
48,29,29,2.5434176355085096,2.5615514628648635,0.009572762460064388,240.81678852500534,0.009259325227819526,220.80793944808556,0.00430737921522259,195.44109859780198,0.007835297482621628,233.81257417294705,0.009572762460064388
49,29,29,2.517262520958912,2.5009336224176857,0.00951156929031205,224.93538552035838,0.00951156929031205,214.32234646390748,0.005075374789079823,202.383970276759,0.004608260875344161,257.03183483352416,0.003517006607042461
50,29,29,2.5277588529306363,2.4667460709119857,0.011436843328948787,240.70487514684632,0.010204662213248117,217.51402601464923,0.007971267529169324,204.8942342173431,0.006152137620236586,248.34798519445079,0.011436843328948787
51,29,29,2.526971035145529,2.616365527918481,0.01672393615463963,230.34742406112017,0.014121352597396775,231.24329126813572,0.01672393615463963,214.13327137885335,0.012202695528517937,226.48009857731967,0.004316606399910272
52,29,29,2.5197583832690125,2.513822009770306,0.00858151494044257,230.17797367982357,0.00858151494044257,214.45838726377687,0.006607482375943996,214.59731859217504,0.007642682692957592,244.39819704885983,0.007940163043885562
53,29,29,2.481538113347272,2.4651471455032934,0.01761166758948185,261.29410388235755,0.009931003969984031,226.90473147336252,0.011938794702402777,198.59840499306932,0.01761166758948185,247.69690807219882,0.006411421295430708
54,29,29,2.507948159717267,2.5318379275996814,0.010742957821843702,248.276915166417,0.010742957821843702,232.33979403258144,0.009279506136075533,217.36566042676395,0.004083177648164127,223.47482132347676,0.010647626773127361
