@type xydydy
# Columns: Ts scale error_below error_above; 95% block CI
2 34 0 261.024435491
8 88 0 639.215195567
16 156.962608776 133.449953575 91.6027480208
32 293.927592354 68.6032086763 47.7393428575
64 218.326866697 182.03308886 39.6747187471
128 236.822933091 42.5293871167 25.5174763379
512 272.90258756 27.2599498516 22.1985931312
1024 230.323937453 26.4336774348 27.2339498396
4096 210.87257399 54.8887892757 39.5140823576
8192 232.372552221 46.8329420511 37.066770503
